,team,season,player,offense_snaps,team_snaps,offense_snap_percentage
217,ARI,2024,Travis Vokolek,12.0,1066.0,0.01125703564727955
218,ARI,2024,Trey Benson,137.0,1066.0,0.12851782363977485
219,ARI,2024,Trey McBride,934.0,1066.0,0.8761726078799249
220,ARI,2024,Xavier Weaver,57.0,1066.0,0.05347091932457786
221,ARI,2024,Zach Pascal,68.0,1066.0,0.06378986866791744
222,ARI,2024,Zay Jones,257.0,1066.0,0.24108818011257035
223,ATL,2014,Antone Smith,93.0,1071.0,0.08683473389355742
224,ATL,2014,Bear Pascoe,147.0,1071.0,0.13725490196078433
225,ATL,2014,Courtney Roby,17.0,1071.0,0.015873015873015872
226,ATL,2014,Devin Hester,389.0,1071.0,0.36321195144724555
227,ATL,2014,Devonta Freeman,234.0,1071.0,0.2184873949579832
228,ATL,2014,Drew Davis,6.0,1071.0,0.0056022408963585435
229,ATL,2014,Eric Weems,198.0,1071.0,0.18487394957983194
230,ATL,2014,Freddie Martino,2.0,1071.0,0.0018674136321195146
231,ATL,2014,Harry Douglas,557.0,1071.0,0.5200746965452848
232,ATL,2014,Jacquizz Rodgers,350.0,1071.0,0.32679738562091504
233,ATL,2014,Jerome Smith,0.0,1071.0,0.0
234,ATL,2014,Julio Jones,868.0,1071.0,0.8104575163398693
235,ATL,2014,Levine Toilolo,940.0,1071.0,0.8776844070961718
236,ATL,2014,Matt Ryan,1064.0,1071.0,0.9934640522875817
237,ATL,2014,Roddy White,870.0,1071.0,0.8123249299719888
238,ATL,2014,Steven Jackson,420.0,1071.0,0.39215686274509803
239,ATL,2014,T.J. Yates,17.0,1071.0,0.015873015873015872
240,ATL,2015,Devin Hester,1.0,1116.0,0.0008960573476702509
241,ATL,2015,Devonta Freeman,767.0,1116.0,0.6872759856630825
242,ATL,2015,Eric Weems,34.0,1116.0,0.03046594982078853
243,ATL,2015,Jacob Tamme,771.0,1116.0,0.6908602150537635
244,ATL,2015,Julio Jones,969.0,1116.0,0.8682795698924731
245,ATL,2015,Justin Hardy,337.0,1116.0,0.30197132616487454
246,ATL,2015,Leonard Hankerson,339.0,1116.0,0.30376344086021506
247,ATL,2015,Levine Toilolo,522.0,1116.0,0.46774193548387094
248,ATL,2015,Matt Ryan,1115.0,1116.0,0.9991039426523297
249,ATL,2015,Mickey Shuler,19.0,1116.0,0.017025089605734768
250,ATL,2015,Nick Williams,200.0,1116.0,0.17921146953405018
251,ATL,2015,Roddy White,935.0,1116.0,0.8378136200716846
252,ATL,2015,Sean Renfree,24.0,1116.0,0.021505376344086023
253,ATL,2015,Terron Ward,114.0,1116.0,0.10215053763440861
254,ATL,2015,Tevin Coleman,226.0,1116.0,0.2025089605734767
255,ATL,2015,Tony Moeaki,89.0,1116.0,0.07974910394265233
256,ATL,2016,Aldrick Robinson,315.0,1022.0,0.3082191780821918
257,ATL,2016,Austin Hooper,405.0,1022.0,0.39628180039138944
258,ATL,2016,D.J. Tialavea,27.0,1022.0,0.026418786692759294
259,ATL,2016,Devonta Freeman,604.0,1022.0,0.5909980430528375
260,ATL,2016,Eric Weems,16.0,1022.0,0.015655577299412915
261,ATL,2016,Jacob Tamme,329.0,1022.0,0.3219178082191781
262,ATL,2016,Joshua Perkins,72.0,1022.0,0.07045009784735812
263,ATL,2016,Julio Jones,705.0,1022.0,0.6898238747553816
264,ATL,2016,Justin Hardy,291.0,1022.0,0.2847358121330724
265,ATL,2016,Levine Toilolo,570.0,1022.0,0.5577299412915852
266,ATL,2016,Matt Ryan,1021.0,1022.0,0.9990215264187867
267,ATL,2016,Matt Schaub,21.0,1022.0,0.02054794520547945
268,ATL,2016,Mohamed Sanu,744.0,1022.0,0.7279843444227005
269,ATL,2016,Nick Williams,13.0,1022.0,0.012720156555772993
270,ATL,2016,Stevan Ridley,3.0,1022.0,0.0029354207436399216
271,ATL,2016,Taylor Gabriel,348.0,1022.0,0.3405088062622309
272,ATL,2016,Terron Ward,66.0,1022.0,0.06457925636007827
273,ATL,2016,Tevin Coleman,353.0,1022.0,0.34540117416829746
274,ATL,2017,Andre Roberts,32.0,1024.0,0.03125
275,ATL,2017,Austin Hooper,788.0,1024.0,0.76953125
276,ATL,2017,Brian Hill,0.0,1024.0,0.0
277,ATL,2017,Devonta Freeman,551.0,1024.0,0.5380859375
278,ATL,2017,Eric Saubert,30.0,1024.0,0.029296875
279,ATL,2017,Julio Jones,765.0,1024.0,0.7470703125
280,ATL,2017,Justin Hardy,381.0,1024.0,0.3720703125
281,ATL,2017,Levine Toilolo,421.0,1024.0,0.4111328125
282,ATL,2017,Marvin Hall,76.0,1024.0,0.07421875
283,ATL,2017,Matt Ryan,1024.0,1024.0,1.0
284,ATL,2017,Mohamed Sanu,755.0,1024.0,0.7373046875
285,ATL,2017,Nick Williams,28.0,1024.0,0.02734375
286,ATL,2017,Taylor Gabriel,540.0,1024.0,0.52734375
