,season,season_type,week,player_display_name,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_short_name
46,2016,REG,0,Dorial Green-Beckham,WR,PHI,6.060675675675677,2.563052271581774,10.718243243243242,16.328627131275447,36,74,48.64864864864865,392.0,2,3.972777777777779,4.521596847706784,-0.5488190699290048,00-0032218,Dorial,Green-Beckham,D.Green-Beckham
47,2016,REG,0,Antonio Gates,TE,LAC,6.002941176470588,2.780626610006133,8.80032258064516,15.993113677089296,53,93,56.98924731182796,548.0,7,3.593962264150945,4.03212116479877,-0.43815890064782526,00-0021547,Antonio,Gates,A.Gates
48,2016,REG,0,Eddie Royal,WR,CHI,6.001538461538462,3.4033791125456756,6.278604651162791,5.112608816684247,33,43,76.74418604651163,369.0,2,5.806969696969698,4.812983622153232,0.9939860748164655,00-0026182,William,Royal,
49,2016,REG,0,Michael Crabtree,WR,LV,5.976,2.2610439900519386,11.564206896551722,33.81708470556441,89,145,61.37931034482759,1003.0,8,2.8544943820224717,2.9213318859195905,-0.06683750389711873,00-0026986,Michael,Crabtree,M.Crabtree
50,2016,REG,0,Will Tye,TE,NYG,5.958979591836734,3.1137151586508343,6.310428571428572,9.017087823369351,48,70,68.57142857142857,395.0,1,3.900208333333333,4.710295345632935,-0.810087012299602,00-0032004,Will,Tye,W.Tye
51,2016,REG,0,John Brown,WR,ARI,5.953538461538462,3.0329399275355704,14.793150684931504,16.26482796845536,39,73,53.42465753424658,517.0,2,2.543589743589744,2.9881372626622,-0.44454751907245615,00-0031051,John,Brown,Jo.Brown
52,2016,REG,0,Will Fuller,WR,HOU,5.9513043478260865,2.4641349009064295,16.31815217391304,27.547906570489577,47,92,51.08695652173913,630.0,2,4.40531914893617,3.8330119462709957,0.5723072026651739,00-0033127,Will,Fuller,W.Fuller
53,2016,REG,0,Julius Thomas,TE,JAX,5.937297297297298,2.7815903034858867,7.500392156862744,7.00016836125934,30,51,58.82352941176471,281.0,4,3.4149999999999996,5.014092823864234,-1.5990928238642348,00-0028067,Julius,Thomas,J.Thomas
54,2016,REG,0,Victor Cruz,WR,NYG,5.933239436619719,2.302431165814381,12.060833333333333,17.726345786017426,39,72,54.166666666666664,586.0,1,5.034102564102564,4.363149423630718,0.6709531404718456,00-0027265,Victor,Cruz,V.Cruz
55,2016,REG,0,Charles Clay,TE,BUF,5.91469696969697,2.9838895011323423,8.386436781609195,15.505618932657816,57,87,65.51724137931035,552.0,4,3.301578947368421,4.227583791080095,-0.9260048437116737,00-0028112,Charles,Clay,C.Clay
56,2016,REG,0,J.J. Nelson,WR,ARI,5.903783783783784,2.930463344543924,18.28689189189189,20.381566026255072,34,74,45.94594594594595,568.0,6,4.763529411764705,3.560307056586412,1.2032223551782932,00-0032112,J.J.,Nelson,J.Nelson
57,2016,REG,0,Travis Kelce,TE,KC,5.856979166666666,2.951007312146734,6.951452991452991,20.80182104172794,85,117,72.64957264957265,1125.0,4,7.808235294117647,6.626935864786441,1.1812994293312062,00-0030506,Travis,Kelce,T.Kelce
58,2016,REG,0,Jarvis Landry,WR,MIA,5.838512396694215,2.8540156097702063,6.477022900763359,21.636487427229405,94,131,71.7557251908397,1136.0,4,6.5420212765957455,4.765788367723645,1.7762329088721005,00-0031382,Jarvis,Landry,J.Landry
59,2016,REG,0,Jimmy Graham,TE,SEA,5.831358024691358,2.7336437460144496,10.235052631578947,18.967592421000067,65,95,68.42105263157895,923.0,6,4.932307692307693,5.363517432030498,-0.43120973972280563,00-0027696,Jimmy,Graham,J.Graham
60,2016,REG,0,Robby Anderson,WR,NYJ,5.827012987012988,2.650123451884849,17.044615384615387,25.32878380000344,42,78,53.84615384615385,587.0,2,2.562380952380952,3.241109425509326,-0.6787284731283738,00-0032688,Robby,Anderson,R.Anderson
61,2016,REG,0,Emmanuel Sanders,WR,DEN,5.801908396946566,2.6294746835319396,13.349635036496348,33.745161206995164,79,137,57.66423357664233,1032.0,5,3.0115189873417716,3.434979642493257,-0.42346065515148545,00-0027685,Emmanuel,Sanders,
62,2016,REG,0,Michael Floyd,WR,NE,5.790800000000001,2.4188990618470334,15.569605263157897,17.82202823112654,37,76,48.68421052631579,488.0,5,1.7421621621621628,3.2119723014238137,-1.469810139261651,00-0029638,Michael,Floyd,
63,2016,REG,0,Mike Wallace,WR,BAL,5.773706896551724,2.713413276296051,12.511896551724137,27.64164778029596,72,116,62.06896551724138,1017.0,4,5.834722222222222,5.248995777631813,0.5857264445904091,00-0026901,Mike,Wallace,M.Wallace
64,2016,REG,0,Eric Ebron,TE,DET,5.77358208955224,2.6384070802981565,8.427529411764706,15.170266836086402,61,85,71.76470588235294,711.0,1,4.204426229508197,4.717125816423376,-0.5126995869151791,00-0031387,Eric,Ebron,E.Ebron
65,2016,REG,0,Trey Burton,TE,PHI,5.773333333333333,3.1869497163075846,7.772166666666667,9.600363979231775,37,60,61.66666666666667,327.0,1,3.4959459459459468,3.971191149853081,-0.47524520390713443,00-0030710,Trey,Burton,T.Burton
66,2016,REG,0,Jordy Nelson,WR,GB,5.76867132867133,2.6681548219983333,13.011644736842106,34.56401114985014,97,152,63.81578947368421,1257.0,14,3.6707216494845354,3.573893585463259,0.0968280640212762,00-0026176,Jordy,Nelson,J.Nelson
67,2016,REG,0,Mike Evans,WR,TB,5.75391812865497,2.163240825809149,15.538265895953751,44.006653089823246,96,173,55.49132947976878,1321.0,12,1.8864583333333333,2.430979800013174,-0.5445214666798408,00-0031408,Mike,Evans,M.Evans
68,2016,REG,0,Breshad Perriman,WR,BAL,5.747812499999999,2.4194923691791534,14.853787878787879,18.67084388748167,33,66,50.0,499.0,3,5.206666666666667,4.576497889828196,0.6301687768384712,00-0032054,Breshad,Perriman,B.Perriman
69,2016,REG,0,Tyler Boyd,WR,CIN,5.739218750000001,2.7718562673303433,9.286666666666667,15.618699583692372,54,81,66.66666666666666,603.0,1,3.802592592592593,4.841715630560274,-1.039123037967681,00-0033009,Tyler,Boyd,T.Boyd
70,2016,REG,0,Brandon LaFell,WR,CIN,5.731634615384616,2.739646945454968,10.949252336448598,24.325861943668702,64,107,59.813084112149525,862.0,6,5.1784375,4.94749617431325,0.23094132568675008,00-0027681,Brandon,LaFell,B.LaFell
71,2016,REG,0,Eli Rogers,WR,PIT,5.7282758620689656,2.9852840665543896,9.673636363636362,11.416565338673912,48,66,72.72727272727273,594.0,3,4.457083333333332,6.358134455460146,-1.9010511221268134,00-0031782,Eli,Rogers,E.Rogers
72,2016,REG,0,Tyrell Williams,WR,LAC,5.72405172413793,2.4904903892016224,12.186218487394958,28.337883178729783,69,119,57.98319327731093,1059.0,7,6.7,7.429491204369463,-0.729491204369463,00-0032160,Tyrell,Williams,Ty.Williams
73,2016,REG,0,Mohamed Sanu,WR,ATL,5.716571428571429,2.8987122296004686,8.604938271604938,14.496189810655219,59,81,72.8395061728395,653.0,4,4.865254237288135,5.714003094942796,-0.8487488576546607,00-0029632,Mohamed,Sanu,M.Sanu
