season,team_abb,player_id_x,name_short,rank,qbr_total,pts_added,qb_plays,epa_total,pass,run,exp_sack,penalty,qbr_raw,sack,name_first,name_last,name_display,headshot_href,team_x,qualified,pass_attempts,throwaways,spikes,drops,drop_pct,bad_throws,bad_throw_pct,pfr_id_x_x,pocket_time,times_blitzed,times_hurried,times_hit,times_pressured,pressure_pct,batted_balls,on_tgt_throws,on_tgt_pct,rpo_plays,rpo_yards,rpo_pass_att,rpo_pass_yards,rpo_rush_att,rpo_rush_yards,pa_pass_att,pa_pass_yards,avg_time_to_throw,avg_completed_air_yards,avg_intended_air_yards,avg_air_yards_differential,aggressiveness,max_completed_air_distance,avg_air_yards_to_sticks,pass_yards,pass_touchdowns,interceptions_x,passer_rating,completion_percentage,expected_completion_percentage,completion_percentage_above_expectation,avg_air_distance,max_air_distance,player_gsis_id_x,player_id_y,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles_x,rushing_fumbles_lost_x,rushing_first_downs,rushing_epa_x,rushing_2pt_conversions_x,fantasy_points_x,games_x,ppr_sh,display_name_x,common_first_name,short_name,football_name_x,suffix_x,esb_id_x,nfl_id_x,pfr_id_y_x,pff_id_x,otc_id_x,smart_id_x,birth_date_x,height_x,weight_x,headshot_x,college_name_x,college_conference_x,rookie_season_x,last_season_x,latest_team_x,status_x,ngs_status_x,ngs_status_short_description_x,years_of_experience_x,pff_position_x,pff_status_x,draft_round_x,draft_pick_x,draft_team_x,rookie_x,Unnamed: 0_x,player_x,pfr_id_x_y,tm,age,pos,g,gs,att,yds,td,x1d,ybc,ybc_att,yac,yac_att,brk_tkl,att_br,loaded,player_display_name,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,avg_rush_yards,player_gsis_id_y,player_first_name,player_last_name,player_short_name,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected,player_id,rushing_fumbles_y,rushing_fumbles_lost_y,rushing_epa_y,rushing_2pt_conversions_y,fantasy_points_y,fantasy_points_ppr,games_y,display_name_y,football_name_y,suffix_y,esb_id_y,nfl_id_y,pfr_id_y_y,pff_id_y,otc_id_y,espn_id,smart_id_y,birth_date_y,position_group,position_x,ngs_position_group,ngs_position,height_y,weight_y,headshot_y,college_name_y,college_conference_y,rookie_season_y,last_season_y,latest_team_y,status_y,ngs_status_y,ngs_status_short_description_y,years_of_experience_y,pff_position_y,pff_status_y,draft_round_y,draft_pick_y,draft_team_y,rookie_y,Unnamed: 0_y,team,player_y,position_y,offense_snaps,team_snaps,offense_snap_percentage,AVG,adp_rank,adp_percentile,adp_percentile_pos,POS_group,FantPos,year,Player_fixed,expected_ppr_pg_prev,expected_ppr_season_prev,expected_ppr_pg_curr_hist,expected_ppr_season_curr_hist,Games_G
2019.0,DAL,2577417.0,D. Prescott,4.0,71.9,48.1,690.0,93.1,70.7,10.0,0.0,2.6,72.8,-9.7,Dak,Prescott,Dak Prescott,https://a.espncdn.com/i/headshots/nfl/players/full/2577417.png,Cowboys,True,596.0,14.0,1.0,36.0,6.2,86.0,14.8,PresDa01,2.6,155.0,40.0,57.0,120.0,18.8,9.0,451.0,77.6,54.0,453.0,45.0,383.0,9.0,70.0,129.0,1239.0,2.876715966386555,7.58659793814433,9.420258620689657,-1.8336606825453243,17.953020134228186,56.2247712311931,0.5702586206896559,4902.0,30.0,11.0,99.69239373601788,65.1006711409396,62.24205094302111,2.8586201979184835,22.348836195906216,67.26060139487308,00-0033077,00-0033077,23.0,151.0,4.0,2.0,5613.0,1880.0,124.53103917602378,1.0,15.23896719646261,2.255387153962143,52.0,277.0,3.0,2.0,0.0,19.0,16.779960979924862,0.0,337.78000000000003,16.0,0.2025569987646769,Dak Prescott,Dak,D.Prescott,Dak,,PRE285723,43424.0,PresDa01,10769.0,4848.0,32005052-4528-5723-d1b2-96e92ebc1241,1993-07-29,74.0,238.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/blixemm3s9sa4gmqk5yn",Mississippi State,Southeastern Conference,2016.0,2025.0,DAL,ACT,ACT,Active,10.0,QB,A,4.0,135.0,DAL,0.0,3376.0,Dak Prescott,PresDa01,DAL,26.0,QB,16.0,16.0,52.0,277.0,3.0,19.0,178.0,3.4,99.0,1.9,7.0,7.4,2023-08-21,,,,,,,,,,,,,,00-0033077,2.0,0.0,16.779960979924862,0.0,337.78000000000003,337.78000000000003,16.0,Dak Prescott,Dak,,PRE285723,43424.0,PresDa01,10769.0,4848.0,2577417.0,32005052-4528-5723-d1b2-96e92ebc1241,1993-07-29,QB,QB,QB,QB,74.0,238.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/blixemm3s9sa4gmqk5yn",Mississippi State,Southeastern Conference,2016.0,2025.0,DAL,ACT,ACT,Active,10.0,QB,A,4.0,135.0,DAL,0.0,1817.0,DAL,Dak Prescott,QB,977.0,977.0,1.0,123.8,113,0.6818181818181819,0.6,QB,QB,2019,Dak Prescott,15.381130346447817,246.09808554316507,16.5009866885256,264.0157870164096,16
2019.0,OAK,16757.0,D. Carr,10.0,64.1,27.3,598.0,70.3,54.2,2.7,0.0,1.1,65.6,-12.3,Derek,Carr,Derek Carr,https://a.espncdn.com/i/headshots/nfl/players/full/16757.png,Raiders,True,513.0,28.0,2.0,25.0,5.2,53.0,11.0,CarrDe02,2.5,107.0,67.0,17.0,113.0,20.3,9.0,399.0,82.6,18.0,120.0,17.0,108.0,1.0,12.0,84.0,709.0,2.8157103718199616,4.927700831024931,6.487246376811593,-1.559545545786662,11.695906432748536,47.45761582717783,-2.098674948240165,4054.0,21.0,8.0,100.80003248862896,70.37037037037037,68.1013500161803,2.269020354190061,18.900497935006342,55.69296993337669,00-0031280,00-0031280,29.0,184.0,1.0,0.0,3355.0,2135.0,99.12289919996202,0.0,20.45161961952337,2.3824587094960856,27.0,82.0,2.0,6.0,2.0,7.0,-11.066465667187003,0.0,246.36,16.0,0.1760091448167464,Derek Carr,Derek,D.Carr,Derek,,CAR358797,41265.0,CarrDe02,8671.0,2975.0,32004341-5235-8797-3b9a-0d2711c0bc27,1991-03-28,75.0,215.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qsz1pyrlu6bmvby6maaf",Fresno State,Mountain West Conference,2014.0,2024.0,NO,ACT,RET,R/Retired,11.0,QB,A,2.0,36.0,LV,0.0,2202.0,Derek Carr,CarrDe02,LV,28.0,QB,16.0,16.0,27.0,82.0,2.0,7.0,81.0,3.0,1.0,0.0,0.0,,2023-08-21,,,,,,,,,,,,,,00-0031280,6.0,2.0,-11.066465667187003,0.0,246.36,246.36,16.0,Derek Carr,Derek,,CAR358797,41265.0,CarrDe02,8671.0,2975.0,16757.0,32004341-5235-8797-3b9a-0d2711c0bc27,1991-03-28,QB,QB,,,75.0,215.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qsz1pyrlu6bmvby6maaf",Fresno State,Mountain West Conference,2014.0,2024.0,NO,ACT,RET,R/Retired,11.0,QB,A,2.0,36.0,LV,0.0,5297.0,OAK,Derek Carr,QB,934.0,946.0,0.9873150105708244,172.0,157,0.5568181818181819,0.475,QB,QB,2019,Derek Carr,15.427205125709945,246.83528201135908,14.895801354754798,238.3328216760768,16
2019.0,HOU,3122840.0,D. Watson,7.0,70.5,42.3,662.0,91.6,52.0,19.8,0.0,1.4,71.2,-18.5,Deshaun,Watson,Deshaun Watson,https://a.espncdn.com/i/headshots/nfl/players/full/3122840.png,Texans,True,495.0,15.0,2.0,21.0,4.4,80.0,16.7,WatsDe00,2.5,167.0,47.0,39.0,130.0,22.3,6.0,367.0,76.8,92.0,637.0,65.0,517.0,25.0,120.0,94.0,813.0,2.8163874239350912,6.464834834834835,8.82078512396694,-2.355950289132106,15.757575757575756,59.37895671026901,0.2195454545454543,3852.0,26.0,12.0,97.97558922558922,67.27272727272727,66.56564617962248,0.7070810931047902,20.80701435904155,63.14766899894248,00-0033537,00-0033537,44.0,257.0,4.0,2.0,4420.0,1672.0,75.08170788753887,1.0,13.634478853841204,2.138248423067989,82.0,413.0,7.0,6.0,1.0,29.0,24.37231024847434,0.0,319.98,15.0,0.2312336109270092,Deshaun Watson,Deshaun,D.Watson,Deshaun,,WAT338355,44824.0,WatsDe00,11767.0,5596.0,32005741-5433-8355-e029-e49022cf4b81,1995-09-14,75.0,223.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otfs2docj6eahaebo5xn",Clemson,Atlantic Coast Conference,2017.0,2025.0,CLE,PUP,RES,R/PUP,9.0,QB,A,1.0,12.0,HOU,0.0,3690.0,Deshaun Watson,WatsDe00,HOU,24.0,QB,15.0,15.0,82.0,413.0,7.0,29.0,351.0,4.3,62.0,0.8,3.0,27.3,2023-08-21,,,,,,,,,,,,,,00-0033537,6.0,1.0,24.37231024847434,0.0,319.98,320.98,15.0,Deshaun Watson,Deshaun,,WAT338355,44824.0,WatsDe00,11767.0,5596.0,3122840.0,32005741-5433-8355-e029-e49022cf4b81,1995-09-14,QB,QB,,,75.0,223.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otfs2docj6eahaebo5xn",Clemson,Atlantic Coast Conference,2017.0,2025.0,CLE,PUP,RES,R/PUP,9.0,QB,A,1.0,12.0,HOU,0.0,2667.0,HOU,Deshaun Watson,QB,866.0,934.0,0.9271948608137044,38.0,32,0.911931818181818,0.975,QB,QB,2019,Deshaun Watson,19.46825918326801,311.49214693228816,18.920436519661955,302.7269843145913,15
2019.0,NO,2580.0,D. Brees,3.0,73.3,33.7,419.0,62.6,53.1,1.6,0.0,1.9,75.7,-6.0,Drew,Brees,Drew Brees,https://a.espncdn.com/i/headshots/nfl/players/full/2580.png,Saints,True,378.0,9.0,5.0,13.0,3.6,39.0,10.7,BreeDr00,2.3,114.0,25.0,17.0,54.0,13.8,4.0,306.0,84.1,2.0,27.0,2.0,27.0,0.0,0.0,53.0,492.0,2.570131367292225,5.240569395017794,6.661424657534247,-1.4208552625164526,13.756613756613756,42.79479991774701,-2.0125479452054797,2979.0,27.0,4.0,116.26984126984128,74.33862433862434,67.65803442233138,6.680589916292959,19.89405016966064,53.0644372437888,00-0020531,00-0020531,12.0,89.0,0.0,0.0,2425.0,1495.0,93.79557738414712,0.0,13.487758183490776,1.8799012362353624,9.0,-4.0,1.0,0.0,0.0,2.0,2.232561841025017,0.0,224.76,11.0,0.1906523029943167,Drew Brees,Drew,D.Brees,Drew,,BRE229498,26250.0,BreeDr00,802.0,1492.0,32004252-4522-9498-de45-55dc89e02748,1979-01-15,72.0,209.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bt6nv11jgsirnuymookt",Purdue,Big Ten Conference,2001.0,2020.0,NO,ACT,RET,R/Retired,20.0,QB,,2.0,32.0,LAC,0.0,25.0,Drew Brees,BreeDr00,NO,40.0,QB,11.0,11.0,9.0,-4.0,1.0,2.0,-4.0,-0.4,0.0,0.0,0.0,,2023-08-21,,,,,,,,,,,,,,00-0020531,0.0,0.0,2.232561841025017,0.0,224.76,224.76,11.0,Drew Brees,Drew,,BRE229498,26250.0,BreeDr00,802.0,1492.0,2580.0,32004252-4522-9498-de45-55dc89e02748,1979-01-15,QB,QB,,,72.0,209.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bt6nv11jgsirnuymookt",Purdue,Big Ten Conference,2001.0,2020.0,NO,ACT,RET,R/Retired,20.0,QB,,2.0,32.0,LAC,0.0,4613.0,NO,Drew Brees,QB,457.0,836.0,0.5466507177033493,72.3,65,0.8181818181818181,0.875,QB,QB,2019,Drew Brees,19.062450010532576,304.9992001685212,17.98904093908849,287.82465502541584,11
2019.0,IND,2578570.0,J. Brissett,21.0,52.1,6.6,564.0,52.2,27.9,6.7,0.0,6.4,54.1,-11.2,Jacoby,Brissett,Jacoby Brissett,https://a.espncdn.com/i/headshots/nfl/players/full/2578570.png,Colts,True,447.0,21.0,3.0,24.0,5.7,78.0,18.4,BrisJa00,2.6,135.0,56.0,54.0,137.0,27.0,12.0,315.0,74.5,60.0,343.0,50.0,305.0,9.0,38.0,110.0,827.0,2.9272837837837837,5.081029411764707,7.889716312056738,-2.808686900292031,17.002237136465325,57.94138848871332,-1.4838061465721042,2942.0,18.0,6.0,88.04530201342281,60.85011185682326,64.44010922322737,-3.5899973664041056,21.265342297314824,65.18283362972186,00-0033119,00-0033119,27.0,159.0,4.0,3.0,3545.0,1519.0,10.94469868309653,1.0,14.74332605127266,1.1323919138211902,56.0,228.0,4.0,3.0,2.0,20.0,9.501062868847994,0.0,216.68,15.0,0.1777705185790118,Jacoby Brissett,Jacoby,J.Brissett,Jacoby,,BRI516391,43380.0,BrisJa00,10725.0,4804.0,32004252-4951-6391-fb1e-f908d9b96e12,1992-12-11,76.0,235.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rdxowm5dvpbb8p3aazbc",N.C. State; Florida,Atlantic Coast Conference,2016.0,2025.0,ARI,ACT,ACT,Active,10.0,QB,A,3.0,91.0,NE,0.0,3454.0,Jacoby Brissett,BrisJa00,IND,27.0,QB,15.0,15.0,56.0,228.0,4.0,20.0,186.0,3.3,42.0,0.8,1.0,56.0,2023-08-21,,,,,,,,,,,,,,00-0033119,3.0,2.0,9.501062868847994,0.0,216.68,217.68,15.0,Jacoby Brissett,Jacoby,,BRI516391,43380.0,BrisJa00,10725.0,4804.0,2578570.0,32004252-4951-6391-fb1e-f908d9b96e12,1992-12-11,QB,QB,QB,QB,76.0,235.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rdxowm5dvpbb8p3aazbc",N.C. State; Florida,Atlantic Coast Conference,2016.0,2025.0,ARI,ACT,ACT,Active,10.0,QB,A,3.0,91.0,NE,0.0,2895.0,IND,Jacoby Brissett,QB,884.0,1004.0,0.8804780876494024,243.0,225,0.3636363636363636,0.35,QB,QB,2019,Jacoby Brissett,,,13.696576574827803,219.14522519724488,15
2019.0,TB,2969939.0,J. Winston,17.0,55.7,20.1,772.0,78.4,48.7,9.0,0.0,2.6,59.1,-18.3,Jameis,Winston,Jameis Winston,https://a.espncdn.com/i/headshots/nfl/players/full/2969939.png,Buccaneers,True,626.0,22.0,2.0,23.0,3.8,124.0,20.6,WinsJa00,2.5,241.0,60.0,54.0,161.0,22.9,11.0,421.0,69.9,9.0,82.0,8.0,80.0,1.0,2.0,93.0,1133.0,2.7714278846153846,8.192394736842104,10.53414876033058,-2.341754023488475,16.773162939297126,58.19321266264649,1.3804297520661155,5109.0,33.0,30.0,84.27848775292864,60.70287539936102,60.36959494949101,0.3332804498700099,22.944933887189183,64.2075268173444,00-0031503,00-0031503,47.0,282.0,9.0,4.0,6481.0,1885.0,42.88715085152589,2.0,12.893107142195024,1.7996938511854297,59.0,250.0,1.0,3.0,1.0,18.0,5.386714254080355,2.0,305.36,16.0,0.1901511943607243,Jameis Winston,Jameis,J.Winston,Jameis,,WIN623708,42344.0,WinsJa00,9434.0,3849.0,32005749-4e62-3708-9650-e59a3f7bea83,1994-01-06,76.0,231.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwikoroqsyf8iemlrohb",Florida State,Atlantic Coast Conference,2015.0,2025.0,NYG,ACT,ACT,Inactive/3rd QB,11.0,QB,A,1.0,1.0,TB,0.0,2419.0,Jameis Winston,WinsJa00,TB,25.0,QB,16.0,16.0,59.0,250.0,1.0,18.0,193.0,3.3,57.0,1.0,2.0,29.5,2023-08-21,,,,,,,,,,,,,,00-0031503,3.0,1.0,5.386714254080355,2.0,305.36,305.36,16.0,Jameis Winston,Jameis,,WIN623708,42344.0,WinsJa00,9434.0,3849.0,2969939.0,32005749-4e62-3708-9650-e59a3f7bea83,1994-01-06,QB,QB,QB,QB,76.0,231.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwikoroqsyf8iemlrohb",Florida State,Atlantic Coast Conference,2015.0,2025.0,NYG,ACT,ACT,Inactive/3rd QB,11.0,QB,A,1.0,1.0,TB,0.0,6372.0,TB,Jameis Winston,QB,1056.0,1056.0,1.0,103.5,96,0.7301136363636364,0.725,QB,QB,2019,Jameis Winston,15.499681357731204,247.9949017236993,17.073205703779983,273.17129126047973,16
2019.0,LAR,3046779.0,J. Goff,22.0,50.6,0.5,734.0,57.5,54.4,-7.3,0.0,1.6,50.2,-8.8,Jared,Goff,Jared Goff,https://a.espncdn.com/i/headshots/nfl/players/full/3046779.png,Rams,True,626.0,15.0,1.0,27.0,4.4,123.0,20.2,GoffJa00,2.6,219.0,52.0,48.0,122.0,18.5,17.0,437.0,71.6,2.0,3.0,0.0,0.0,2.0,3.0,182.0,1564.0,2.8004656000000003,5.904822335025381,7.799390444810543,-1.8945681097851617,12.779552715654953,60.46097915184636,-1.2022570016474463,4638.0,22.0,16.0,86.46831735889243,62.93929712460064,66.13768161461947,-3.198384490018832,21.05664474836764,60.46097915184636,00-0033106,00-0033106,22.0,170.0,7.0,4.0,4841.0,2244.0,62.79175054062679,0.0,15.596045637152512,1.62816455667151,33.0,40.0,2.0,3.0,1.0,5.0,-11.813811810235816,0.0,247.52,16.0,0.1649517513461641,Jared Goff,Jared,J.Goff,Jared,,GOF219636,43290.0,GoffJa00,10635.0,4714.0,3200474f-4621-9636-7354-d2eb6365d257,1994-10-14,76.0,217.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yggfwr4ak4po9byj0qor",California,Pacific Twelve Conference,2016.0,2025.0,DET,ACT,ACT,Active,10.0,QB,A,1.0,1.0,LA,0.0,3412.0,Jared Goff,GoffJa00,LA,25.0,QB,16.0,16.0,33.0,40.0,2.0,5.0,36.0,1.1,4.0,0.1,0.0,,2023-08-21,,,,,,,,,,,,,,00-0033106,3.0,1.0,-11.813811810235816,0.0,247.52,247.52,16.0,Jared Goff,Jared,,GOF219636,43290.0,GoffJa00,10635.0,4714.0,3046779.0,3200474f-4621-9636-7354-d2eb6365d257,1994-10-14,QB,QB,QB,QB,76.0,217.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yggfwr4ak4po9byj0qor",California,Pacific Twelve Conference,2016.0,2025.0,DET,ACT,ACT,Active,10.0,QB,A,1.0,1.0,LA,0.0,3501.0,LA,Jared Goff,QB,922.0,923.0,0.9989165763813652,79.0,73,0.7954545454545454,0.825,QB,QB,2019,Jared Goff,18.87253052207513,301.9604883532021,17.805263713990485,284.8842194238477,16
2019.0,SF,16760.0,J. Garoppolo,12.0,60.8,20.8,593.0,69.3,48.5,-0.2,0.0,5.0,62.1,-15.9,Jimmy,Garoppolo,Jimmy Garoppolo,https://a.espncdn.com/i/headshots/nfl/players/full/16760.png,49ers,True,476.0,7.0,2.0,28.0,6.0,64.0,13.7,GaroJi00,2.4,201.0,41.0,32.0,109.0,20.8,6.0,377.0,80.7,24.0,349.0,23.0,349.0,0.0,0.0,125.0,1438.0,2.6529662447257385,5.375775075987843,6.509225806451614,-1.133450730463771,15.336134453781511,57.15890569281396,-2.4520645161290324,3978.0,27.0,13.0,102.03081232492995,69.11764705882352,67.09069852871788,2.026948530105642,19.31193467359257,57.15890569281396,00-0031345,00-0031345,36.0,237.0,5.0,4.0,3108.0,2159.0,82.22163802091497,2.0,21.54376268653424,2.305921441181011,46.0,62.0,1.0,5.0,1.0,13.0,-14.429174174774849,0.0,247.32,16.0,0.1638358197090543,Jimmy Garoppolo,Jimmy,J.Garoppolo,Jimmy,,GAR363225,41291.0,GaroJi00,8697.0,3001.0,32004741-5236-3225-90e6-5bfdba41064c,1991-11-02,74.0,225.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivz3zwvjxvgcu4dzabur",Eastern Illinois,Ohio Valley Conference,2014.0,2025.0,LA,ACT,ACT,Active,12.0,QB,A,2.0,62.0,NE,0.0,2286.0,Jimmy Garoppolo,GaroJi00,SF,28.0,QB,16.0,16.0,46.0,62.0,1.0,13.0,45.0,1.0,17.0,0.4,1.0,46.0,2023-08-21,,,,,,,,,,,,,,00-0031345,5.0,1.0,-14.429174174774849,0.0,247.32,247.32,16.0,Jimmy Garoppolo,Jimmy,,GAR363225,41291.0,GaroJi00,8697.0,3001.0,16760.0,32004741-5236-3225-90e6-5bfdba41064c,1991-11-02,QB,QB,,,74.0,225.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivz3zwvjxvgcu4dzabur",Eastern Illinois,Ohio Valley Conference,2014.0,2025.0,LA,ACT,ACT,Active,12.0,QB,A,2.0,62.0,NE,0.0,6107.0,SF,Jimmy Garoppolo,QB,887.0,887.0,1.0,154.3,141,0.6022727272727273,0.525,QB,QB,2019,Jimmy Garoppolo,18.635094128942303,298.16150606307684,15.388388585342469,246.21421736547947,16
2019.0,DEN,11252.0,J. Flacco,,50.8,0.4,315.0,25.5,9.4,2.2,0.0,2.3,50.4,-11.6,Joe,Flacco,Joe Flacco,https://a.espncdn.com/i/headshots/nfl/players/full/11252.png,Broncos,False,262.0,12.0,1.0,15.0,6.0,40.0,16.1,FlacJo00,2.4,76.0,41.0,14.0,81.0,27.6,9.0,194.0,77.9,4.0,16.0,4.0,16.0,0.0,0.0,38.0,287.0,2.624540229885057,5.054385964912281,6.7566,-1.702214035087719,12.213740458015266,50.63829578490967,-2.2074,1822.0,6.0,5.0,85.13040712468192,65.2671755725191,65.36349649078973,-0.096320918270635,19.82166855208053,51.69634513193365,00-0026158,00-0026158,26.0,194.0,8.0,3.0,1777.0,907.0,-23.281209961145212,1.0,8.731914483048534,0.4870294049146756,12.0,20.0,0.0,0.0,0.0,4.0,2.009120810747845,0.0,84.88,8.0,0.1423969936921218,Joe Flacco,Joe,J.Flacco,Joe,,FLA009602,33099.0,FlacJo00,4332.0,1383.0,3200464c-4100-9602-96e8-665718e215c0,1985-01-16,78.0,245.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vbqptn8emdlbeaz1kvmx",Delaware; Pittsburgh,Colonial Athletic Association,2008.0,2025.0,CLE,ACT,ACT,Active,18.0,QB,A,1.0,18.0,BAL,0.0,359.0,Joe Flacco,FlacJo00,DEN,34.0,QB,8.0,8.0,12.0,20.0,0.0,4.0,16.0,1.3,4.0,0.3,0.0,,2023-08-21,,,,,,,,,,,,,,00-0026158,0.0,0.0,2.009120810747845,0.0,84.88,84.88,8.0,Joe Flacco,Joe,,FLA009602,33099.0,FlacJo00,4332.0,1383.0,11252.0,3200464c-4100-9602-96e8-665718e215c0,1985-01-16,QB,QB,QB,QB,78.0,245.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vbqptn8emdlbeaz1kvmx",Delaware; Pittsburgh,Colonial Athletic Association,2008.0,2025.0,CLE,ACT,ACT,Active,18.0,QB,A,1.0,18.0,BAL,0.0,2025.0,DEN,Joe Flacco,QB,532.0,899.0,0.5917686318131257,270.5,250,0.2926136363636363,0.3,QB,QB,2019,Joe Flacco,13.757963429527228,220.12741487243565,11.51464012186454,184.23424194983264,8
2019.0,BUF,3918298.0,J. Allen,24.0,49.4,-3.8,639.0,51.4,21.1,10.4,0.0,2.6,47.9,-17.4,Josh,Allen,Josh Allen,https://a.espncdn.com/i/headshots/nfl/players/full/3918298.png,Bills,True,461.0,25.0,3.0,31.0,7.2,88.0,20.3,AlleJo02,2.3,201.0,45.0,43.0,126.0,23.2,10.0,317.0,73.2,42.0,267.0,32.0,240.0,8.0,27.0,93.0,787.0,2.856982532751091,6.243653136531365,9.397603686635946,-3.153950550104581,15.40130151843818,50.14178397304986,0.0796313364055303,3089.0,20.0,9.0,85.31724511930587,58.78524945770065,62.86881921041167,-4.083569752711021,22.218533733063133,58.103307995328464,00-0034857,00-0034857,38.0,237.0,7.0,2.0,4262.0,1340.0,-14.157731519956316,2.0,12.032474863858624,1.2879287351255515,109.0,510.0,9.0,7.0,2.0,42.0,18.576663063214504,1.0,288.56,16.0,0.229555145420989,Josh Allen,Josh,J.Allen,Josh,,ALL529264,46076.0,AlleJo02,46601.0,6892.0,3200414c-4c52-9264-bedc-c4ddaf201fe7,1996-05-21,77.0,237.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/servs1fpsynfxep4rz2z",Wyoming; Reedley,Mountain West Conference,2018.0,2025.0,BUF,ACT,ACT,Active,8.0,QB,A,1.0,7.0,BUF,0.0,4589.0,Josh Allen,AlleJo02,BUF,23.0,QB,16.0,16.0,109.0,510.0,9.0,42.0,267.0,2.4,243.0,2.2,5.0,21.8,2023-08-21,,,,,,,,,,,,,,00-0034857,7.0,2.0,18.576663063214504,1.0,288.56,288.56,16.0,Josh Allen,Josh,,ALL529264,46076.0,AlleJo02,46601.0,6892.0,3918298.0,3200414c-4c52-9264-bedc-c4ddaf201fe7,1996-05-21,QB,QB,QB,QB,77.0,237.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/servs1fpsynfxep4rz2z",Wyoming; Reedley,Mountain West Conference,2018.0,2025.0,BUF,ACT,ACT,Active,8.0,QB,A,1.0,7.0,BUF,0.0,759.0,BUF,Josh Allen,QB,922.0,993.0,0.9284994964753271,159.3,146,0.5880681818181819,0.5,QB,QB,2019,Josh Allen,12.549478063560375,200.79164901696603,15.224507248061125,243.592115968978,16
2019.0,MIN,14880.0,K. Cousins,13.0,60.4,18.1,537.0,59.0,44.6,-1.6,0.0,5.1,61.7,-10.9,Kirk,Cousins,Kirk Cousins,https://a.espncdn.com/i/headshots/nfl/players/full/14880.png,Vikings,True,444.0,24.0,0.0,17.0,4.0,65.0,15.5,CousKi00,2.7,107.0,48.0,30.0,106.0,22.0,9.0,332.0,79.0,1.0,46.0,1.0,46.0,0.0,0.0,124.0,1235.0,3.0060225225225223,5.998534201954398,8.005545023696683,-2.007010821742285,13.063063063063062,60.50721114049135,-0.9897156398104264,3603.0,26.0,6.0,107.4042792792793,69.14414414414415,62.98312403320394,6.161020110940207,20.860700606315696,60.50721114049135,00-0029604,00-0029604,28.0,206.0,5.0,3.0,3391.0,1789.0,87.03896045200226,1.0,18.60838311464112,2.745323052480136,31.0,63.0,1.0,5.0,0.0,8.0,-6.1717848583939485,0.0,244.42,15.0,0.1811430942993508,Kirk Cousins,Kirk,K.Cousins,Kirk,,COU709400,38632.0,CousKi00,7102.0,1443.0,3200434f-5570-9400-e1ae-f835abb5963e,1988-08-19,75.0,205.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmdqr7gju0dciapvdjcv",Michigan State,Big Ten Conference,2012.0,2025.0,ATL,ACT,ACT,Active,14.0,QB,A,4.0,102.0,WAS,0.0,1325.0,Kirk Cousins,CousKi00,MIN,31.0,QB,15.0,15.0,31.0,63.0,1.0,8.0,51.0,1.6,12.0,0.4,0.0,,2023-08-21,,,,,,,,,,,,,,00-0029604,5.0,0.0,-6.1717848583939485,0.0,244.42,244.42,15.0,Kirk Cousins,Kirk,,COU709400,38632.0,CousKi00,7102.0,1443.0,14880.0,3200434f-5570-9400-e1ae-f835abb5963e,1988-08-19,QB,QB,,,75.0,205.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmdqr7gju0dciapvdjcv",Michigan State,Big Ten Conference,2012.0,2025.0,ATL,ACT,ACT,Active,14.0,QB,A,4.0,102.0,WAS,0.0,4196.0,MIN,Kirk Cousins,QB,894.0,944.0,0.9470338983050848,137.0,123,0.6534090909090908,0.575,QB,QB,2019,Kirk Cousins,18.5057993165662,296.09278906505915,16.115811384598455,257.8529821535753,15
