season,team_abb,player_id_x,name_short,rank,qbr_total,pts_added,qb_plays,epa_total,pass,run,exp_sack,penalty,qbr_raw,sack,name_first,name_last,name_display,headshot_href,team_x,qualified,pass_attempts,throwaways,spikes,drops,drop_pct,bad_throws,bad_throw_pct,pfr_id_x_x,pocket_time,times_blitzed,times_hurried,times_hit,times_pressured,pressure_pct,batted_balls,on_tgt_throws,on_tgt_pct,rpo_plays,rpo_yards,rpo_pass_att,rpo_pass_yards,rpo_rush_att,rpo_rush_yards,pa_pass_att,pa_pass_yards,avg_time_to_throw,avg_completed_air_yards,avg_intended_air_yards,avg_air_yards_differential,aggressiveness,max_completed_air_distance,avg_air_yards_to_sticks,pass_yards,pass_touchdowns,interceptions_x,passer_rating,completion_percentage,expected_completion_percentage,completion_percentage_above_expectation,avg_air_distance,max_air_distance,player_gsis_id_x,player_id_y,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles_x,rushing_fumbles_lost_x,rushing_first_downs,rushing_epa_x,rushing_2pt_conversions_x,fantasy_points_x,games_x,ppr_sh,display_name_x,common_first_name,short_name,football_name_x,suffix_x,esb_id_x,nfl_id_x,pfr_id_y_x,pff_id_x,otc_id_x,smart_id_x,birth_date_x,height_x,weight_x,headshot_x,college_name_x,college_conference_x,rookie_season_x,last_season_x,latest_team_x,status_x,ngs_status_x,ngs_status_short_description_x,years_of_experience_x,pff_position_x,pff_status_x,draft_round_x,draft_pick_x,draft_team_x,rookie_x,Unnamed: 0_x,player_x,pfr_id_x_y,tm,age,pos,g,gs,att,yds,td,x1d,ybc,ybc_att,yac,yac_att,brk_tkl,att_br,loaded,player_display_name,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,avg_rush_yards,player_gsis_id_y,player_first_name,player_last_name,player_short_name,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected,player_id,rushing_fumbles_y,rushing_fumbles_lost_y,rushing_epa_y,rushing_2pt_conversions_y,fantasy_points_y,fantasy_points_ppr,games_y,display_name_y,football_name_y,suffix_y,esb_id_y,nfl_id_y,pfr_id_y_y,pff_id_y,otc_id_y,espn_id,smart_id_y,birth_date_y,position_group,position_x,ngs_position_group,ngs_position,height_y,weight_y,headshot_y,college_name_y,college_conference_y,rookie_season_y,last_season_y,latest_team_y,status_y,ngs_status_y,ngs_status_short_description_y,years_of_experience_y,pff_position_y,pff_status_y,draft_round_y,draft_pick_y,draft_team_y,rookie_y,Unnamed: 0_y,team,player_y,position_y,offense_snaps,team_snaps,offense_snap_percentage,AVG,adp_rank,adp_percentile,adp_percentile_pos,POS_group,FantPos,year,Player_fixed,expected_ppr_pg_prev,expected_ppr_season_prev,expected_ppr_pg_curr_hist,expected_ppr_season_curr_hist,Games_G
2021.0,LV,16757.0,D. Carr,14.0,58.4,21.0,747.0,83.9,72.1,3.6,0.0,8.2,59.8,-14.8,Derek,Carr,Derek Carr,https://a.espncdn.com/i/headshots/nfl/players/full/16757.png,Raiders,True,626.0,21.0,3.0,26.0,4.3,94.0,15.6,CarrDe02,2.5,167.0,58.0,48.0,146.0,21.4,10.0,466.0,77.4,31.0,228.0,29.0,228.0,1.0,0.0,93.0,909.0,2.82069823434992,5.559227166276346,8.04630615640599,-2.4870789901296435,13.578274760383383,55.57078099145269,-0.7573544093178037,4804.0,23.0,14.0,93.96299254526092,68.370607028754,66.63547540440584,1.7351316243481565,21.219853661815552,68.09950513770272,00-0031280,00-0031280,40.0,241.0,9.0,5.0,5084.0,2283.0,40.301518820790776,0.0,16.915385942731543,1.9410622244629556,40.0,108.0,0.0,4.0,0.0,9.0,-4.127118461962333,0.0,256.96000000000004,17.0,0.1679674732975121,Derek Carr,Derek,D.Carr,Derek,,CAR358797,41265.0,CarrDe02,8671.0,2975.0,32004341-5235-8797-3b9a-0d2711c0bc27,1991-03-28,75.0,215.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qsz1pyrlu6bmvby6maaf",Fresno State,Mountain West Conference,2014.0,2024.0,NO,ACT,RET,R/Retired,11.0,QB,A,2.0,36.0,LV,0.0,2204.0,Derek Carr,CarrDe02,LV,30.0,QB,17.0,17.0,40.0,108.0,0.0,9.0,100.0,2.5,8.0,0.2,0.0,,2023-08-21,,,,,,,,,,,,,,00-0031280,4.0,0.0,-4.127118461962333,0.0,256.96000000000004,256.96000000000004,17.0,Derek Carr,Derek,,CAR358797,41265.0,CarrDe02,8671.0,2975.0,16757.0,32004341-5235-8797-3b9a-0d2711c0bc27,1991-03-28,QB,QB,,,75.0,215.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qsz1pyrlu6bmvby6maaf",Fresno State,Mountain West Conference,2014.0,2024.0,NO,ACT,RET,R/Retired,11.0,QB,A,2.0,36.0,LV,0.0,3799.0,LV,Derek Carr,QB,1127.0,1130.0,0.9973451327433628,186.4,165,0.6150234741784038,0.5714285714285714,QB,QB,2021,Derek Carr,14.139896323415918,240.3782374980706,14.85112074147595,252.46905260509115,17
2021.0,PHI,4040715.0,J. Hurts,19.0,54.6,14.9,622.0,65.7,36.4,28.1,0.0,1.2,58.4,-10.9,Jalen,Hurts,Jalen Hurts,https://a.espncdn.com/i/headshots/nfl/players/full/4040715.png,Eagles,True,432.0,22.0,2.0,22.0,5.4,57.0,14.0,HurtJa00,2.6,124.0,76.0,32.0,134.0,26.4,11.0,319.0,78.2,154.0,1178.0,95.0,819.0,52.0,359.0,111.0,994.0,3.122611627906977,6.351396226415094,9.027726161369191,-2.676329934954099,16.203703703703702,52.31324306521246,0.0375061124694377,3144.0,16.0,9.0,87.19135802469137,61.3425925925926,61.429656011535336,-0.0870634189427406,22.64706958319384,60.89694984151505,00-0036389,00-0036389,26.0,150.0,6.0,1.0,3882.0,1463.0,15.78835973315087,3.0,12.939742758055337,1.6942579347986886,139.0,784.0,10.0,3.0,1.0,56.0,40.5911976853391,0.0,312.16,15.0,0.2536236594085148,Jalen Hurts,Jalen,J.Hurts,Jalen,,HUR767022,52461.0,HurtJa00,40291.0,8793.0,32004855-5276-7022-85cf-a74490936f42,1998-08-07,73.0,223.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c47i9v6gmokkun9cat9s",Oklahoma; Alabama,Big Twelve Conference,2020.0,2025.0,PHI,ACT,ACT,Active,6.0,QB,A,2.0,53.0,PHI,0.0,5394.0,Jalen Hurts,HurtJa00,PHI,23.0,QB,15.0,15.0,139.0,784.0,10.0,56.0,642.0,4.6,142.0,1.0,9.0,15.4,2023-08-21,,,,,,,,,,,,,,00-0036389,3.0,1.0,40.5911976853391,0.0,312.16,312.16,15.0,Jalen Hurts,Jalen,,HUR767022,52461.0,HurtJa00,40291.0,8793.0,4040715.0,32004855-5276-7022-85cf-a74490936f42,1998-08-07,QB,QB,QB,QB,73.0,223.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c47i9v6gmokkun9cat9s",Oklahoma; Alabama,Big Twelve Conference,2020.0,2025.0,PHI,ACT,ACT,Active,6.0,QB,A,2.0,53.0,PHI,0.0,5458.0,PHI,Jalen Hurts,QB,954.0,1106.0,0.8625678119349005,97.0,89,0.7934272300469484,0.8035714285714286,QB,QB,2021,Jalen Hurts,11.479160926844296,195.14573575635305,17.57431041183235,298.76327700115,15
2021.0,NO,2969939.0,J. Winston,,69.8,13.6,209.0,31.6,20.4,12.1,0.0,-0.9,71.5,-4.7,Jameis,Winston,Jameis Winston,https://a.espncdn.com/i/headshots/nfl/players/full/2969939.png,Saints,False,161.0,9.0,0.0,10.0,6.6,33.0,21.7,WinsJa00,2.6,68.0,18.0,18.0,47.0,24.9,5.0,107.0,70.4,2.0,11.0,1.0,0.0,1.0,11.0,37.0,355.0,3.023006211180124,6.487684210526316,9.007712418300653,-2.5200282077743363,11.801242236024844,58.99947457393159,-0.240653594771242,1170.0,14.0,3.0,102.75621118012424,59.00621118012423,64.67890358350662,-5.672692403382399,21.76919137424218,58.99947457393159,00-0031503,00-0031503,11.0,69.0,2.0,1.0,1340.0,578.0,21.81038703891622,0.0,8.473253915703815,1.0331438035513412,32.0,166.0,1.0,0.0,0.0,17.0,16.88067298324313,0.0,117.4,7.0,0.2084369007882963,Jameis Winston,Jameis,J.Winston,Jameis,,WIN623708,42344.0,WinsJa00,9434.0,3849.0,32005749-4e62-3708-9650-e59a3f7bea83,1994-01-06,76.0,231.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwikoroqsyf8iemlrohb",Florida State,Atlantic Coast Conference,2015.0,2025.0,NYG,ACT,ACT,Inactive/3rd QB,11.0,QB,A,1.0,1.0,TB,0.0,2421.0,Jameis Winston,WinsJa00,NO,27.0,QB,7.0,7.0,32.0,166.0,1.0,17.0,113.0,3.5,53.0,1.7,2.0,16.0,2023-08-21,,,,,,,,,,,,,,00-0031503,0.0,0.0,16.88067298324313,0.0,117.4,117.4,7.0,Jameis Winston,Jameis,,WIN623708,42344.0,WinsJa00,9434.0,3849.0,2969939.0,32005749-4e62-3708-9650-e59a3f7bea83,1994-01-06,QB,QB,QB,QB,76.0,231.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwikoroqsyf8iemlrohb",Florida State,Atlantic Coast Conference,2015.0,2025.0,NYG,ACT,ACT,Inactive/3rd QB,11.0,QB,A,1.0,1.0,TB,0.0,4663.0,NO,Jameis Winston,QB,371.0,1039.0,0.3570741097208855,168.2,151,0.647887323943662,0.625,QB,QB,2021,Jameis Winston,,,15.403496167282606,261.8594348438043,7
2021.0,DET,3046779.0,J. Goff,24.0,45.5,-11.1,587.0,37.4,41.6,-4.6,0.0,0.4,43.4,-16.8,Jared,Goff,Jared Goff,https://a.espncdn.com/i/headshots/nfl/players/full/3046779.png,Lions,True,494.0,21.0,5.0,21.0,4.5,77.0,16.5,GoffJa00,2.4,110.0,50.0,48.0,133.0,24.6,5.0,375.0,80.1,24.0,191.0,22.0,174.0,1.0,17.0,79.0,647.0,2.7730940695296526,4.324698795180723,6.628758029978586,-2.3040592347978635,10.728744939271255,44.81760591553279,-2.1806638115631696,3245.0,19.0,8.0,91.53171390013496,67.20647773279353,66.24928910948849,0.9571886233050436,20.19728294433283,56.83513174085199,00-0033106,00-0033106,35.0,280.0,6.0,4.0,3148.0,1754.0,-28.79608354435334,4.0,15.357920296620042,1.0177111300499913,17.0,87.0,0.0,3.0,2.0,4.0,-13.913521254435182,0.0,194.5,14.0,0.1639302811678241,Jared Goff,Jared,J.Goff,Jared,,GOF219636,43290.0,GoffJa00,10635.0,4714.0,3200474f-4621-9636-7354-d2eb6365d257,1994-10-14,76.0,217.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yggfwr4ak4po9byj0qor",California,Pacific Twelve Conference,2016.0,2025.0,DET,ACT,ACT,Active,10.0,QB,A,1.0,1.0,LA,0.0,3414.0,Jared Goff,GoffJa00,DET,27.0,QB,14.0,14.0,17.0,87.0,0.0,4.0,85.0,5.0,2.0,0.1,0.0,,2023-08-21,,,,,,,,,,,,,,00-0033106,3.0,2.0,-13.913521254435182,0.0,194.5,194.5,14.0,Jared Goff,Jared,,GOF219636,43290.0,GoffJa00,10635.0,4714.0,3046779.0,3200474f-4621-9636-7354-d2eb6365d257,1994-10-14,QB,QB,QB,QB,76.0,217.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yggfwr4ak4po9byj0qor",California,Pacific Twelve Conference,2016.0,2025.0,DET,ACT,ACT,Active,10.0,QB,A,1.0,1.0,LA,0.0,2279.0,DET,Jared Goff,QB,918.0,1096.0,0.8375912408759124,238.0,222,0.4812206572769952,0.4464285714285714,QB,QB,2021,Jared Goff,16.29444368642685,277.00554266925644,13.367533366056133,227.24806722295423,14
2021.0,SF,16760.0,J. Garoppolo,13.0,59.2,12.0,530.0,57.8,56.6,-0.7,0.0,1.9,58.0,-11.7,Jimmy,Garoppolo,Jimmy Garoppolo,https://a.espncdn.com/i/headshots/nfl/players/full/16760.png,49ers,True,441.0,11.0,3.0,23.0,5.4,55.0,12.9,GaroJi00,2.4,100.0,24.0,36.0,89.0,18.7,5.0,348.0,81.5,38.0,339.0,37.0,334.0,1.0,5.0,100.0,1017.0,2.668143835616437,5.929435215946844,7.43169014084507,-1.5022549248982262,15.64625850340136,53.07661726221821,-1.866431924882629,3810.0,20.0,12.0,98.73866213151928,68.25396825396825,67.22021742202257,1.0337508319456816,19.35807455778025,60.72433202596798,00-0031345,00-0031345,29.0,201.0,4.0,2.0,3306.0,1966.0,93.07486054271166,1.0,18.513674619696044,2.2818547448456825,38.0,51.0,3.0,5.0,1.0,15.0,3.3076189078896627,0.0,227.5,15.0,0.1637468150344767,Jimmy Garoppolo,Jimmy,J.Garoppolo,Jimmy,,GAR363225,41291.0,GaroJi00,8697.0,3001.0,32004741-5236-3225-90e6-5bfdba41064c,1991-11-02,74.0,225.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivz3zwvjxvgcu4dzabur",Eastern Illinois,Ohio Valley Conference,2014.0,2025.0,LA,ACT,ACT,Active,12.0,QB,A,2.0,62.0,NE,0.0,2288.0,Jimmy Garoppolo,GaroJi00,SF,30.0,QB,15.0,15.0,38.0,51.0,3.0,15.0,40.0,1.1,11.0,0.3,0.0,,2023-08-21,,,,,,,,,,,,,,00-0031345,5.0,1.0,3.3076189078896627,0.0,227.5,227.5,15.0,Jimmy Garoppolo,Jimmy,,GAR363225,41291.0,GaroJi00,8697.0,3001.0,16760.0,32004741-5236-3225-90e6-5bfdba41064c,1991-11-02,QB,QB,,,74.0,225.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivz3zwvjxvgcu4dzabur",Eastern Illinois,Ohio Valley Conference,2014.0,2025.0,LA,ACT,ACT,Active,12.0,QB,A,2.0,62.0,NE,0.0,6154.0,SF,Jimmy Garoppolo,QB,913.0,1077.0,0.8477251624883937,262.3,260,0.392018779342723,0.3928571428571429,QB,QB,2021,Jimmy Garoppolo,16.541614217086494,281.2074416904704,12.068050124998791,205.15685212497948,15
2021.0,CIN,3915511.0,J. Burrow,12.0,60.2,25.1,642.0,79.4,68.1,9.6,0.0,1.7,63.5,-22.9,Joe,Burrow,Joe Burrow,https://a.espncdn.com/i/headshots/nfl/players/full/3915511.png,Bengals,True,520.0,12.0,2.0,23.0,4.5,54.0,10.7,BurrJo01,2.4,125.0,46.0,48.0,145.0,24.5,8.0,419.0,82.8,23.0,168.0,20.0,167.0,1.0,1.0,75.0,807.0,2.690293436293436,6.386639344262296,8.338122529644268,-1.9514831853819723,19.423076923076923,55.608145086848566,-0.6006126482213439,4611.0,34.0,14.0,108.26121794871794,70.38461538461539,64.30331715096075,6.081298233654636,21.259807184517044,57.32549345622766,00-0036442,00-0036442,51.0,370.0,4.0,2.0,4227.0,2251.0,99.5450136223365,1.0,17.631081616122344,2.54588159673454,40.0,118.0,2.0,1.0,0.0,14.0,3.470520692237187,0.0,314.24,16.0,0.1962650677659109,Joe Burrow,Joe,J.Burrow,Joe,,BUR679731,52409.0,BurrJo01,28022.0,8741.0,32004255-5267-9731-81c8-48673dcec5e2,1996-12-10,76.0,215.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gnnvcgui1cijybukk2w7",LSU; Ohio State,Southeastern Conference,2020.0,2025.0,CIN,RES,RES,R/Injured,6.0,QB,IR,1.0,1.0,CIN,0.0,5459.0,Joe Burrow,BurrJo01,CIN,25.0,QB,16.0,16.0,40.0,118.0,2.0,14.0,84.0,2.1,34.0,0.9,2.0,20.0,2023-08-21,,,,,,,,,,,,,,00-0036442,1.0,0.0,3.470520692237187,0.0,314.24,314.24,16.0,Joe Burrow,Joe,,BUR679731,52409.0,BurrJo01,28022.0,8741.0,3915511.0,32004255-5267-9731-81c8-48673dcec5e2,1996-12-10,QB,QB,QB,QB,76.0,215.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gnnvcgui1cijybukk2w7",LSU; Ohio State,Southeastern Conference,2020.0,2025.0,CIN,RES,RES,R/Injured,6.0,QB,IR,1.0,1.0,CIN,0.0,1426.0,CIN,Joe Burrow,QB,1007.0,1063.0,0.947318908748824,111.2,101,0.7652582159624413,0.7857142857142857,QB,QB,2021,Joe Burrow,16.493504312107206,280.3895733058225,17.042047233529534,289.7148029700021,16
2021.0,BUF,3918298.0,J. Allen,6.0,66.3,42.4,828.0,110.8,80.9,29.5,0.0,0.3,67.4,-10.5,Josh,Allen,Josh Allen,https://a.espncdn.com/i/headshots/nfl/players/full/3918298.png,Bills,True,646.0,32.0,0.0,35.0,5.7,107.0,17.4,AlleJo02,2.4,182.0,95.0,64.0,185.0,25.7,16.0,459.0,74.8,124.0,916.0,93.0,762.0,31.0,154.0,178.0,1643.0,2.900489164086688,6.456063569682151,8.625709624796087,-2.1696460551139367,11.455108359133128,55.077327458764735,-0.242153344208809,4407.0,36.0,15.0,92.16976264189888,63.31269349845201,64.74132418100324,-1.4286306825512227,21.70048424902993,64.41987271021264,00-0034857,00-0034857,26.0,164.0,3.0,1.0,5295.0,1734.0,80.83385779358214,1.0,14.682545592565798,2.229759597806658,122.0,763.0,6.0,5.0,2.0,53.0,55.54071763407837,1.0,402.58,17.0,0.2359097568121886,Josh Allen,Josh,J.Allen,Josh,,ALL529264,46076.0,AlleJo02,46601.0,6892.0,3200414c-4c52-9264-bedc-c4ddaf201fe7,1996-05-21,77.0,237.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/servs1fpsynfxep4rz2z",Wyoming; Reedley,Mountain West Conference,2018.0,2025.0,BUF,ACT,ACT,Active,8.0,QB,A,1.0,7.0,BUF,0.0,4591.0,Josh Allen,AlleJo02,BUF,25.0,QB,17.0,17.0,122.0,763.0,6.0,54.0,471.0,3.9,292.0,2.4,12.0,10.2,2023-08-21,,,,,,,,,,,,,,00-0034857,5.0,2.0,55.54071763407837,1.0,402.58,402.58,17.0,Josh Allen,Josh,,ALL529264,46076.0,AlleJo02,46601.0,6892.0,3918298.0,3200414c-4c52-9264-bedc-c4ddaf201fe7,1996-05-21,QB,QB,QB,QB,77.0,237.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/servs1fpsynfxep4rz2z",Wyoming; Reedley,Mountain West Conference,2018.0,2025.0,BUF,ACT,ACT,Active,8.0,QB,A,1.0,7.0,BUF,0.0,797.0,BUF,Josh Allen,QB,1161.0,1166.0,0.9957118353344768,30.0,27,0.9389671361502347,0.9821428571428572,QB,QB,2021,Josh Allen,19.48856158579557,331.3055469585247,19.67605349338416,334.49290938753074,17
2021.0,LAC,4038941.0,J. Herbert,3.0,70.9,53.8,808.0,120.3,100.5,14.9,0.0,4.9,71.9,-12.9,Justin,Herbert,Justin Herbert,https://a.espncdn.com/i/headshots/nfl/players/full/4038941.png,Chargers,True,672.0,14.0,1.0,38.0,5.8,96.0,14.6,HerbJu00,2.4,155.0,51.0,61.0,143.0,19.4,17.0,527.0,80.2,54.0,516.0,46.0,484.0,6.0,32.0,166.0,1515.0,2.8251371087928465,5.8275846501128665,7.645266362252665,-1.817681712139798,17.559523809523807,63.7785183270982,-0.9255098934550988,5014.0,38.0,15.0,97.65625,65.92261904761905,65.79390846792437,0.1287105796946832,21.433520806098567,65.96525297457745,00-0036355,00-0036355,31.0,214.0,1.0,0.0,5058.0,2403.0,118.18470376370668,5.0,18.029528127166124,2.1980162866419444,63.0,302.0,3.0,0.0,0.0,28.0,11.158099026499448,0.0,382.76,17.0,0.2116613948550067,Justin Herbert,Justin,J.Herbert,Justin,,HER031169,52414.0,HerbJu00,28237.0,8746.0,32004845-5203-1169-a699-ce41d700202a,1998-03-10,78.0,236.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s1oelyaroiaalgilbeqk",Oregon,Pacific Twelve Conference,2020.0,2025.0,LAC,ACT,ACT,Active,6.0,QB,A,1.0,6.0,LAC,0.0,5356.0,Justin Herbert,HerbJu00,LAC,23.0,QB,17.0,17.0,63.0,302.0,3.0,28.0,254.0,4.0,48.0,0.8,2.0,31.5,2023-08-21,,,,,,,,,,,,,,00-0036355,0.0,0.0,11.158099026499448,0.0,382.76,382.76,17.0,Justin Herbert,Justin,,HER031169,52414.0,HerbJu00,28237.0,8746.0,4038941.0,32004845-5203-1169-a699-ce41d700202a,1998-03-10,QB,QB,QB,QB,78.0,236.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s1oelyaroiaalgilbeqk",Oregon,Pacific Twelve Conference,2020.0,2025.0,LAC,ACT,ACT,Active,6.0,QB,A,1.0,6.0,LAC,0.0,3700.0,LAC,Justin Herbert,QB,1191.0,1191.0,1.0,62.2,60,0.8615023474178404,0.875,QB,QB,2021,Justin Herbert,11.49710763237867,195.45082975043735,18.800492517203065,319.6083727924521,17
2021.0,MIN,14880.0,K. Cousins,15.0,58.3,14.3,650.0,74.0,73.0,0.4,0.0,0.5,57.7,-13.3,Kirk,Cousins,Kirk Cousins,https://a.espncdn.com/i/headshots/nfl/players/full/14880.png,Vikings,True,561.0,13.0,5.0,22.0,4.1,93.0,17.1,CousKi00,2.4,168.0,68.0,65.0,161.0,26.6,4.0,418.0,77.0,8.0,23.0,7.0,21.0,1.0,2.0,113.0,1107.0,2.755751798561151,6.449005376344085,7.979366852886406,-1.5303614765423204,15.86452762923351,55.15767217713235,-1.4191433891992549,4221.0,33.0,7.0,103.1008615567439,66.31016042780749,62.85035012426011,3.4598103035473784,20.912712292780192,57.83003112570492,00-0029604,00-0029604,28.0,197.0,10.0,2.0,4573.0,1813.0,71.63356777481539,0.0,15.249050312055733,1.8000000110233607,29.0,115.0,1.0,2.0,0.0,8.0,-4.479162720842506,0.0,300.34000000000003,16.0,0.1952618097182311,Kirk Cousins,Kirk,K.Cousins,Kirk,,COU709400,38632.0,CousKi00,7102.0,1443.0,3200434f-5570-9400-e1ae-f835abb5963e,1988-08-19,75.0,205.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmdqr7gju0dciapvdjcv",Michigan State,Big Ten Conference,2012.0,2025.0,ATL,ACT,ACT,Active,14.0,QB,A,4.0,102.0,WAS,0.0,1327.0,Kirk Cousins,CousKi00,MIN,33.0,QB,16.0,16.0,29.0,115.0,1.0,8.0,97.0,3.3,18.0,0.6,0.0,,2023-08-21,,,,,,,,,,,,,,00-0029604,2.0,0.0,-4.479162720842506,0.0,300.34000000000003,300.34000000000003,16.0,Kirk Cousins,Kirk,,COU709400,38632.0,CousKi00,7102.0,1443.0,14880.0,3200434f-5570-9400-e1ae-f835abb5963e,1988-08-19,QB,QB,,,75.0,205.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmdqr7gju0dciapvdjcv",Michigan State,Big Ten Conference,2012.0,2025.0,ATL,ACT,ACT,Active,14.0,QB,A,4.0,102.0,WAS,0.0,4237.0,MIN,Kirk Cousins,QB,1087.0,1141.0,0.9526730937773884,157.8,140,0.6737089201877935,0.6785714285714286,QB,QB,2021,Kirk Cousins,16.5123591949311,280.7101063138287,15.69897343676372,266.88254842498327,16
2021.0,ARI,3917315.0,K. Murray,7.0,63.2,21.0,632.0,74.1,61.6,10.4,0.0,2.1,61.5,-13.3,Kyler,Murray,Kyler Murray,https://a.espncdn.com/i/headshots/nfl/players/full/3917315.png,Cardinals,True,481.0,19.0,0.0,16.0,3.5,65.0,14.1,MurrKy00,2.3,108.0,68.0,13.0,112.0,20.7,10.0,367.0,79.4,111.0,780.0,79.0,702.0,28.0,78.0,109.0,937.0,2.773259875259875,5.756846846846846,7.886681127982647,-2.1298342811358006,11.85031185031185,54.28251468014355,-1.0721041214750542,3787.0,24.0,10.0,100.55006930006928,69.23076923076923,65.94804915020595,3.28272008056328,21.21636393567702,54.28251468014355,00-0035228,00-0035228,31.0,286.0,3.0,0.0,3823.0,1789.0,66.33455304935744,0.0,15.041496263977372,1.9394395222424303,88.0,423.0,5.0,10.0,0.0,25.0,4.642070294140574,0.0,299.78000000000003,14.0,0.2169426272216754,Kyler Murray,Kyler,K.Murray,Kyler,,MUR670413,47784.0,MurrKy00,38334.0,7792.0,32004d55-5267-0413-8d36-a5c3fd781aa0,1997-08-07,70.0,207.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/flezsremqighwuiyu77f",Oklahoma; Texas A&M,Big Twelve Conference,2019.0,2025.0,ARI,ACT,ACT,Active,7.0,QB,A,1.0,1.0,ARI,0.0,4753.0,Kyler Murray,MurrKy00,ARI,24.0,QB,14.0,14.0,88.0,423.0,5.0,25.0,376.0,4.3,47.0,0.5,0.0,,2023-08-21,,,,,,,,,,,,,,00-0035228,10.0,0.0,4.642070294140574,0.0,299.78000000000003,299.78000000000003,14.0,Kyler Murray,Kyler,,MUR670413,47784.0,MurrKy00,38334.0,7792.0,3917315.0,32004d55-5267-0413-8d36-a5c3fd781aa0,1997-08-07,QB,QB,QB,QB,70.0,207.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/flezsremqighwuiyu77f",Oklahoma; Texas A&M,Big Twelve Conference,2019.0,2025.0,ARI,ACT,ACT,Active,7.0,QB,A,1.0,1.0,ARI,0.0,151.0,ARI,Kyler Murray,QB,940.0,1146.0,0.8202443280977313,40.2,38,0.9131455399061033,0.9642857142857144,QB,QB,2021,Kyler Murray,22.69304467487364,385.78175947285183,19.415580082240613,330.06486139809044,14
2021.0,BAL,3916387.0,L. Jackson,17.0,56.8,11.1,574.0,62.7,43.7,18.2,0.0,0.9,56.8,-13.0,Lamar,Jackson,Lamar Jackson,https://a.espncdn.com/i/headshots/nfl/players/full/3916387.png,Ravens,True,382.0,7.0,4.0,18.0,4.9,73.0,19.7,JackLa00,2.4,151.0,39.0,29.0,106.0,22.6,9.0,272.0,73.3,119.0,834.0,63.0,574.0,54.0,260.0,93.0,831.0,2.957595238095238,7.020121951219513,9.574420485175205,-2.5542985339556896,13.089005235602096,60.7998758222416,0.2914016172506738,2882.0,16.0,13.0,86.96553228621292,64.3979057591623,66.45030567315237,-2.0523999139900724,22.05545793666264,60.7998758222416,00-0034796,00-0034796,38.0,190.0,3.0,1.0,3534.0,1150.0,19.171700874048643,2.0,10.95996058542516,0.9876105699776966,133.0,767.0,2.0,3.0,2.0,48.0,16.46211210831079,0.0,239.98,12.0,0.2145091799703237,Lamar Jackson,Lamar,L.Jackson,Lamar,,JAC323395,46101.0,JackLa00,46416.0,6917.0,32004a41-4332-3395-efb0-6c7b75de50af,1997-01-07,74.0,205.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cruqs6qpbykh7a2whd7p",Louisville,Atlantic Coast Conference,2018.0,2025.0,BAL,ACT,ACT,Active,8.0,QB,A,1.0,32.0,BAL,0.0,4506.0,Lamar Jackson,JackLa00,BAL,24.0,QB,12.0,12.0,133.0,767.0,2.0,48.0,485.0,3.6,282.0,2.1,11.0,12.1,2023-08-21,,,,,,,,,,,,,,00-0034796,3.0,2.0,16.46211210831079,0.0,239.98,239.98,12.0,Lamar Jackson,Lamar,,JAC323395,46101.0,JackLa00,46416.0,6917.0,3916387.0,32004a41-4332-3395-efb0-6c7b75de50af,1997-01-07,QB,QB,QB,QB,74.0,205.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cruqs6qpbykh7a2whd7p",Louisville,Atlantic Coast Conference,2018.0,2025.0,BAL,ACT,ACT,Active,8.0,QB,A,1.0,32.0,BAL,0.0,564.0,BAL,Lamar Jackson,QB,810.0,1224.0,0.6617647058823529,44.8,41,0.9061032863849764,0.9464285714285714,QB,QB,2021,Lamar Jackson,24.575195460650747,417.7783228310627,19.289323684344435,327.9185026338554,12
