Unnamed: 0_x,season,player_x,pfr_id_x,tm,age,pos,g,gs,tgt,rec,yds,td,x1d,ybc,ybc_r,yac,yac_r,adot,brk_tkl,rec_br,drop,drop_percent,int,rat,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions_x,targets_x,catch_percentage,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_short_name,player_id,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,fantasy_points,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,dom,w8dom,yptmpa,ppr_sh,display_name,common_first_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id_y,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_position,pff_status,draft_round,draft_pick,draft_team,rookie,Unnamed: 0_y,team,player_y,position_y,offense_snaps,team_snaps,merge_year,AVG,adp_percentile,POS_group,FantPos,Player_fixed,expected_ppr_pg_prev,expected_ppr_pg_curr_hist,Games_G,Fantasy_PPR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,173.3,0.6136363636363636,WR,WR,Brandon Coleman,,,16.0,87.4
648.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0027681,1.0,1.0,1265.0,16.66891240202183,0.0,13.782362941919535,3.1008476208800437,4.172016468312219,7.571682959138618,136.6,15.0,0.2023809523809523,0.2692635163899531,0.1921671018276762,0.5189822416833911,0.230082085948817,0.2121212121212121,0.228310502283105,0.2211016490350145,0.226489911183296,1.620748299319728,0.1395090025040077,Brandon LaFell,Brandon,B.LaFell,Brandon,,LAF184731,35517.0,LaFeBr00,5602.0,1144.0,12576.0,32004c41-4618-4731-176f-c7442d9b308e,1986-11-04,WR,WR,WR,75.0,210.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x4wifb5arw0neuwg1cch",LSU,,2010.0,2018.0,LV,RES,RES,,9.0,WR,,3.0,78.0,CAR,0.0,4301.0,NE,Brandon LaFell,WR,913.0,1098.0,2015.0,131.3,0.7045454545454546,WR,WR,Brandon LaFell,,,11.0,89.4
239.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0024334,1.0,1.0,1241.0,11.128462686843704,0.0,8.451198029611408,2.748944825152431,4.330043991473517,7.154448031760108,118.1,13.0,0.2107355864811133,0.3278731836195508,0.1205597416576964,0.5784019266173106,0.2067087155963302,0.3076923076923077,0.2455089820359281,0.257200511644319,0.2269054340155257,1.433399602385686,0.1474535245591213,Brandon Marshall,Brandon,B.Marshall,Brandon,,MAR370922,30933.0,MarsBr00,3064.0,106.0,9705.0,32004d41-5237-0922-7f60-5556d0dc6ec1,1984-03-23,WR,WR,WR,77.0,232.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jhziqh0scfksvxen6f3s",UCF,,2006.0,2018.0,NO,CUT,CUT,,13.0,WR,,4.0,119.0,DEN,0.0,1081.0,CHI,Brandon Marshall,WR,753.0,1042.0,2015.0,57.0,0.8661616161616161,WR,WR,Brandon Marshall,,,16.0,339.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,126.8,0.7146464646464646,WR,,Breshad Perriman,,,,
569.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0027077,1.0,0.0,710.0,21.12195713579893,0.0,12.872281552080114,1.723260124230212,2.4378288279962472,4.291370365942691,59.4,16.0,0.1058823529411764,0.1538128249566724,0.0644989339019189,0.2818737893771026,0.116576487948844,0.074074074074074,0.1194690265486725,0.095325281011459,0.10807600517389,0.7966386554621848,0.0675620004943561,Brian Hartline,Brian,,Brian,,HAR725593,34559.0,HartBr00,5031.0,671.0,12568.0,32004841-5272-5593-7ecd-e0400b86b7a9,1986-11-22,WR,,,74.0,200.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vuqaw5utqkgyqtp7hwbu",Ohio State,Big Ten Conference,2009.0,2015.0,CLE,RES,RES,Active,7.0,WR,,4.0,108.0,MIA,0.0,3878.0,MIA,Brian Hartline,WR,813.0,1065.0,2015.0,307.0,0.2727272727272727,WR,WR,Brian Hartline,,,12.0,110.3
1376.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0029640,0.0,0.0,625.0,18.426418708454214,0.0,4.492959860935525,1.1216543513957309,1.9004253509869748,3.012779272784478,55.5,7.0,0.1598360655737705,0.2763041556145004,0.1019830028328611,0.4607974228522561,0.2107925801011804,0.3,0.2043010752688172,0.2553962900505902,0.2286340640809443,1.536885245901639,0.1365193501339754,Brian Quick,Brian,B.Quick,Brian,,QUI043372,38563.0,QuicBr00,7037.0,1311.0,14914.0,32005155-4904-3372-c81b-5dab4da43909,1989-06-05,WR,,,75.0,215.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tayczwuhluj2hyrva3cp",Appalachian State,,2012.0,2018.0,WAS,CUT,CUT,,7.0,WR,,2.0,33.0,LA,0.0,6233.0,STL,Brian Quick,WR,343.0,978.0,2015.0,150.0,0.6691919191919191,WR,WR,Brian Quick,,,13.0,20.2
258.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0025389,0.0,0.0,1907.0,47.22356718965728,0.0,8.75644023260518,3.470905555037723,6.553064459658014,9.793503454317191,155.70000000000002,13.0,0.2644628099173554,0.4777054108216433,0.1297450424929178,0.7788585435333477,0.3099280575539568,0.4705882352941176,0.3450292397660818,0.3902581464240372,0.342060093101989,2.225206611570248,0.2057542203666727,Calvin Johnson,Calvin,,,,JOH088640,32195.0,JohnCa00,3618.0,1035.0,10447.0,32004a4f-4808-8640-9018-78116bc333f2,1985-09-29,WR,,,77.0,237.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z6dxib9sientn4m9cljh",Georgia Tech,,2007.0,2015.0,DET,ACT,,,9.0,WR,,1.0,2.0,DET,0.0,2140.0,DET,Calvin Johnson,WR,695.0,1093.0,2015.0,14.8,0.9696969696969696,WR,WR,Calvin Johnson,,,16.0,261.4
919.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0028052,1.0,1.0,903.0,-33.10812275501351,0.0,9.297152298096336,3.157620197613207,3.698766968663605,7.325567174484334,64.98,13.0,0.2444444444444444,0.2885906040268456,0.1620775969962453,0.5975391498881432,0.1988575508746876,0.0833333333333333,0.203125,0.1410954421040104,0.1757527073664167,1.237777777777778,0.1252521392020723,Cecil Shorts,Cecil,,Cecil,,SHO727038,37189.0,ShorCe00,6266.0,919.0,14184.0,32005348-4f72-7038-d0b9-c5091b04397f,1987-12-22,WR,,,72.0,202.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdsyqinswn0k8664k9qs",Mount Union College,Ohio Athletic Conference,2011.0,2016.0,TB,RES,ACT,Active,6.0,WR,,4.0,114.0,JAX,0.0,3013.0,JAX,Cecil Shorts,WR,743.0,1037.0,2015.0,244.7,0.4242424242424242,WR,WR,Cecil Shorts,,,11.0,109.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,75.3,0.8308080808080808,WR,WR,Charles Johnson,,,11.0,21.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,264.0,0.3787878787878788,WR,WR,Chris Conley,,,16.0,42.9
1346.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0029614,0.0,0.0,252.0,-2.2165290783691614,0.0,6.104644448188853,0.6627497263273125,1.185481159106383,1.8239614008654368,22.3,9.0,0.072463768115942,0.1210374639769452,0.0467587672688629,0.2055256233554692,0.0786350148367952,0.1,0.048076923076923,0.0893175074183976,0.0829080118694362,0.5760869565217391,0.050856776321818,Chris Givens,Chris,C.Givens,Chris,,GIV226674,38626.0,GiveCh00,7096.0,,15078.0,32004749-5622-6674-6684-ace4db805a4d,1989-12-06,WR,WR,WR,72.0,203.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/crnbi2k4ju3dnvyftpau",Wake Forest,Atlantic Coast Conference,2012.0,2015.0,BAL,ACT,CUT,Active,4.0,,,,,,0.0,6235.0,STL,Chris Givens,WR,197.0,978.0,2015.0,163.0,0.6338383838383839,WR,WR,Chris Givens,,,15.0,63.1
1025.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0028237,2.0,2.0,486.0,13.550931197269731,0.0,11.239616360262218,1.5684313859663226,1.769922043429183,3.591592509349912,62.6,12.0,0.1364653243847874,0.1533123028391167,0.1168072680077871,0.3273478288484746,0.1411530815109344,0.2222222222222222,0.1360544217687075,0.1816876518665783,0.1573669096531919,0.953020134228188,0.1028982340438211,Chris Hogan,Chris,C.Hogan,Chris,,HOG008552,37737.0,HogaCh00,6468.0,216.0,14402.0,3200484f-4700-8552-d771-1e9cfd53695f,1987-10-24,WR,WR,WR,73.0,210.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fmpqnciwjqicsjzy63mc",Monmouth; Penn State,Northeast Conference,2011.0,2021.0,NO,CUT,RET,R/Retired,9.0,WR,,,,,0.0,647.0,BUF,Chris Hogan,WR,461.0,1058.0,2015.0,352.0,0.1717171717171717,WR,WR,Chris Hogan,,,16.0,93.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,353.0,0.1691919191919192,WR,WR,Chris Matthews,,,13.0,34.1
1118.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0029000,2.0,2.0,316.0,26.83564932188399,0.0,29.305299269004088,1.6272243250850271,1.245130877603534,3.3124281019500144,62.00000000000001,15.0,0.108167770419426,0.0802234069560802,0.1447910535609181,0.2264303811940032,0.1126307320997586,0.1176470588235294,0.1347150259067357,0.115138895461644,0.1136339974445128,0.9271523178807948,0.0688044702055794,Cole Beasley,Cole,C.Beasley,Cole,,BEA434808,38947.0,BeasCo00,7330.0,613.0,15349.0,32004245-4143-4808-b9d8-45a5d1a5ad73,1989-04-26,WR,WR,SLOT_WR,68.0,174.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y5r0fhwctl6ljwvmktvu",SMU,Conference USA,2012.0,2023.0,NYG,CUT,CUT,PS; Vet,12.0,WR,P,,,,0.0,1728.0,DAL,Cole Beasley,WR,431.0,1050.0,2015.0,257.7,0.3964646464646465,WR,WR,Cole Beasley,,,16.0,131.6
1554.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0030095,1.0,1.0,507.0,-3.0391346173128118,0.0,4.813055555555556,0.8337862459067392,1.8672502174649457,2.5577545210855708,25.200000000000003,12.0,0.0665236051502145,0.1393622869708631,0.0247435123717561,0.2112752373020123,0.0675804909148868,0.0666666666666666,0.0705128205128205,0.0671235787907767,0.0673977260652428,0.4549356223175965,0.0397412761815933,Corey Fuller,Corey,C.Fuller,Corey,,FUL171366,40119.0,FullCo00,7953.0,2186.0,16014.0,32004655-4c17-1366-c4be-b19551709523,1990-06-23,WR,WR,WR,74.0,200.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/omxsxhwznxnay3ynkjph",Virginia Tech; Kansas,,2013.0,2017.0,NO,CUT,CUT,,4.0,WR,,6.0,171.0,DET,0.0,2141.0,DET,Corey Fuller,WR,410.0,1093.0,2015.0,400.0,0.0808080808080807,WR,WR,Corey Fuller,,,12.0,9.6
766.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0027893,0.0,0.0,13.0,2.0191807289374992,0.0,1.0769230769230769,0.032258064516129,0.0472727272727272,0.0814780058651026,1.4,1.0,0.032258064516129,0.0472727272727272,0.0068493150684931,0.0862052785923753,0.0573770491803278,0.0,0.0833333333333333,0.0286885245901639,0.0459016393442623,0.4516129032258064,0.0281162136832239,Damian Williams,Damian,,,,WIL206430,35516.0,WillDa04,5601.0,1706.0,13219.0,32005749-4c20-6430-3061-a801a061550d,1988-05-26,WR,,,73.0,200.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xpwxm5fu6ywk9mpxzamm",USC; Arkansas,,2010.0,2014.0,LA,CUT,,,5.0,WR,,3.0,77.0,TEN,0.0,3881.0,MIA,Damian Williams,WR,1.0,1065.0,2015.0,141.0,0.6944444444444444,WR,,Damian Williams,,,,
766.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0027893,0.0,0.0,13.0,2.0191807289374992,0.0,1.0769230769230769,0.032258064516129,0.0472727272727272,0.0814780058651026,1.4,1.0,0.032258064516129,0.0472727272727272,0.0068493150684931,0.0862052785923753,0.0573770491803278,0.0,0.0833333333333333,0.0286885245901639,0.0459016393442623,0.4516129032258064,0.0281162136832239,Damian Williams,Damian,,,,WIL206430,35516.0,WillDa04,5601.0,1706.0,13219.0,32005749-4c20-6430-3061-a801a061550d,1988-05-26,WR,,,73.0,200.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xpwxm5fu6ywk9mpxzamm",USC; Arkansas,,2010.0,2014.0,LA,CUT,,,5.0,WR,,3.0,77.0,TEN,0.0,6237.0,STL,Damian Williams,WR,0.0,978.0,2015.0,141.0,0.6944444444444444,WR,,Damian Williams,,,,
323.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0026035,0.0,0.0,315.0,-2.2539141595930423,0.0,7.158986770502149,1.1367267870943625,1.1104411876819489,2.4823990120189072,26.0,14.0,0.077490774907749,0.071967100753941,0.0454266421117249,0.1738098429647764,0.0540394487976222,0.0357142857142857,0.0585365853658536,0.0448768672559539,0.0503744161809549,0.3690036900369003,0.0382577562186899,Danny Amendola,Danny,D.Amendola,Danny,,AME359918,33566.0,AmenDa00,4717.0,402.0,11674.0,3200414d-4535-9918-e336-c0dd118d7e30,1985-11-02,WR,WR,SLOT_WR,71.0,185.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/etz06w7s0ardf49mnayz",Texas Tech,Big Twelve Conference,2008.0,2021.0,HOU,ACT,ACT,Active,13.0,WR,,,,,0.0,4303.0,NE,Danny Amendola,WR,456.0,1098.0,2015.0,259.0,0.3939393939393939,WR,WR,Danny Amendola,,,14.0,148.3
1854.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0030564,2.0,1.0,1642.0,36.473436700149456,0.0,12.27744936388489,4.298826905759327,6.386737120042925,10.918956342669038,155.0,16.0,0.2618556701030928,0.4117352056168505,0.2417368762151652,0.7221716696481197,0.3497109826589595,0.2727272727272727,0.3333333333333333,0.3112191276931161,0.3343142406726222,2.4948453608247423,0.1848739495798319,DeAndre Hopkins,DeAndre,D.Hopkins,DeAndre,,HOP161500,39973.0,HopkDe00,7808.0,2208.0,15795.0,3200484f-5016-1500-bfbe-c87b292b639c,1992-06-06,WR,WR,WR,73.0,210.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/snvo6holyfdjmrlqxqxu",Clemson,Atlantic Coast Conference,2013.0,2025.0,BAL,ACT,ACT,Active,13.0,WR,A,1.0,27.0,HOU,0.0,2570.0,HOU,DeAndre Hopkins,WR,1055.0,1101.0,2015.0,29.8,0.9368686868686869,WR,WR,DeAndre Hopkins,,,16.0,331.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,337.0,0.2045454545454545,WR,,DeAndre Smelter,,,,
