,Unnamed: 0_x,season,player_x,pfr_id_x,tm,age,pos,g,gs,tgt,rec,yds,td,x1d,ybc,ybc_r,yac,yac_r,adot,brk_tkl,rec_br,drop,drop_percent,int,rat,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,catch_percentage,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_short_name,player_id,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,dom,w8dom,yptmpa,ppr_sh,display_name,common_first_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id_y,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_status,draft_round,draft_pick,draft_team,rookie,Unnamed: 0_y,team,player_y,position_y,offense_snaps,team_snaps,merge_year,AVG,adp_percentile,adp_percentile_pos,POS_group,FantPos,Player_fixed,expected_ppr_pg_prev,expected_ppr_pg_curr_hist,Games_G,Fantasy_PPR,ppg_ppr,per_game_perf_rel_expectations,perf_class
96,1615.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0030216,0.0,0.0,145.0,1.349635731021408,0.0,32.95504356754356,0.746518462381674,0.4616593215336381,24.0,40.0,13.0,0.0556586270871985,0.0330672748004561,0.0382486160040261,0.1099417604711626,0.027906976744186,0.0769230769230769,0.0392156862745098,0.0524150268336314,0.0377101967799642,0.222634508348794,0.0278164116828929,Josh Hill,Josh,J.Hill,Josh,,HIL451418,40676.0,HillJo02,8200.0,2594.0,16143.0,32004849-4c45-1418-36e4-67d3e182ce4d,1990-05-21,TE,,,77.0,250.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/knah0tszz2eg7plftej6",Idaho State; Boise State,Big Sky Conference,2013.0,2020.0,NO,ACT,RET,R/Retired,8.0,,,,,0.0,4542.0,NO,Josh Hill,TE,424.0,1158.0,2016.0,402.0,0.2452830188679244,0.4054054054054054,TE,TE,Josh Hill,8.236273337195865,2.73522009266603,9.0,35.9,4.444444444444445,1.7092243517784147,neutral
97,936.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0028067,0.0,0.0,678.0,-0.2258291807617416,0.0,8.653462691785608,2.1135623944729,1.9007405848447272,75.5,121.5,12.0,0.1773835920177383,0.1647230320699708,0.0995195607412491,0.3978538136825842,0.1325757575757575,0.1724137931034483,0.1515151515151515,0.1524947753396029,0.1405433646812957,1.0088691796008868,0.1063941575158934,Julius Thomas,Julius,J.Thomas,Julius,,THO265401,37204.0,ThomJu00,6281.0,26.0,14204.0,32005448-4f26-5401-7b32-4c1e755e81a5,1988-06-27,TE,,,77.0,262.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ephrfopvlebj4fdcl67a",Portland State,,2011.0,2017.0,MIA,RES,UFA,,7.0,,4.0,129.0,DEN,0.0,3037.0,JAX,Julius Thomas,TE,542.0,1058.0,2016.0,90.8,0.8448637316561844,0.8783783783783784,TE,TE,Julius Thomas,10.29001009747354,10.911820144683771,9.0,82.1,13.5,2.5881798553162287,over
99,846.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0027981,0.0,0.0,608.0,5.243862464918278,0.0,19.698572479638106,2.6913317509296384,3.547696914818015,79.5,128.5,16.0,0.1607929515418502,0.1857622975863122,0.1122787610619469,0.3897992653818251,0.1524953789279112,0.3571428571428571,0.1633986928104575,0.2548191180353842,0.1934248745709004,1.0903083700440528,0.1065912371219536,Kyle Rudolph,Kyle,K.Rudolph,Kyle,,RUD559717,37118.0,RudoKy00,6195.0,1789.0,14054.0,32005255-4455-9717-7e48-fda7c76802aa,1989-11-09,TE,,,78.0,258.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mtvrkfel5750mlevcvtp",Notre Dame,Independent,2011.0,2022.0,TB,ACT,U01,R/UFA,12.0,A,2.0,43.0,MIN,0.0,4128.0,MIN,Kyle Rudolph,TE,845.0,1002.0,2016.0,206.3,0.6142557651991614,0.6486486486486487,TE,TE,Kyle Rudolph,9.603750513347842,7.557992652185446,16.0,209.0,8.03125,0.4732573478145543,neutral
100,1223.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0029275,0.0,0.0,485.0,20.304688971027485,2.0,17.26629384754641,1.5619667322375774,1.7501287993714705,70.9,107.9,13.0,0.1145454545454545,0.1240726528523919,0.1002710027100271,0.2710763041000953,0.1062407132243685,0.16,0.1212121212121212,0.1331203566121842,0.1169925705794948,0.78,0.0837459834526008,Ladarius Green,Ladarius,,Ladarius,,GRE298482,38640.0,GreeLa00,7110.0,460.0,14904.0,32004752-4529-8482-bbaf-08006742ef5c,1990-05-29,TE,,,78.0,240.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h6emukrr14tvhufmdy1c",Louisiana-Lafayette,Sun Belt Conference,2012.0,2016.0,PIT,ACT,ACT,Active,5.0,,4.0,110.0,LAC,0.0,5753.0,SD,Ladarius Green,TE,662.0,1166.0,2016.0,175.3,0.6771488469601676,0.7162162162162162,TE,TE,Ladarius Green,6.715481014427932,8.340473520850669,6.0,54.4,17.983333333333334,9.642859812482666,over
101,855.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0027985,0.0,0.0,238.0,-4.0955395888886414,0.0,23.28871088427717,1.3981016629821468,1.0315044380714145,36.5,61.5,14.0,0.0963855421686747,0.0720775287704421,0.091814946619217,0.2022403362693658,0.093440122044241,0.1818181818181818,0.0956521739130434,0.1376291519312114,0.1111157339990292,0.5903614457831325,0.0646497350937684,Lance Kendricks,Lance,L.Kendricks,Lance,,KEN102780,37122.0,KendLa00,6199.0,1334.0,14007.0,32004b45-4e10-2780-916e-feb59968d9c4,1988-01-30,TE,,,75.0,250.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/njjeo5udwowpbfnufl5l",Wisconsin,,2011.0,2019.0,LAC,ACT,UFA,,9.0,,2.0,47.0,LA,0.0,6258.0,STL,Lance Kendricks,TE,572.0,947.0,2016.0,398.0,0.2515723270440252,0.4189189189189189,TE,TE,Lance Kendricks,2.7218555360355903,2.736871354342474,16.0,109.9,3.84375,1.1068786456575261,neutral
102,1085.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0028838,0.0,0.0,247.0,0.5243181539956272,0.0,8.229763513752932,1.1624000590348955,0.9745681321113906,34.3,63.3,8.0,0.1366666666666666,0.1189215214251324,0.0813623462630085,0.3001372171401059,0.1050895381715362,0.1176470588235294,0.13,0.1113682984975328,0.1076010423019349,0.7433333333333333,0.0840994845086889,Larry Donnell,Larry,L.Donnell,Larry,Jr.,DON564065,38512.0,DonnLa00,7638.0,879.0,15707.0,3200444f-4e56-4065-6655-5cfa35b45b8c,1988-11-01,TE,TE,TE,78.0,265.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/beuv1dnhzlntfnnvh2zv",Grambling State,,2012.0,2016.0,NYG,ACT,CUT,,4.0,,,,,0.0,4774.0,NYG,Larry Donnell,TE,387.0,1107.0,2016.0,250.5,0.5366876310272537,0.6081081081081081,TE,TE,Larry Donnell,8.477293977090126,5.223326987853774,14.0,28.2,4.521428571428571,-0.7018984164252027,neutral
106,400.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0026201,2.0,0.0,451.0,-1.425294037384328,0.0,25.692329389966805,2.326569870668272,1.7305260422466555,61.9,114.9,11.0,0.213903743315508,0.146191247974068,0.1745788667687595,0.4378086133525165,0.162833827893175,0.2307692307692307,0.1983471074380165,0.1968015293312029,0.1764209084683862,1.1737967914438503,0.1263831753085333,Martellus Bennett,Martellus,M.Bennett,Martellus,,BEN379259,33142.0,BennMa00,4375.0,164.0,11295.0,32004245-4e37-9259-4e00-fc30bbd337df,1987-03-10,TE,TE,TE,78.0,275.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/repls3tq1d4jnvwmaqia",Texas A&M,,2008.0,2017.0,NE,RES,RES,,10.0,,2.0,61.0,DAL,0.0,1113.0,CHI,Martellus Bennett,TE,726.0,1081.0,2016.0,113.3,0.8029350104821803,0.8513513513513513,TE,TE,Martellus Bennett,11.648170543892816,10.30638047187749,16.0,168.1,7.18125,-3.1251304718774904,under
111,2337.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0031384,0.0,0.0,540.0,11.69331864651851,1.0,14.869815690126764,2.4467696856465886,1.9109241815271136,103.7,161.7,16.0,0.1483420593368237,0.1165551478523634,0.1198770491803278,0.3157572072871263,0.137516339869281,0.2580645161290322,0.1560693641618497,0.1977904279991566,0.1616259751212313,0.9179755671902268,0.1145752143413873,Richard Rodgers,Richard,R.Rodgers,Richard,,ROD493098,41327.0,RodgRi00,8733.0,3037.0,16786.0,3200524f-4449-3098-2a73-317966fae968,1992-01-22,TE,,,76.0,257.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/l9zei9dkcmbml3q1nshk",California,Pacific Twelve Conference,2014.0,2022.0,LAC,RES,U01,R/UFA,7.0,A,3.0,98.0,GB,0.0,2385.0,GB,Richard Rodgers,TE,799.0,1140.0,2016.0,263.0,0.5115303983228512,0.5675675675675675,TE,TE,Richard Rodgers,8.419495128319555,4.797696025372427,16.0,69.1,10.10625,5.308553974627572,over
112,635.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0027656,0.0,0.0,1204.0,65.19060913456977,0.0,16.798165332914348,3.1461831443757373,4.377154351044823,183.6,255.6,15.0,0.2097902097902098,0.2758936755270394,0.2412891986062717,0.5354002551069462,0.2634408602150537,0.3333333333333333,0.2464454976303317,0.2983870967741935,0.2774193548387096,2.055944055944056,0.168261951469988,Rob Gronkowski,Rob,R.Gronkowski,Rob,,GRO135948,35481.0,GronRo00,5567.0,1239.0,13229.0,32004752-4f13-5948-af95-481204a115ed,1989-05-14,TE,TE,TE,78.0,265.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/svpo7chliiymc0r7hegp",Arizona,Pacific Ten Conference,2010.0,2021.0,TB,ACT,ACT,Active,11.0,,2.0,42.0,NE,0.0,4337.0,NE,Rob Gronkowski,TE,937.0,1105.0,2016.0,11.5,0.9832285115303984,1.0,TE,TE,Rob Gronkowski,14.871086725733557,14.719394665972786,8.0,97.0,31.95,17.230605334027214,over
117,1767.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0030506,2.0,2.0,592.0,24.17827286379928,2.0,28.163970712272945,3.588720612762819,3.306689901339662,117.5,189.5,16.0,0.2177589852008456,0.1869276918219135,0.2710812209001552,0.4761806312587993,0.250501002004008,0.25,0.2580645161290322,0.2502505010020039,0.2504008016032064,1.849894291754757,0.1458342953009804,Travis Kelce,Travis,T.Kelce,Travis,,KEL012458,40011.0,KelcTr00,7844.0,2216.0,15847.0,32004b45-4c01-2458-b7b6-3a14cdb414dd,1989-10-05,TE,WR,SLOT_WR,77.0,250.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebc5j60djpinc9elvlc5",Cincinnati,Big East,2013.0,2025.0,KC,ACT,ACT,Active,13.0,A,3.0,63.0,KC,0.0,3267.0,KC,Travis Kelce,TE,923.0,992.0,2016.0,57.5,0.90146750524109,0.9594594594594594,TE,TE,Travis Kelce,12.379667624315053,12.06162541543582,16.0,223.0,11.84375,-0.21787541543582023,neutral
121,1743.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0030470,2.0,0.0,385.0,-0.4220091331719082,0.0,25.02938311688312,1.3608709798410223,1.5429962239415431,50.6,80.60000000000001,14.0,0.0960334029227557,0.1087877931619101,0.101043382756727,0.2310803389136617,0.0963072378138847,0.2,0.1048951048951049,0.1481536189069424,0.1170457902511078,0.6805845511482255,0.0750535431604432,Vance McDonald,Vance,V.McDonald,Vance,,MCD589658,40003.0,McDoVa00,7836.0,2452.0,15853.0,32004d43-4458-9658-1fa3-62884c020db7,1990-06-13,TE,TE,TE,76.0,267.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/apafzol1dcqu56cqotv9",Rice,Conference USA,2013.0,2020.0,PIT,ACT,ACT,Active,8.0,,2.0,55.0,SF,0.0,6040.0,SF,Vance McDonald,TE,468.0,1009.0,2016.0,218.7,0.5828092243186582,0.6216216216216216,TE,WR,Vance McDonald,,6.55630814212671,11.0,87.1,7.327272727272728,0.7709645851460181,neutral
122,191.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0024221,0.0,0.0,559.0,0.2954889778653757,0.0,8.43231586224269,1.721044615198724,2.2660822635623905,39.5,77.5,13.0,0.1280353200883002,0.1424929900586286,0.1062407132243685,0.3060473721793532,0.1341256366723259,0.0,0.1510791366906475,0.0670628183361629,0.1073005093378607,0.8719646799116998,0.0796833230516142,Vernon Davis,Vernon,V.Davis,Vernon,,DAV785142,30820.0,DaviVe00,2951.0,99.0,9592.0,32004441-5678-5142-320c-d7ad3d7c83da,1984-01-31,TE,TE,TE,75.0,248.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/so5ywayfeeu4zeijln5m",Maryland,,2006.0,2019.0,WAS,RES,RES,,14.0,,1.0,6.0,SF,0.0,1957.0,DEN,Vernon Davis,TE,291.0,1080.0,2016.0,406.0,0.2389937106918238,0.3918918918918919,TE,TE,Vernon Davis,8.236273337195865,2.7366852191210818,16.0,114.3,4.84375,2.1070647808789182,over
123,191.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0024221,0.0,0.0,559.0,0.2954889778653757,0.0,8.43231586224269,1.721044615198724,2.2660822635623905,39.5,77.5,13.0,0.1280353200883002,0.1424929900586286,0.1062407132243685,0.3060473721793532,0.1341256366723259,0.0,0.1510791366906475,0.0670628183361629,0.1073005093378607,0.8719646799116998,0.0796833230516142,Vernon Davis,Vernon,V.Davis,Vernon,,DAV785142,30820.0,DaviVe00,2951.0,99.0,9592.0,32004441-5678-5142-320c-d7ad3d7c83da,1984-01-31,TE,TE,TE,75.0,248.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/so5ywayfeeu4zeijln5m",Maryland,,2006.0,2019.0,WAS,RES,RES,,14.0,,1.0,6.0,SF,0.0,6041.0,SF,Vernon Davis,TE,327.0,1009.0,2016.0,406.0,0.2389937106918238,0.3918918918918919,TE,TE,Vernon Davis,8.236273337195865,2.7366852191210818,16.0,114.3,4.84375,2.1070647808789182,over
124,1009.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0028142,0.0,0.0,71.0,15.859729572577637,0.0,39.700168350168354,0.4229635668625106,0.2278499545782804,23.3,35.3,11.0,0.0365853658536585,0.0195001373249107,0.0926493108728943,0.0704781586404163,0.0600485942381117,0.0769230769230769,0.0652173913043478,0.0684858355805943,0.0634234907751048,0.4219512195121951,0.0385396423346507,Virgil Green,Virgil,V.Green,Virgil,,GRE378950,37279.0,GreeVi00,6356.0,46.0,14085.0,32004752-4537-8950-715b-b122df41fad0,1988-08-03,TE,TE,TE,77.0,255.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ic5ifab8fb39m4e9el3n",Nevada,Western Athletic Conference,2011.0,2020.0,LAC,RES,UFA,R/Injured,10.0,,7.0,204.0,DEN,0.0,1958.0,DEN,Virgil Green,TE,380.0,1080.0,2016.0,180.0,0.6645702306079664,0.7027027027027026,TE,TE,Virgil Green,4.064715732322484,8.401691128747867,12.0,51.7,2.9416666666666664,-5.460024462081201,under
125,1517.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0030061,1.0,1.0,948.0,6.4603896710811055,0.0,13.59376380701805,2.731687576381164,3.572795833114822,95.3,170.3,15.0,0.1879194630872483,0.234711562267888,0.136885622416169,0.469648444445183,0.2059391598261709,0.0952380952380952,0.2119565217391304,0.1505886275321331,0.1837989469085558,1.4312080536912752,0.1223964696919605,Zach Ertz,Zach,Z.Ertz,Zach,,ERT800920,39983.0,ErtzZa00,7816.0,112.0,15835.0,32004552-5480-0920-32a6-165b5a77814e,1990-11-10,TE,WR,SLOT_WR,77.0,250.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xktmmeumuoglbuam75iz",Stanford,Pacific Twelve Conference,2013.0,2025.0,WAS,ACT,ACT,Active,13.0,A,2.0,35.0,PHI,0.0,5346.0,PHI,Zach Ertz,TE,789.0,1135.0,2016.0,80.5,0.8574423480083857,0.9054054054054054,TE,TE,Zach Ertz,10.316115513915108,11.221009335214829,14.0,183.6,12.164285714285715,0.9432763790708858,neutral
126,575.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0027125,0.0,0.0,312.0,23.871704368836944,0.0,17.998593110399437,1.5351579586748867,1.54611391537737,73.9,107.9,12.0,0.1201044386422976,0.1,0.1638376383763837,0.2601566579634465,0.1594624046494733,0.3333333333333333,0.1349206349206349,0.2463978689914033,0.1942365903862453,1.1462140992167102,0.1126163737318916,Zach Miller,Zach,Z.Miller,Zach,,MIL625333,34631.0,MillZa02,5104.0,1575.0,12699.0,32004d49-4c62-5333-50c0-dac824b15726,1984-10-04,TE,,,77.0,245.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ghvzkuugli86zstauzvr",Nebraska-Omaha; Nebraska,,2009.0,2018.0,CHI,PUP,PUP,,9.0,,6.0,180.0,JAX,0.0,1116.0,CHI,Zach Miller,TE,580.0,1081.0,2016.0,150.5,0.7337526205450734,0.7567567567567568,TE,TE,Zach Miller,,8.116881472112125,10.0,119.6,10.790000000000001,2.673118527887876,over
129,42.0,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0021547,1.0,1.0,769.0,12.82165374463542,0.0,9.766388218897324,2.596262989366437,2.5279264233746543,94.8,147.8,13.0,0.1987179487179487,0.191055900621118,0.1161210623841877,0.4509216435738175,0.1567057477838147,0.25,0.1954022988505747,0.2033528738919073,0.1753645982270517,1.170940170940171,0.1263917631565445,Antonio Gates,Antonio,A.Gates,Antonio,,GAT194627,28495.0,GateAn00,1609.0,434.0,5362.0,32004741-5419-4627-d7b9-c6962c8e21f2,1980-06-18,TE,TE,SLOT_WR,76.0,255.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kndulvysinvn4tpvt0bc",Kent State; Eastern Michigan; Michigan State; College of the Sequoias,Mid-American Conference,2003.0,2018.0,LAC,ACT,ACT,Active,16.0,,,,,0.0,5761.0,SD,Antonio Gates,TE,585.0,1060.0,2017.0,177.0,0.5423728813559322,0.5918367346938775,TE,TE,Antonio Gates,10.6680220117801,7.919155184426583,16.0,79.6,9.2375,1.3183448155734174,neutral
130,2386.0,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0031418,0.0,0.0,186.0,4.995594394062567,0.0,7.019376627338192,0.5707233515020246,0.530971405537258,21.4,34.4,9.0,0.0615384615384615,0.0580705588510771,0.0315315315315315,0.138764139388554,0.0720973782771535,0.0909090909090909,0.0947368421052631,0.0815032345931222,0.075859720803541,0.4738461538461538,0.0519449142304904,Austin Seferian-Jenkins,Austin,A.Seferian-Jenkins,Austin,,SEF177981,41267.0,SefeAu00,8673.0,2977.0,16795.0,32005345-4617-7981-4435-ee8f0a8353f1,1992-09-29,TE,TE,TE,77.0,262.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mvuoyejl5hzfzrkfezuj",Washington,,2014.0,2018.0,JAX,RES,RES,,5.0,,2.0,38.0,TB,0.0,5013.0,NYJ,Austin Seferian-Jenkins,TE,138.0,1026.0,2017.0,230.7,0.3559322033898305,0.4897959183673469,TE,TE,Austin Seferian-Jenkins,8.092965119674478,5.9453356818864345,13.0,101.7,2.646153846153846,-3.2991818357325884,under
131,2386.0,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0031418,0.0,0.0,186.0,4.995594394062567,0.0,7.019376627338192,0.5707233515020246,0.530971405537258,21.4,34.4,9.0,0.0615384615384615,0.0580705588510771,0.0315315315315315,0.138764139388554,0.0720973782771535,0.0909090909090909,0.0947368421052631,0.0815032345931222,0.075859720803541,0.4738461538461538,0.0519449142304904,Austin Seferian-Jenkins,Austin,A.Seferian-Jenkins,Austin,,SEF177981,41267.0,SefeAu00,8673.0,2977.0,16795.0,32005345-4617-7981-4435-ee8f0a8353f1,1992-09-29,TE,TE,TE,77.0,262.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mvuoyejl5hzfzrkfezuj",Washington,,2014.0,2018.0,JAX,RES,RES,,5.0,,2.0,38.0,TB,0.0,6307.0,TB,Austin Seferian-Jenkins,TE,52.0,1124.0,2017.0,230.7,0.3559322033898305,0.4897959183673469,TE,TE,Austin Seferian-Jenkins,8.092965119674478,5.9453356818864345,13.0,101.7,2.646153846153846,-3.2991818357325884,under
133,2189.0,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0031273,1.0,0.0,789.0,40.33423633050417,0.0,13.911503504240253,2.32868964311195,2.2088698865450302,114.0,171.0,15.0,0.149171270718232,0.1421365519726175,0.1031866464339908,0.3374661476554421,0.1665404996214988,0.2857142857142857,0.1913875598086124,0.2261273926678922,0.1903752568400562,1.2154696132596683,0.1281647704276656,Cameron Brate,Cameron,C.Brate,Cameron,,BRA663798,42033.0,BratCa00,9207.0,3770.0,17453.0,32004252-4166-3798-c2b3-ef206ba23ba8,1991-07-03,TE,TE,TE,77.0,245.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jhioqec65qy4z7s6w9a6",Harvard,Ivy League,2014.0,2022.0,TB,ACT,ACT,Active,8.0,A,,,,0.0,6309.0,TB,Cameron Brate,TE,707.0,1124.0,2017.0,170.3,0.5593220338983051,0.6122448979591837,TE,TE,Cameron Brate,4.690266329774727,8.054206345107476,16.0,143.1,10.6875,2.6332936548925243,over
134,980.0,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0028112,0.0,0.0,694.0,17.673040689651394,0.0,12.326869633347696,3.1071941362823217,2.8178852889022417,79.2,136.2,15.0,0.1981776765375854,0.1673095467695274,0.1759853345554537,0.4311141522220001,0.1804511278195488,0.2352941176470588,0.1538461538461538,0.2078726227333038,0.1914197257850508,1.2574031890660593,0.1084343104628759,Charles Clay,Charles,C.Clay,Charles,,CLA715825,37249.0,ClayCh00,6326.0,675.0,14145.0,3200434c-4171-5825-3a82-f46dac73acad,1989-02-13,TE,,,75.0,246.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gbfhfjn5cxtou5aazegt",Tulsa,,2011.0,2019.0,ARI,ACT,UFA,,9.0,,6.0,174.0,MIA,0.0,689.0,BUF,Charles Clay,TE,872.0,1029.0,2017.0,234.7,0.3418079096045198,0.4489795918367347,TE,TE,Charles Clay,8.175159611641513,5.81188553992769,13.0,116.8,10.476923076923075,4.665037536995385,over
135,2240.0,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0031302,1.0,0.0,609.0,12.173758746806932,0.0,11.848979068993543,2.5982393407714675,2.1731634758029363,79.9,133.9,15.0,0.166044776119403,0.1337579617834395,0.1678543151227236,0.3560735336058561,0.1797427652733119,0.2666666666666666,0.1875,0.2232047159699892,0.1971275455519828,1.042910447761194,0.1225965940303973,C.J. Fiedorowicz,C.J.,C.Fiedorowicz,C.J.,,FIE077391,41294.0,FiedC.00,8700.0,3004.0,16766.0,32004649-4507-7391-241a-605c0e2d82d4,1991-10-22,TE,TE,TE,77.0,265.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/syuzjdnhzquetrf9jqvp",Iowa,,2014.0,2017.0,HOU,RES,RES,,4.0,,3.0,65.0,HOU,0.0,2603.0,HOU,C.J. Fiedorowicz,TE,677.0,1119.0,2017.0,203.7,0.4689265536723164,0.5510204081632653,TE,TE,C.J. Fiedorowicz,3.346361678121074,6.886898147945632,5.0,26.7,26.78,19.893101852054368,over
136,1420.0,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0029697,2.0,0.0,756.0,12.38625930318343,0.0,15.608623993039972,1.9138107004416711,2.5771294745231983,87.3,137.3,16.0,0.1201780415430267,0.1569441561137637,0.0869565217391304,0.3058223872055511,0.1200076074553062,0.0789473684210526,0.1056603773584905,0.0994774879381794,0.1117955596484555,0.9362017804154302,0.0753435181526844,Coby Fleener,Coby,C.Fleener,Coby,,FLE075352,38564.0,FleeCo00,7038.0,548.0,14900.0,3200464c-4507-5352-2c6a-291559123f4a,1988-09-20,TE,,,78.0,251.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/csj8khi0e2rpkvqqjmc1",Stanford,,2012.0,2017.0,NO,RES,UFA,,6.0,,2.0,34.0,IND,0.0,4558.0,NO,Coby Fleener,TE,664.0,1154.0,2017.0,149.8,0.5903954802259888,0.6734693877551021,TE,TE,Coby Fleener,11.695856525182313,8.747253802889281,11.0,63.5,12.481818181818182,3.7345643789289014,over
138,246.0,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0024389,1.0,0.0,966.0,23.17477046428632,0.0,13.27425621946366,3.462273165321397,3.446094175340098,123.1,188.1,15.0,0.2165605095541401,0.219047619047619,0.2161084529505582,0.5000788595693055,0.2281802624073017,0.2413793103448276,0.2108433734939759,0.2347797863760646,0.2308200719948069,1.6985138004246283,0.1412756113681427,Delanie Walker,Delanie,De.Walker,Delanie,,WAL115671,30990.0,WalkHu00,3120.0,2013.0,9761.0,32005741-4c11-5671-e747-a27704ad47c0,1984-08-12,TE,,,74.0,248.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/diknegkpqy0qnri7877z",Central Missouri; Mt. San Antonio,,2006.0,2019.0,TEN,RES,UFA,,14.0,,6.0,175.0,SF,0.0,6534.0,TEN,Delanie Walker,TE,709.0,1052.0,2017.0,78.4,0.8107344632768362,0.8775510204081632,TE,TE,Delanie Walker,11.82674313254403,11.248706008221047,16.0,174.5,11.75625,0.5075439917789524,neutral
140,1689.0,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0030422,0.0,0.0,219.0,11.375356719628142,0.0,26.589970932533863,1.2881819643105912,0.8964675225239425,49.6,75.60000000000001,13.0,0.0888324873096446,0.0700127877237851,0.0881953867028493,0.1892589611434951,0.0805791627321372,0.16,0.0985915492957746,0.1202895813660686,0.0964633301857098,0.649746192893401,0.0669334561036937,Dion Sims,Dion,D.Sims,Dion,,SIM687398,40054.0,SimsDi00,7888.0,2418.0,15974.0,32005349-4d68-7398-27a7-235867d0df36,1991-02-18,TE,TE,TE,76.0,268.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvok1agdl3xtz9nceqfr",Michigan State,,2013.0,2018.0,CHI,RES,RES,,6.0,,4.0,106.0,MIA,0.0,3917.0,MIA,Dion Sims,TE,701.0,948.0,2017.0,339.0,0.0819209039548022,0.1632653061224489,TE,TE,Dion Sims,3.0791451738780014,3.3021021154725907,14.0,39.0,5.4,2.0978978845274097,over
