Rk,Player,Tm,FantPos,Age,Games_G,Games_GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Fumbles_Fmb,Fumbles_FL,Scoring_TD,Scoring_2PM,Scoring_2PP,Fantasy_FantPt,Fantasy_PPR,Fantasy_DKPt,Fantasy_FDPt,Fantasy_VBD,Fantasy_PosRank,Fantasy_OvRank,Player_fixed,player_clean,POS,POS_group,team,year,PPR_rank_year,ppr_percentile_overall,ppr_percentile_pos
201,Gus Edwards,LAC,RB,29,11,6,0,0,0,0,0,101,365,3.61,4,5,3,6,2.0,0,0,0,4,,,61,64.1,67.1,62.6,,53,,Gus Edwards,gus edwards,RB,RB,LAC,2024,239.0,0.5220883534136547,0.8855421686746988
202,Tyler Huntley,MIA,QB,26,5,5,86,133,829,3,3,26,135,5.19,2,0,0,0,,0,6,2,2,,,61,60.7,71.7,63.7,,42,,Tyler Huntley,tyler huntley,QB,QB,MIA,2024,249.0,0.5020080321285141,0.9175050301810865
203,Roschon Johnson,CHI,RB,23,14,0,0,0,0,0,0,55,150,2.73,6,20,16,104,6.5,0,0,0,6,,,61,77.4,83.4,69.4,,52,,Roschon Johnson,roschon johnson,RB,RB,CHI,2024,221.0,0.5582329317269077,0.893574297188755
204,Will Dissly,LAC,TE,28,15,8,0,0,0,0,0,0,0,,0,64,50,481,9.62,2,0,0,2,,,60,110.1,113.1,85.1,,27,,Will Dissly,will dissly,TE,TE,LAC,2024,169.0,0.6626506024096386,0.9555555555555556
205,Elijah Moore,CLE,WR,24,17,13,0,0,0,0,0,1,1,1.0,0,102,61,538,8.82,1,0,0,1,,,60,120.9,123.9,90.4,,83,,Elijah Moore,elijah moore,WR,WR,CLE,2024,153.0,0.6947791164658634,0.8666666666666667
206,Rashid Shaheed,NOR,WR,26,6,5,0,0,0,0,0,6,29,4.83,0,41,20,349,17.45,3,1,1,4,,,60,79.8,83.8,69.8,,84,,Rashid Shaheed,rashid shaheed,WR,WR,NOR,2024,218.0,0.5642570281124498,0.8161616161616162
207,Sean Tucker,TAM,RB,23,17,0,0,0,0,0,0,50,308,6.16,2,12,9,109,12.11,1,1,0,3,,,60,68.7,74.7,64.2,,54,,Sean Tucker,sean tucker,RB,RB,TAM,2024,229.0,0.5421686746987953,0.8875502008032129
208,Andy Dalton,CAR,QB,37,6,5,106,160,989,7,6,11,34,3.09,0,0,0,0,,0,2,0,0,,,59,59.0,68.0,65.0,,43,,Andy Dalton,andy dalton,QB,QB,CAR,2024,252.0,0.49598393574297184,0.9154929577464789
209,Zack Moss,CIN,RB,27,8,6,0,0,0,0,0,74,242,3.27,2,27,23,187,8.13,1,2,1,3,,,59,81.9,88.9,70.4,,55,,Zack Moss,zack moss,RB,RB,CIN,2024,213.0,0.5742971887550201,0.8975903614457832
210,Tim Patrick,DET,WR,31,16,9,0,0,0,0,0,0,0,,0,44,33,394,11.94,3,0,0,3,1.0,,59,92.4,95.4,75.9,,85,,Tim Patrick,tim patrick,WR,WR,DET,2024,201.0,0.5983935742971888,0.8323232323232324
211,Nick Chubb,CLE,RB,29,8,8,0,0,0,0,0,102,332,3.25,3,11,5,31,6.2,1,1,1,4,,,58,63.3,67.3,60.8,,56,,Nick Chubb,nick chubb,RB,RB,CLE,2024,243.0,0.5140562248995983,0.8815261044176707
212,Tutu Atwell,LAR,WR,25,17,5,0,1,0,0,0,2,7,3.5,0,62,42,562,13.38,0,0,0,0,,,57,98.9,101.9,77.9,,86,,Tutu Atwell,tutu atwell,WR,WR,LAR,2024,187.0,0.6265060240963856,0.8424242424242424
213,Dalton Kincaid,BUF,TE,25,13,9,0,0,0,0,0,0,0,,0,75,44,448,10.18,2,1,0,2,,,57,100.8,103.8,78.8,,28,,Dalton Kincaid,dalton kincaid,TE,TE,BUF,2024,185.0,0.6305220883534137,0.9414141414141414
214,Noah Fant,SEA,TE,27,14,9,0,0,0,0,0,0,0,,0,64,48,500,10.42,1,0,0,1,,,56,104.0,107.0,80.0,,29,,Noah Fant,noah fant,TE,TE,SEA,2024,179.0,0.642570281124498,0.9494949494949495
215,Diontae Johnson,3TM,WR,28,12,8,0,0,0,0,0,2,6,3.0,0,67,33,375,11.36,3,0,0,3,,,56,89.1,92.1,72.6,,87,,Diontae Johnson,diontae johnson,WR,WR,3TM,2024,207.0,0.5863453815261044,0.8282828282828283
216,Jeremy McNichols,WAS,RB,29,17,1,0,0,0,0,0,55,261,4.75,4,12,9,27,3.0,0,0,0,4,1.0,,55,63.8,66.8,59.3,,57,,Jeremy McNichols,jeremy mcnichols,RB,RB,WAS,2024,240.0,0.5200803212851406,0.8835341365461847
217,Greg Dortch,ARI,WR,26,17,4,0,0,0,0,0,5,31,6.2,0,50,37,342,9.24,3,3,1,3,,,53,90.3,94.3,71.8,,88,,Greg Dortch,greg dortch,WR,WR,ARI,2024,205.0,0.5903614457831325,0.8303030303030303
218,David Moore,CAR,WR,29,17,5,0,0,0,0,0,1,0,0.0,0,57,32,351,10.97,3,0,0,3,,,53,85.1,88.1,69.1,,89,,David Moore,david moore,WR,WR,CAR,2024,211.0,0.5783132530120482,0.8242424242424242
219,Samaje Perine,KAN,RB,29,17,0,0,0,0,0,0,20,92,4.6,1,35,28,322,11.5,1,0,0,2,,,53,81.4,84.4,67.4,,58,,Samaje Perine,samaje perine,RB,RB,KAN,2024,214.0,0.572289156626506,0.8955823293172691
220,Miles Sanders,CAR,RB,27,11,2,0,0,0,0,0,55,205,3.73,2,30,24,148,6.17,1,1,0,3,,,53,77.3,83.3,65.3,,59,,Miles Sanders,miles sanders,RB,RB,CAR,2024,222.0,0.5562248995983936,0.891566265060241
221,Raheem Mostert,MIA,RB,32,13,1,0,0,0,0,0,85,278,3.27,2,23,19,161,8.47,0,2,2,2,,,52,70.9,78.9,61.4,,60,,Raheem Mostert,raheem mostert,RB,RB,MIA,2024,226.0,0.5481927710843373,0.8895582329317269
222,Malik Willis,GNB,QB,25,7,2,40,54,550,3,0,20,138,6.9,1,0,0,0,,0,1,1,1,,,52,51.8,58.8,51.8,,44,,Malik Willis,malik willis,QB,QB,GNB,2024,269.0,0.4618473895582329,0.9134808853118712
223,Jordan Akins,CLE,TE,32,17,6,0,0,0,0,0,0,0,,0,58,40,390,9.75,2,1,0,2,,,51,91.0,94.0,71.0,,31,,Jordan Akins,jordan akins,TE,TE,CLE,2024,204.0,0.5923694779116466,0.9373737373737374
224,Noah Brown,WAS,WR,28,11,9,0,0,0,0,0,0,0,,0,56,35,453,12.94,1,0,0,1,,,51,86.3,89.3,68.8,,91,,Noah Brown,noah brown,WR,WR,WAS,2024,209.0,0.5823293172690763,0.8262626262626263
225,Brenton Strange,JAX,TE,24,17,10,0,0,0,0,0,0,0,,0,53,40,411,10.28,2,1,1,2,,,51,91.1,95.1,71.1,,30,,Brenton Strange,brenton strange,TE,TE,JAX,2024,203.0,0.5943775100401607,0.9393939393939394
226,Cedric Tillman,CLE,WR,24,11,6,0,0,0,0,0,1,-5,-5.0,0,49,29,339,11.69,3,1,1,3,1.0,,51,80.4,84.4,65.9,,90,,Cedric Tillman,cedric tillman,WR,WR,CLE,2024,215.0,0.570281124497992,0.8202020202020202
227,AJ Barner,SEA,TE,22,17,6,0,0,0,0,0,0,0,,0,38,30,245,8.17,4,0,0,4,,,49,78.5,81.5,63.5,,32,,AJ Barner,aj barner,TE,TE,SEA,2024,219.0,0.5622489959839357,0.9313131313131313
228,Sterling Shepard,TAM,WR,31,14,5,0,0,0,0,0,8,69,8.63,0,51,32,334,10.44,1,0,0,1,1.0,,48,80.3,83.3,64.3,,92,,Sterling Shepard,sterling shepard,WR,WR,TAM,2024,216.0,0.5682730923694779,0.8181818181818181
229,Kenneth Gainwell,PHI,RB,25,17,1,0,0,0,0,0,75,290,3.87,1,22,16,116,7.25,0,0,0,1,,,47,62.6,68.6,54.6,,61,,Kenneth Gainwell,kenneth gainwell,RB,RB,PHI,2024,245.0,0.5100401606425703,0.8795180722891567
230,Ezekiel Elliott,DAL,RB,29,15,2,0,0,0,0,0,74,226,3.05,3,15,12,69,5.75,0,1,1,3,,,46,57.5,61.5,51.5,,62,,Ezekiel Elliott,ezekiel elliott,RB,RB,DAL,2024,254.0,0.4919678714859438,0.8775100401606426
231,T.J. Hockenson,MIN,TE,27,10,9,0,0,0,0,0,0,0,,0,62,41,455,11.1,0,0,0,0,,,46,86.5,89.5,66.0,,33,,T.J. Hockenson,tj hockenson,TE,TE,MIN,2024,208.0,0.5843373493975903,0.9333333333333333
232,Marcus Mariota,WAS,QB,31,3,0,34,44,364,4,0,18,92,5.11,1,0,0,0,,0,0,0,1,,,46,45.8,48.8,45.8,,45,,Marcus Mariota,marcus mariota,QB,QB,WAS,2024,279.0,0.4417670682730924,0.9114688128772636
233,Jacoby Brissett,NWE,QB,32,8,5,95,161,826,2,1,15,62,4.13,0,0,0,0,,0,4,1,0,,1.0,45,45.2,50.2,46.2,,46,,Jacoby Brissett,jacoby brissett,QB,QB,NWE,2024,280.0,0.43975903614457834,0.9094567404426559
234,Jake Ferguson,DAL,TE,25,14,14,0,0,0,0,0,0,0,,0,86,59,494,8.37,0,4,2,0,,,45,104.4,109.4,74.9,,34,,Jake Ferguson,jake ferguson,TE,TE,DAL,2024,177.0,0.6465863453815262,0.9515151515151515
235,Chris Olave,NOR,WR,24,8,8,0,0,0,0,0,1,7,7.0,0,44,32,400,12.5,1,1,1,1,,,45,76.7,80.7,60.7,,93,,Chris Olave,chris olave,WR,WR,NOR,2024,223.0,0.5542168674698795,0.8121212121212121
236,Isiah Pacheco,KAN,RB,25,7,6,0,0,0,0,0,83,310,3.73,1,16,12,79,6.58,0,0,0,1,,,45,56.9,59.9,50.9,,63,,Isiah Pacheco,isiah pacheco,RB,RB,KAN,2024,256.0,0.4879518072289156,0.8755020080321285
237,Brandin Cooks,DAL,WR,31,10,9,0,0,0,0,0,3,-3,-1.0,0,54,26,259,9.96,3,0,0,3,,,44,69.6,72.6,56.6,,95,,Brandin Cooks,brandin cooks,WR,WR,DAL,2024,228.0,0.5441767068273092,0.8080808080808081
238,Audric Estime,DEN,RB,21,13,1,0,0,0,0,0,76,310,4.08,2,5,5,27,5.4,0,2,1,2,,,44,48.7,52.7,46.2,,64,,Audric Estime,audric estime,RB,RB,DEN,2024,273.0,0.4538152610441767,0.8674698795180723
239,Christian Kirk,JAX,WR,28,8,7,0,0,0,0,0,0,0,,0,47,27,379,14.04,1,0,0,1,,,44,70.9,73.9,57.4,,94,,Christian Kirk,christian kirk,WR,WR,JAX,2024,226.0,0.5481927710843373,0.8101010101010101
240,Josh Oliver,MIN,TE,27,15,12,0,0,0,0,0,0,0,,0,28,22,258,11.73,3,0,0,3,,,44,65.8,68.8,54.8,,35,,Josh Oliver,josh oliver,TE,TE,MIN,2024,234.0,0.5321285140562249,0.9252525252525252
241,Michael Penix,ATL,QB,24,5,3,61,105,775,3,3,7,11,1.57,1,0,0,0,,0,2,0,1,,,44,44.1,50.1,47.1,,47,,Michael Penix,michael penix,QB,QB,ATL,2024,284.0,0.4317269076305221,0.9074446680080483
242,Evan Engram,JAX,TE,30,9,9,0,0,0,0,0,0,0,,0,64,47,365,7.77,1,1,1,1,1.0,,43,89.5,93.5,66.0,,36,,Evan Engram,evan engram,TE,TE,JAX,2024,206.0,0.5883534136546185,0.9353535353535354
243,Dameon Pierce,HOU,RB,24,11,0,0,0,0,0,0,40,293,7.33,2,4,2,2,1.0,0,1,0,2,,,42,43.5,46.5,42.5,,65,,Dameon Pierce,dameon pierce,RB,RB,HOU,2024,286.0,0.42771084337349397,0.857429718875502
244,Trey Benson,ARI,RB,21,13,1,0,0,0,0,0,63,291,4.62,1,6,6,59,9.83,0,1,0,1,,,41,47.0,50.0,44.0,,66,,Trey Benson,trey benson,RB,RB,ARI,2024,277.0,0.4457831325301205,0.8634538152610441
245,Rashee Rice,KAN,WR,24,4,4,0,0,0,0,0,1,1,1.0,0,29,24,288,12.0,2,0,0,2,,,41,64.9,67.9,52.9,,96,,Rashee Rice,rashee rice,WR,WR,KAN,2024,237.0,0.5261044176706827,0.8
246,Justin Watson,KAN,WR,28,17,7,0,0,0,0,0,0,0,,0,32,22,289,13.14,2,0,0,2,,,41,62.9,65.9,51.9,,97,,Justin Watson,justin watson,WR,WR,KAN,2024,244.0,0.5120481927710843,0.7919191919191919
247,Van Jefferson,PIT,WR,28,17,12,0,0,0,0,0,0,0,,0,40,24,276,11.5,2,0,0,2,,,40,63.6,66.6,51.6,,98,,Van Jefferson,van jefferson,WR,WR,PIT,2024,242.0,0.5160642570281124,0.793939393939394
248,Kalif Raymond,DET,WR,30,12,2,0,0,0,0,0,2,0,0.0,0,22,17,215,12.65,2,0,0,3,,,40,56.5,59.5,48.0,,99,,Kalif Raymond,kalif raymond,WR,WR,DET,2024,258.0,0.4839357429718876,0.7838383838383838
249,Ja'Tavion Sanders,CAR,TE,21,16,8,0,0,0,0,0,0,0,,0,43,33,342,10.36,1,1,0,1,,,40,73.2,76.2,56.7,,37,,Ja'Tavion Sanders,jatavion sanders,TE,TE,CAR,2024,225.0,0.5502008032128514,0.9292929292929293
250,Tyler Boyd,TEN,WR,30,16,8,0,1,0,0,0,1,3,3.0,0,57,39,390,10.0,0,0,0,0,,,39,78.3,81.3,58.8,,100,,Tyler Boyd,tyler boyd,WR,WR,TEN,2024,220.0,0.5602409638554218,0.8141414141414142
251,Emari Demercado,ARI,RB,25,13,0,0,0,0,0,0,24,223,9.29,1,20,16,104,6.5,0,0,0,1,,,39,54.7,60.7,46.7,,67,,Emari Demercado,emari demercado,RB,RB,ARI,2024,263.0,0.4738955823293173,0.8714859437751004
252,Troy Franklin,DEN,WR,21,16,6,0,0,0,0,0,2,8,4.0,0,53,28,263,9.39,2,0,0,2,,,39,67.1,70.1,53.1,,101,,Troy Franklin,troy franklin,WR,WR,DEN,2024,233.0,0.5341365461847389,0.804040404040404
253,Theo Johnson,NYG,TE,23,12,11,0,0,0,0,0,0,0,,0,43,29,331,11.41,1,0,0,1,,,39,68.1,71.1,53.6,,38,,Theo Johnson,theo johnson,TE,TE,NYG,2024,230.0,0.5401606425702812,0.9272727272727272
254,Kyle Juszczyk*,SFO,FB,33,17,15,0,0,0,0,0,5,26,5.2,1,31,19,200,10.53,2,1,1,3,,,39,57.6,61.6,48.1,,68,,Kyle Juszczyk,kyle juszczyk,FB,FB,SFO,2024,253.0,0.49397590361445787,1.0
255,Trey Sermon,IND,RB,25,17,3,0,0,0,0,0,56,159,2.84,2,19,16,99,6.19,0,0,0,2,,,38,53.8,56.8,45.8,,69,,Trey Sermon,trey sermon,RB,RB,IND,2024,265.0,0.4698795180722891,0.8694779116465863
256,Brandon Aiyuk,SFO,WR,26,7,7,0,0,0,0,0,0,0,,0,47,25,374,14.96,0,0,0,0,,,37,62.4,65.4,49.9,,102,,Brandon Aiyuk,brandon aiyuk,WR,WR,SFO,2024,246.0,0.5080321285140562,0.7898989898989899
257,Kendrick Bourne,NWE,WR,29,12,9,0,1,0,0,0,1,6,6.0,0,38,28,305,10.89,1,0,0,1,,,37,65.1,68.1,51.1,,104,,Kendrick Bourne,kendrick bourne,WR,WR,NWE,2024,236.0,0.5281124497991968,0.8020202020202021
258,Dyami Brown,WAS,WR,25,16,3,0,1,0,0,0,3,26,8.67,0,40,30,308,10.27,1,1,1,1,,,37,67.4,71.4,52.4,,103,,Dyami Brown,dyami brown,WR,WR,WAS,2024,231.0,0.5381526104417671,0.806060606060606
259,Isaiah Davis,NYJ,RB,22,17,0,0,0,0,0,0,30,174,5.8,1,12,9,75,8.33,1,0,0,2,,,37,45.9,48.9,41.4,,71,,Isaiah Davis,isaiah davis,RB,RB,NYJ,2024,278.0,0.4437751004016064,0.8614457831325302
260,Dawson Knox,BUF,TE,28,16,13,0,0,0,0,0,0,0,,0,33,22,311,14.14,1,0,0,1,,,37,59.1,62.1,48.1,,39,,Dawson Knox,dawson knox,TE,TE,BUF,2024,251.0,0.4979919678714859,0.9171717171717172
261,Dare Ogunbowale,HOU,RB,30,17,1,0,0,0,0,0,30,112,3.73,0,28,19,198,10.42,1,0,0,1,,,37,56.0,62.0,46.5,,70,,Dare Ogunbowale,dare ogunbowale,RB,RB,HOU,2024,260.0,0.4799196787148594,0.8734939759036144
262,Grant Calcaterra,PHI,TE,26,17,13,0,0,0,0,0,0,0,,0,30,24,298,12.42,1,0,0,1,,,36,59.8,62.8,47.8,,40,,Grant Calcaterra,grant calcaterra,TE,TE,PHI,2024,250.0,0.5,0.9191919191919192
263,Mike Williams,2TM,WR,30,18,5,0,0,0,0,0,0,0,,0,34,21,298,14.19,1,0,0,1,,,36,56.8,59.8,46.3,,105,,Mike Williams,mike williams,WR,WR,2TM,2024,257.0,0.48594377510040165,0.7858585858585858
264,Nelson Agholor,BAL,WR,31,14,7,0,0,0,0,0,0,0,,0,29,14,231,16.5,2,0,0,2,,,35,49.1,52.1,42.1,,106,,Nelson Agholor,nelson agholor,WR,WR,BAL,2024,272.0,0.45582329317269077,0.7676767676767677
265,Tyler Johnson,LAR,WR,26,15,2,0,0,0,0,0,0,0,,0,41,26,291,11.19,1,0,0,1,,,35,61.1,64.1,48.1,,107,,Tyler Johnson,tyler johnson,WR,WR,LAR,2024,247.0,0.5060240963855422,0.7878787878787878
266,Colby Parkinson,LAR,TE,25,17,9,0,0,0,0,0,0,0,,0,49,30,294,9.8,1,0,0,1,,,35,65.4,68.4,50.4,,41,,Colby Parkinson,colby parkinson,TE,TE,LAR,2024,235.0,0.5301204819277108,0.9232323232323232
267,JuJu Smith-Schuster,KAN,WR,28,14,8,0,0,0,0,0,0,0,,0,26,18,231,12.83,2,0,0,2,,,35,53.1,56.1,44.1,,108,,JuJu Smith-Schuster,juju smith-schuster,WR,WR,KAN,2024,267.0,0.46586345381526106,0.7737373737373737
268,Gabriel Davis,JAX,WR,25,10,9,0,0,0,0,0,0,0,,0,42,20,239,11.95,2,1,1,2,,,34,53.9,57.9,43.9,,109,,Gabriel Davis,gabriel davis,WR,WR,JAX,2024,264.0,0.4718875502008032,0.7777777777777778
269,Tyler Goodson,IND,RB,24,16,0,0,0,0,0,0,32,153,4.78,1,15,11,61,5.55,1,0,0,2,,,33,44.4,47.4,38.9,,72,,Tyler Goodson,tyler goodson,RB,RB,IND,2024,283.0,0.4337349397590361,0.8594377510040161
270,Lil'Jordan Humphrey,DEN,WR,26,17,7,0,0,0,0,0,0,0,,0,45,31,293,9.45,1,2,1,1,,,33,64.3,68.3,48.8,,110,,Lil'Jordan Humphrey,liljordan humphrey,WR,WR,DEN,2024,238.0,0.5240963855421688,0.797979797979798
271,Christian McCaffrey,SFO,RB,28,4,4,0,0,0,0,0,50,202,4.04,0,19,15,146,9.73,0,1,1,0,,,33,47.8,54.8,40.3,,73,,Christian McCaffrey,christian mccaffrey,RB,RB,SFO,2024,275.0,0.44979919678714864,0.8654618473895582
272,Curtis Samuel,BUF,WR,28,14,2,0,0,0,0,0,5,14,2.8,0,46,31,253,8.16,1,0,0,1,,,33,63.7,66.7,48.2,,111,,Curtis Samuel,curtis samuel,WR,WR,BUF,2024,241.0,0.5180722891566265,0.795959595959596
273,Tommy Tremble,CAR,TE,24,12,11,0,0,0,0,0,0,0,,0,32,23,234,10.17,2,1,1,2,,,33,56.4,60.4,44.9,,42,,Tommy Tremble,tommy tremble,TE,TE,CAR,2024,259.0,0.4819277108433735,0.9131313131313131
274,Josh Whyle,TEN,TE,25,17,4,0,0,0,0,0,0,0,,0,37,28,248,8.86,1,0,0,1,1.0,,33,60.8,63.8,46.8,,43,,Josh Whyle,josh whyle,TE,TE,TEN,2024,248.0,0.5040160642570282,0.9212121212121213
275,Nick Vannett,TEN,TE,31,17,10,0,0,0,0,0,0,0,,0,20,17,135,7.94,3,0,0,3,,,32,48.5,51.5,40.0,,44,,Nick Vannett,nick vannett,TE,TE,TEN,2024,274.0,0.4518072289156626,0.9090909090909091
276,Chris Brooks,GNB,RB,24,15,0,0,0,0,0,0,36,183,5.08,1,13,11,69,6.27,0,0,0,1,,,31,42.2,45.2,36.7,,74,,Chris Brooks,chris brooks,RB,RB,GNB,2024,288.0,0.4236947791164659,0.8554216867469879
277,Joshua Dobbs,SFO,QB,29,2,1,32,47,361,2,2,9,24,2.67,2,0,0,0,,0,2,1,2,,,31,30.8,36.8,32.8,,48,,Joshua Dobbs,joshua dobbs,QB,QB,SFO,2024,326.0,0.3473895582329317,0.9054325955734407
278,John Metchie,HOU,WR,24,13,3,0,0,0,0,0,0,0,,0,37,24,254,10.58,1,1,0,1,,,31,55.4,58.4,43.4,,112,,John Metchie,john metchie,WR,WR,HOU,2024,261.0,0.47791164658634533,0.7818181818181819
279,Adonai Mitchell,IND,WR,22,17,7,1,1,24,0,0,4,6,1.5,0,55,23,312,13.57,0,2,1,0,,,31,53.8,57.8,42.3,,114,,Adonai Mitchell,adonai mitchell,WR,WR,IND,2024,265.0,0.4698795180722891,0.7757575757575758
280,Chris Rodriguez,WAS,RB,24,9,0,0,0,0,0,0,35,173,4.94,2,1,1,12,12.0,0,0,0,2,,,31,31.5,34.5,31.0,,75,,Chris Rodriguez,chris rodriguez,RB,RB,WAS,2024,324.0,0.3514056224899599,0.8353413654618473
281,Adam Trautman,DEN,TE,27,17,14,0,0,0,0,0,0,0,,0,22,13,188,14.46,2,0,0,2,,,31,43.8,46.8,37.3,,45,,Adam Trautman,adam trautman,TE,TE,DEN,2024,285.0,0.42971887550200805,0.9030303030303031
282,DJ Turner,LVR,WR,27,12,6,0,0,0,0,0,5,33,6.6,1,29,16,158,9.88,1,1,0,2,,,31,47.1,50.1,39.1,,113,,DJ Turner,dj turner,WR,WR,LVR,2024,276.0,0.44779116465863456,0.7656565656565657
283,Jordan Whittington,LAR,WR,24,15,3,0,0,0,0,0,2,12,6.0,0,28,22,293,13.32,0,0,0,0,,,31,52.5,55.5,41.5,,115,,Jordan Whittington,jordan whittington,WR,WR,LAR,2024,268.0,0.463855421686747,0.7717171717171717
284,Nate Adkins,DEN,TE,25,17,10,0,0,0,0,0,0,0,,0,15,14,115,8.21,3,0,0,3,,,30,43.5,46.5,36.5,,47,,Nate Adkins,nate adkins,TE,TE,DEN,2024,286.0,0.42771084337349397,0.901010101010101
285,Hassan Haskins,LAC,RB,25,17,0,0,0,0,0,0,34,89,2.62,2,3,3,49,16.33,1,1,1,3,,,30,32.8,33.8,31.3,,76,,Hassan Haskins,hassan haskins,RB,RB,LAC,2024,314.0,0.37148594377510036,0.8413654618473896
286,Luke Schoonmaker,DAL,TE,26,17,6,0,0,0,0,0,0,0,,0,36,27,241,8.93,1,0,0,1,,,30,57.1,60.1,43.6,,46,,Luke Schoonmaker,luke schoonmaker,TE,TE,DAL,2024,255.0,0.4899598393574297,0.9151515151515152
287,Cedrick Wilson Jr.,NOR,WR,29,15,4,1,1,21,1,0,0,0,,0,27,20,211,10.55,1,1,1,1,,,30,49.9,53.9,39.9,,116,,Cedrick Wilson Jr.,cedrick wilson jr,WR,WR,NOR,2024,270.0,0.4598393574297188,0.7696969696969697
288,Elijah Higgins,ARI,TE,24,17,6,0,0,0,0,0,0,0,,0,24,20,172,8.6,2,0,0,2,,,29,49.2,52.2,39.2,,48,,Elijah Higgins,elijah higgins,TE,TE,ARI,2024,271.0,0.45783132530120485,0.9111111111111111
289,Tanner McKee,PHI,QB,24,2,1,30,45,323,4,0,5,-1,-0.2,0,0,0,0,,0,0,0,0,,,29,28.8,31.8,28.8,,49,,Tanner McKee,tanner mckee,QB,QB,PHI,2024,332.0,0.33534136546184734,0.903420523138833
290,Malik Washington,MIA,WR,23,14,3,0,0,0,0,0,5,25,5.0,1,36,26,223,8.58,0,1,1,1,,,29,54.8,58.8,41.8,,117,,Malik Washington,malik washington,WR,WR,MIA,2024,262.0,0.47590361445783136,0.7797979797979798
291,Kimani Vidal,LAC,RB,23,10,0,0,0,0,0,0,43,155,3.6,0,9,5,62,12.4,1,1,0,1,,,28,32.7,35.7,30.2,,78,,Kimani Vidal,kimani vidal,RB,RB,LAC,2024,315.0,0.3694779116465864,0.8393574297188755
292,Jamaal Williams,NOR,RB,29,14,1,0,0,0,0,0,48,164,3.42,1,11,9,57,6.33,0,0,0,1,,,28,37.1,40.1,32.6,,77,,Jamaal Williams,jamaal williams,RB,RB,NOR,2024,295.0,0.40963855421686746,0.8514056224899599
293,Blake Corum,LAR,RB,24,17,1,0,0,0,0,0,58,207,3.57,0,8,7,58,8.29,0,0,0,0,,,27,33.5,36.5,30.0,,81,,Blake Corum,blake corum,RB,RB,LAR,2024,312.0,0.3755020080321285,0.8433734939759037
294,Derius Davis,LAC,WR,24,15,2,0,0,0,0,0,12,39,3.25,0,17,13,112,8.62,2,3,0,2,,,27,40.1,43.1,33.6,,118,,Derius Davis,derius davis,WR,WR,LAC,2024,290.0,0.41967871485943775,0.7616161616161616
295,D'Onta Foreman,CLE,RB,28,11,3,0,0,0,0,0,71,232,3.27,0,8,6,54,9.0,0,2,1,0,,,27,32.6,36.6,29.6,,80,,D'Onta Foreman,donta foreman,RB,RB,CLE,2024,318.0,0.36345381526104414,0.8373493975903614
296,Patrick Taylor,SFO,RB,26,13,1,0,0,0,0,0,39,183,4.69,1,11,3,25,8.33,0,0,0,1,,,27,29.8,32.8,28.3,,79,,Patrick Taylor,patrick taylor,RB,RB,SFO,2024,327.0,0.34538152610441764,0.8313253012048193
297,Johnny Mundt,MIN,TE,30,17,3,0,0,0,0,0,0,0,,0,27,19,142,7.47,2,0,0,2,,,26,45.2,48.2,35.7,,49,,Johnny Mundt,johnny mundt,TE,TE,MIN,2024,280.0,0.43975903614457834,0.907070707070707
298,Cordarrelle Patterson,PIT,RB,33,13,1,0,0,0,0,0,32,135,4.22,0,14,12,80,6.67,1,1,1,1,,,26,37.5,41.5,31.5,,82,,Cordarrelle Patterson,cordarrelle patterson,RB,RB,PIT,2024,294.0,0.41164658634538154,0.8534136546184738
299,Darnell Washington,PIT,TE,23,17,9,0,0,0,0,0,0,0,,0,25,19,200,10.53,1,0,0,1,,,26,45.0,48.0,35.5,,50,,Darnell Washington,darnell washington,TE,TE,PIT,2024,282.0,0.4357429718875502,0.9050505050505051
300,Michael Carter,ARI,RB,25,3,1,0,0,0,0,0,35,131,3.74,1,11,11,57,5.18,0,0,0,1,,,25,35.8,38.8,30.3,,83,,Michael Carter,michael carter,RB,RB,ARI,2024,301.0,0.3975903614457831,0.8473895582329317
301,KhaDarel Hodge*,ATL,WR,29,17,2,0,0,0,0,0,0,0,,0,12,7,131,18.71,1,0,0,2,,,25,32.1,35.1,28.6,,121,,KhaDarel Hodge,khadarel hodge,WR,WR,ATL,2024,321.0,0.357429718875502,0.7393939393939394
302,Ryan Miller,TAM,WR,24,11,3,0,0,0,0,0,0,0,,0,20,12,128,10.67,2,0,0,2,,,25,36.8,39.8,30.8,,122,,Ryan Miller,ryan miller,WR,WR,TAM,2024,296.0,0.4076305220883534,0.7555555555555555
303,Kenny Pickett,PHI,QB,26,5,1,25,42,291,2,1,9,15,1.67,1,0,0,0,,0,1,0,1,,,25,25.1,26.1,26.1,,50,,Kenny Pickett,kenny pickett,QB,QB,PHI,2024,349.0,0.3012048192771084,0.9014084507042254
304,Josh Reynolds,2TM,WR,29,9,2,0,0,0,0,0,0,0,,0,24,13,194,14.92,1,0,0,1,,,25,38.4,41.4,31.9,,119,,Josh Reynolds,josh reynolds,WR,WR,2TM,2024,292.0,0.4156626506024096,0.7595959595959596
