Rk,Player,Tm,FantPos,Age,Games_G,Games_GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Fumbles_Fmb,Fumbles_FL,Scoring_TD,Scoring_2PM,Scoring_2PP,Fantasy_FantPt,Fantasy_PPR,Fantasy_DKPt,Fantasy_FDPt,Fantasy_VBD,Fantasy_PosRank,Fantasy_OvRank,Player_fixed,player_clean,POS,POS_group,team,year,PPR_rank_year
419,Geno Smith,NYJ,QB,26,2,1,8,14,126,1,1,2,9,4.5,0,0,0,0,,0,1,0,0,,,8,7.9,8.9,8.9,,55,,Geno Smith,geno smith,QB,QB,NYJ,2016,442.0
420,Wendall Williams,HOU,WR,26,3,0,0,0,0,0,0,0,0,,0,7,4,75,18.75,0,0,0,0,,,8,11.5,11.5,9.5,,167,,Wendall Williams,wendall williams,WR,WR,HOU,2016,416.0
421,Malcolm Brown,LAR,RB,23,16,0,0,0,0,0,0,18,39,2.17,0,3,3,46,15.33,0,1,1,0,,,7,9.5,10.5,8.0,,123,,Malcolm Brown,malcolm brown,RB,RB,LAR,2016,426.0
422,Aaron Burbridge,SFO,WR,23,16,3,0,0,0,0,0,0,0,,0,16,7,88,12.57,0,1,1,0,,,7,13.8,14.8,10.3,,171,,Aaron Burbridge,aaron burbridge,WR,WR,SFO,2016,397.0
423,Michael Campanaro,BAL,WR,25,3,0,0,0,0,0,0,3,72,24.0,0,1,0,0,,0,0,0,0,,,7,7.2,7.2,7.2,,168,,Michael Campanaro,michael campanaro,WR,WR,BAL,2016,452.0
424,Josh Doctson,WAS,WR,24,2,0,0,0,0,0,0,0,0,,0,6,2,66,33.0,0,0,0,0,,,7,8.6,8.6,7.6,,172,,Josh Doctson,josh doctson,WR,WR,WAS,2016,438.0
425,Alex Erickson,CIN,WR,24,16,0,0,0,0,0,0,0,0,,0,8,6,71,11.83,0,3,0,0,,,7,13.1,13.1,10.1,,169,,Alex Erickson,alex erickson,WR,WR,CIN,2016,404.0
426,Jerome Felton,BUF,RB,30,15,4,0,0,0,0,0,8,13,1.63,0,9,6,57,9.5,0,0,0,0,,,7,13.0,13.0,10.0,,122,,Jerome Felton,jerome felton,RB,RB,BUF,2016,405.0
427,Maurice Harris,WAS,WR,24,10,0,0,0,0,0,0,0,0,,0,12,8,66,8.25,0,1,0,0,,,7,14.6,14.6,10.6,,173,,Maurice Harris,maurice harris,WR,WR,WAS,2016,391.0
428,EJ Manuel,BUF,QB,26,6,1,11,26,131,0,0,8,22,2.75,0,0,0,0,,0,2,1,0,,1.0,7,7.4,8.4,7.4,,57,,EJ Manuel,ej manuel,QB,QB,BUF,2016,449.0
429,Byron Marshall,PHI,RB,22,3,0,0,0,0,0,0,19,64,3.37,0,5,3,10,3.33,0,0,0,0,,,7,10.4,10.4,8.9,,121,,Byron Marshall,byron marshall,RB,RB,PHI,2016,419.0
430,Keith Mumphery,HOU,WR,24,11,3,0,0,0,0,0,0,0,,0,12,10,69,6.9,0,0,0,0,,,7,16.9,16.9,11.9,,170,,Keith Mumphery,keith mumphery,WR,WR,HOU,2016,379.0
431,Geoff Swaim,DAL,TE,23,9,6,0,0,0,0,0,0,0,,0,8,6,69,11.5,0,0,0,0,,,7,12.9,12.9,9.9,,78,,Geoff Swaim,geoff swaim,TE,TE,DAL,2016,407.0
432,Keenan Allen,SDG,WR,24,1,1,0,0,0,0,0,0,0,,0,7,6,63,10.5,0,0,0,0,,,6,12.3,12.3,9.3,,175,,Keenan Allen,keenan allen,WR,WR,SDG,2016,411.0
433,Jace Amaro,TEN,TE,24,3,0,0,0,0,0,0,0,0,,0,4,3,59,19.67,0,0,0,0,,,6,8.9,8.9,7.4,,82,,Jace Amaro,jace amaro,TE,TE,TEN,2016,433.0
434,Brandon Bostick,NYJ,TE,27,16,7,0,0,0,0,0,0,0,,0,11,8,63,7.88,0,0,0,0,,,6,14.3,14.3,10.3,,79,,Brandon Bostick,brandon bostick,TE,TE,NYJ,2016,393.0
435,Connor Cook,OAK,QB,23,1,0,14,21,150,1,1,0,0,,0,0,0,0,,0,2,1,0,,,6,6.0,8.0,7.0,,58,,Connor Cook,connor cook,QB,QB,OAK,2016,462.0
436,Trevor Davis,GNB,WR,23,11,0,0,0,0,0,0,0,0,,0,7,3,24,8.0,1,2,1,1,,,6,9.4,10.4,7.9,,174,,Trevor Davis,trevor davis,WR,WR,GNB,2016,427.0
437,Johnny Holton,OAK,WR,26,15,0,0,0,0,0,0,6,43,7.17,0,3,2,34,17.0,0,1,1,0,,,6,7.7,8.7,6.7,,177,,Johnny Holton,johnny holton,WR,WR,OAK,2016,445.0
438,Adrian Peterson,MIN,RB,31,3,3,0,0,0,0,0,37,72,1.95,0,6,3,8,2.67,0,1,1,0,,,6,9.0,10.0,7.5,,125,,Adrian Peterson,adrian peterson,RB,RB,MIN,2016,431.0
439,Phillip Supernaw,TEN,TE,26,15,2,0,0,0,0,0,0,0,,0,5,4,62,15.5,0,0,0,0,,,6,10.2,10.2,8.2,,80,,Phillip Supernaw,phillip supernaw,TE,TE,TEN,2016,423.0
440,De'Anthony Thomas,KAN,RB,23,12,0,0,0,0,0,0,4,29,7.25,0,9,7,35,5.0,0,0,0,0,,,6,13.4,13.4,9.9,,124,,De'Anthony Thomas,deanthony thomas,RB,RB,KAN,2016,400.0
441,D.J. Tialavea,ATL,TE,25,2,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,1,0,0,1,,,6,7.1,7.1,6.6,,81,,D.J. Tialavea,dj tialavea,TE,TE,ATL,2016,453.0
442,Nick Williams,ATL,WR,26,2,0,0,0,0,0,0,0,0,,0,7,5,59,11.8,0,0,0,0,,,6,10.9,10.9,8.4,,176,,Nick Williams,nick williams,WR,WR,ATL,2016,417.0
443,Javorius Allen,BAL,RB,25,8,0,0,0,0,0,0,9,34,3.78,0,4,3,15,5.0,0,0,0,0,,,5,7.9,7.9,6.4,,127,,Javorius Allen,javorius allen,RB,RB,BAL,2016,442.0
444,Knile Davis,2TM,RB,25,11,0,0,0,0,0,0,18,28,1.56,0,7,5,25,5.0,0,0,0,0,,,5,10.3,10.3,7.8,,126,,Knile Davis,knile davis,RB,RB,2TM,2016,421.0
445,Dwayne Harris*,NYG,WR,29,16,1,0,0,0,0,0,0,0,,0,1,1,13,13.0,1,3,1,1,,,5,6.3,7.3,5.8,,178,,Dwayne Harris,dwayne harris,WR,WR,NYG,2016,459.0
446,Tavarres King,NYG,WR,26,7,0,0,0,0,0,0,0,0,,0,4,2,50,25.0,0,0,0,0,,,5,7.0,7.0,6.0,,179,,Tavarres King,tavarres king,WR,WR,NYG,2016,454.0
447,Ifeanyi Momah,ARI,WR,27,5,1,0,0,0,0,0,0,0,,0,4,2,50,25.0,0,0,0,0,,,5,7.0,7.0,6.0,,180,,Ifeanyi Momah,ifeanyi momah,WR,WR,ARI,2016,454.0
448,Troymaine Pope,2TM,RB,23,4,0,0,0,0,0,0,12,44,3.67,0,2,1,5,5.0,0,0,0,0,,,5,5.9,5.9,5.4,,128,,Troymaine Pope,troymaine pope,RB,RB,2TM,2016,463.0
449,Tony Romo,DAL,QB,36,1,0,3,4,29,1,0,0,0,,0,0,0,0,,0,0,0,0,,,5,5.2,5.2,5.2,,59,,Tony Romo,tony romo,QB,QB,DAL,2016,466.0
450,Brandon Wilds,NYJ,RB,23,4,0,0,0,0,0,0,10,27,2.7,0,2,2,20,10.0,0,0,0,0,,,5,6.7,6.7,5.7,,129,,Brandon Wilds,brandon wilds,RB,RB,NYJ,2016,457.0
451,Nick Boyle,BAL,TE,23,6,0,0,0,0,0,0,0,0,,0,6,6,44,7.33,0,0,0,0,,,4,10.4,10.4,7.4,,83,,Nick Boyle,nick boyle,TE,TE,BAL,2016,419.0
452,Ben Braunecker,CHI,TE,22,13,2,0,0,0,0,0,0,0,,0,6,4,41,10.25,0,0,0,0,,,4,8.1,8.1,6.1,,84,,Ben Braunecker,ben braunecker,TE,TE,CHI,2016,440.0
453,Quan Bray,IND,WR,23,6,0,0,0,0,0,0,1,7,7.0,0,4,3,36,12.0,0,0,0,0,,,4,7.3,7.3,5.8,,181,,Quan Bray,quan bray,WR,WR,IND,2016,450.0
454,Jakeem Grant,MIA,WR,24,16,0,0,0,0,0,0,1,1,1.0,0,1,0,0,,0,4,1,1,,,4,4.1,5.1,4.1,,182,,Jakeem Grant,jakeem grant,WR,WR,MIA,2016,474.0
455,Mike James,TAM,RB,25,4,0,0,0,0,0,0,4,19,4.75,0,4,4,22,5.5,0,0,0,0,,,4,8.1,8.1,6.1,,131,,Mike James,mike james,RB,RB,TAM,2016,440.0
456,Taiwan Jones,OAK,RB,28,13,0,0,0,0,0,0,1,-8,-8.0,0,4,4,43,10.75,0,0,0,0,,,4,7.5,7.5,5.5,,132,,Taiwan Jones,taiwan jones,RB,RB,OAK,2016,447.0
457,Daniel Lasco,NOR,RB,24,7,0,0,0,0,0,0,11,32,2.91,0,4,2,11,5.5,0,0,0,0,,,4,6.3,6.3,5.3,,130,,Daniel Lasco,daniel lasco,RB,RB,NOR,2016,459.0
458,Bradley Marquez,LAR,WR,24,14,0,0,0,0,0,0,1,2,2.0,0,7,3,37,12.33,0,0,0,0,,,4,6.9,6.9,5.4,,183,,Bradley Marquez,bradley marquez,WR,WR,LAR,2016,456.0
459,Dexter McCluster,SDG,WR,27,6,0,0,0,0,0,0,3,2,0.67,0,11,7,36,5.14,0,0,0,0,,,4,10.8,10.8,7.3,,184,,Dexter McCluster,dexter mccluster,WR,WR,SDG,2016,418.0
460,Justin Perillo,GNB,TE,25,9,1,0,0,0,0,0,0,0,,0,5,4,35,8.75,0,0,0,0,,,4,7.5,7.5,5.5,,86,,Justin Perillo,justin perillo,TE,TE,GNB,2016,447.0
461,Brandon Williams,SEA,TE,29,16,1,0,0,0,0,0,0,0,,0,3,2,36,18.0,0,0,0,0,,,4,5.6,5.6,4.6,,85,,Brandon Williams,brandon williams,TE,TE,SEA,2016,464.0
462,D.J. Foster,NWE,WR,23,3,0,0,0,0,0,0,7,24,3.43,0,2,1,2,2.0,0,0,0,0,,,3,3.6,3.6,3.1,,186,,D.J. Foster,dj foster,WR,WR,NWE,2016,481.0
463,Don Jackson,GNB,RB,23,3,1,0,0,0,0,0,10,32,3.2,0,1,0,0,,0,0,0,0,,,3,3.2,3.2,3.2,,133,,Don Jackson,don jackson,RB,RB,GNB,2016,484.0
464,Malcolm Johnson,CLE,RB,24,7,1,0,0,0,0,0,1,2,2.0,0,7,5,44,8.8,0,1,1,0,,,3,7.6,8.6,5.1,,136,,Malcolm Johnson,malcolm johnson,RB,RB,CLE,2016,446.0
465,Sean McGrath,SDG,TE,29,16,5,0,0,0,0,0,0,0,,0,2,2,25,12.5,0,0,0,0,,,3,4.5,4.5,3.5,,89,,Sean McGrath,sean mcgrath,TE,TE,SDG,2016,471.0
466,Niles Paul,WAS,WR,27,8,1,0,0,0,0,0,0,0,,0,2,2,27,13.5,0,0,0,0,,,3,4.7,4.7,3.7,,185,,Niles Paul,niles paul,WR,WR,WAS,2016,469.0
467,Isaiah Pead,MIA,RB,27,3,0,0,0,0,0,0,8,22,2.75,0,1,1,6,6.0,0,0,0,0,,,3,3.8,3.8,3.3,,134,,Isaiah Pead,isaiah pead,RB,RB,MIA,2016,476.0
468,Keith Smith,DAL,FB,24,16,1,0,0,0,0,0,2,5,2.5,0,4,3,20,6.67,0,0,0,0,,,3,5.5,5.5,4.0,,137,,Keith Smith,keith smith,FB,FB,DAL,2016,465.0
469,Lee Smith,OAK,TE,29,4,4,0,0,0,0,0,0,0,,0,6,6,29,4.83,0,0,0,0,,,3,8.9,8.9,5.9,,88,,Lee Smith,lee smith,TE,TE,OAK,2016,433.0
470,Nick Vannett,SEA,TE,23,9,2,0,0,0,0,0,0,0,,0,4,3,32,10.67,0,0,0,0,,,3,6.2,6.2,4.7,,87,,Nick Vannett,nick vannett,TE,TE,SEA,2016,461.0
471,Danny Vitale,CLE,FB,23,9,3,0,0,0,0,0,0,0,,0,5,4,27,6.75,0,0,0,0,,,3,6.7,6.7,4.7,,135,,Danny Vitale,danny vitale,FB,FB,CLE,2016,457.0
472,Antonio Andrews,TEN,RB,24,16,0,0,0,0,0,0,2,15,7.5,0,0,0,0,,0,0,0,0,,,2,1.5,1.5,1.5,,140,,Antonio Andrews,antonio andrews,RB,RB,TEN,2016,495.0
473,Brenton Bersin,CAR,WR,26,10,0,0,0,0,0,0,0,0,,0,6,2,17,8.5,0,0,0,0,,,2,3.7,3.7,2.7,,193,,Brenton Bersin,brenton bersin,WR,WR,CAR,2016,479.0
474,Brandon Bolden,NWE,RB,26,14,0,0,0,0,0,0,1,4,4.0,0,4,2,15,7.5,0,0,0,0,,,2,3.9,3.9,2.9,,138,,Brandon Bolden,brandon bolden,RB,RB,NWE,2016,475.0
475,Damiere Byrd,CAR,WR,23,1,0,0,0,0,0,0,0,0,,0,1,1,16,16.0,0,0,0,0,,,2,2.6,2.6,2.1,,196,,Damiere Byrd,damiere byrd,WR,WR,CAR,2016,489.0
476,James Develin,NWE,TE,28,16,4,0,0,0,0,0,0,0,,0,6,3,18,6.0,0,0,0,0,,,2,4.8,4.8,3.3,,92,,James Develin,james develin,TE,TE,NWE,2016,468.0
477,Jalston Fowler,TEN,RB,26,16,6,0,0,0,0,0,1,3,3.0,0,2,1,14,14.0,0,0,0,0,,,2,2.7,2.7,2.2,,139,,Jalston Fowler,jalston fowler,RB,RB,TEN,2016,488.0
478,Clay Harbor,2TM,TE,29,15,2,0,0,0,0,0,0,0,,0,3,3,19,6.33,0,0,0,0,,,2,4.9,4.9,3.4,,91,,Clay Harbor,clay harbor,TE,TE,2TM,2016,467.0
479,Percy Harvin,BUF,WR,28,2,1,0,0,0,0,0,1,11,11.0,0,4,2,6,3.0,0,0,0,0,,,2,3.7,3.7,2.7,,194,,Percy Harvin,percy harvin,WR,WR,BUF,2016,479.0
480,Cardale Jones,BUF,QB,24,1,0,6,11,96,0,1,1,-1,-1.0,0,0,0,0,,0,0,0,0,,,2,1.7,2.7,2.7,,60,,Cardale Jones,cardale jones,QB,QB,BUF,2016,493.0
481,Zach Line,MIN,RB,26,15,4,0,0,0,0,0,7,15,2.14,0,3,0,0,,0,0,0,0,,,2,1.5,1.5,1.5,,141,,Zach Line,zach line,RB,RB,MIN,2016,495.0
482,Marc Mariani,TEN,WR,29,16,0,0,0,0,0,0,1,15,15.0,0,0,0,0,,0,1,0,0,,,2,1.5,1.5,1.5,,197,,Marc Mariani,marc mariani,WR,WR,TEN,2016,495.0
483,Matt McGloin,OAK,QB,27,3,1,8,15,50,0,0,3,-3,-1.0,0,0,0,0,,0,0,0,0,,,2,1.7,1.7,1.7,,61,,Matt McGloin,matt mcgloin,QB,QB,OAK,2016,493.0
484,J.D. McKissic,SEA,WR,23,1,0,0,0,0,0,0,1,2,2.0,0,2,2,16,8.0,0,0,0,0,,,2,3.8,3.8,2.8,,192,,J.D. McKissic,jd mckissic,WR,WR,SEA,2016,476.0
485,Logan Paulsen,CHI,TE,29,16,12,0,0,0,0,0,0,0,,0,10,3,15,5.0,0,0,0,0,,,2,4.5,4.5,3.0,,94,,Logan Paulsen,logan paulsen,TE,TE,CHI,2016,471.0
486,Cedric Peerman,CIN,RB,30,6,0,0,0,0,0,0,6,15,2.5,0,1,0,0,,0,0,0,0,,,2,1.5,1.5,1.5,,142,,Cedric Peerman,cedric peerman,RB,RB,CIN,2016,495.0
487,Jay Prosch,HOU,RB,24,15,1,0,0,0,0,0,4,9,2.25,0,1,1,6,6.0,0,0,0,0,,,2,2.5,2.5,2.0,,143,,Jay Prosch,jay prosch,RB,RB,HOU,2016,490.0
488,DeAndre Smelter,SFO,WR,25,2,0,0,0,0,0,0,0,0,,0,1,1,23,23.0,0,0,0,0,,,2,3.3,3.3,2.8,,188,,DeAndre Smelter,deandre smelter,WR,WR,SFO,2016,483.0
489,Devin Smith,NYJ,WR,24,4,0,0,0,0,0,0,0,0,,0,3,1,20,20.0,0,0,0,0,,,2,3.0,3.0,2.5,,190,,Devin Smith,devin smith,WR,WR,NYJ,2016,486.0
490,Luke Stocker,TAM,TE,28,12,10,0,0,0,0,0,0,0,,0,8,5,23,4.6,0,0,0,0,,,2,7.3,7.3,4.8,,90,,Luke Stocker,luke stocker,TE,TE,TAM,2016,450.0
491,Devin Street,IND,WR,25,5,0,0,0,0,0,0,0,0,,0,6,1,20,20.0,0,0,0,0,,,2,3.0,3.0,2.5,,191,,Devin Street,devin street,WR,WR,IND,2016,486.0
492,Mike Thomas,LAR,WR,22,15,0,0,0,0,0,0,0,0,,0,9,3,37,12.33,0,1,1,0,,,2,4.7,5.7,3.2,,195,,Mike Thomas,mike thomas,WR,WR,LAR,2016,469.0
493,Laquon Treadwell,MIN,WR,21,9,1,0,0,0,0,0,0,0,,0,3,1,15,15.0,0,0,0,0,,,2,2.5,2.5,2.0,,198,,Laquon Treadwell,laquon treadwell,WR,WR,MIN,2016,490.0
494,Griff Whalen,SDG,WR,26,8,0,0,0,0,0,0,0,0,,0,4,2,22,11.0,0,0,0,0,,,2,4.2,4.2,3.2,,189,,Griff Whalen,griff whalen,WR,WR,SDG,2016,473.0
495,Cole Wick,DET,TE,23,6,0,0,0,0,0,0,0,0,,0,3,2,18,9.0,0,0,0,0,,,2,3.8,3.8,2.8,,93,,Cole Wick,cole wick,TE,TE,DET,2016,476.0
496,Shane Wynn,JAX,WR,24,5,0,0,0,0,0,0,2,5,2.5,0,3,1,19,19.0,0,0,0,0,,,2,3.4,3.4,2.9,,187,,Shane Wynn,shane wynn,WR,WR,JAX,2016,482.0
497,Jared Abbrederis,GNB,WR,26,5,0,0,0,0,0,0,0,0,,0,2,1,8,8.0,0,0,0,0,,,1,1.8,1.8,1.3,,202,,Jared Abbrederis,jared abbrederis,WR,WR,GNB,2016,492.0
498,Joe Banyard,JAX,RB,28,1,0,0,0,0,0,0,2,7,3.5,0,0,0,0,,0,0,0,0,,,1,0.7,0.7,0.7,,150,,Joe Banyard,joe banyard,RB,RB,JAX,2016,499.0
499,Jeremy Butler,SDG,WR,25,4,0,0,0,0,0,0,0,0,,0,2,2,11,5.5,0,0,0,0,,,1,3.1,3.1,2.1,,200,,Jeremy Butler,jeremy butler,WR,WR,SDG,2016,485.0
