Rk,Player,Tm,FantPos,Age,Games_G,Games_GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Fumbles_Fmb,Fumbles_FL,Scoring_TD,Scoring_2PM,Scoring_2PP,Fantasy_FantPt,Fantasy_PPR,Fantasy_DKPt,Fantasy_FDPt,Fantasy_VBD,Fantasy_PosRank,Fantasy_OvRank,Player_fixed,player_clean,POS,POS_group,team,year,PPR_rank_year
116,Theo Riddick,DET,RB,25,10,8,0,0,0,0,0,92,357,3.88,1,67,53,371,7.0,5,0,0,6,,,109,161.8,167.8,135.3,,31,,Theo Riddick,theo riddick,RB,RB,DET,2016,110.0
117,Anquan Boldin,DET,WR,36,16,16,0,0,0,0,0,0,0,,0,95,67,584,8.72,8,0,0,8,,,106,173.4,176.4,139.9,,45,,Anquan Boldin,anquan boldin,WR,WR,DET,2016,97.0
118,Taylor Gabriel,ATL,WR,25,13,3,0,0,0,0,0,4,51,12.75,1,50,35,579,16.54,6,0,0,7,,,105,140.0,143.0,122.5,,47,,Taylor Gabriel,taylor gabriel,WR,WR,ATL,2016,131.0
119,Ted Ginn Jr.,CAR,WR,31,16,8,0,0,0,0,0,14,98,7.0,0,95,54,752,13.93,4,3,2,4,,,105,159.0,164.0,132.0,,48,,Ted Ginn Jr.,ted ginn jr,WR,WR,CAR,2016,112.0
120,Tim Hightower,NOR,RB,30,16,1,0,0,0,0,0,133,548,4.12,4,26,22,200,9.09,1,0,0,5,,,105,126.8,132.8,115.8,,33,,Tim Hightower,tim hightower,RB,RB,NOR,2016,148.0
121,Dontrelle Inman,SDG,WR,27,16,16,0,0,0,0,0,0,0,,0,97,58,810,13.97,4,0,0,4,,,105,163.0,166.0,134.0,,49,,Dontrelle Inman,dontrelle inman,WR,WR,SDG,2016,108.0
122,Jerick McKinnon,MIN,RB,24,15,7,0,1,0,0,0,159,539,3.39,2,53,43,255,5.93,2,0,0,4,1.0,,105,148.4,154.4,126.9,,32,,Jerick McKinnon,jerick mckinnon,RB,RB,MIN,2016,117.0
123,JJ Nelson,ARI,WR,24,15,6,0,0,0,0,0,4,83,20.75,1,74,34,568,16.71,6,1,1,7,,,105,139.1,143.1,122.1,,46,,JJ Nelson,jj nelson,WR,WR,ARI,2016,132.0
124,Rashad Jennings,NYG,RB,31,13,12,0,0,0,0,0,181,593,3.28,3,42,35,201,5.74,1,1,0,4,,,103,138.4,144.4,120.9,,34,,Rashad Jennings,rashad jennings,RB,RB,NYG,2016,133.0
125,James White,NWE,RB,24,16,4,0,0,0,0,0,39,166,4.26,0,86,60,551,9.18,5,0,0,5,,,102,161.7,167.7,131.7,,35,,James White,james white,RB,RB,NWE,2016,111.0
126,Matt Asiata,MIN,RB,29,16,6,0,0,0,0,0,121,402,3.32,6,38,32,263,8.22,0,1,1,6,,,101,132.5,139.5,116.5,,36,,Matt Asiata,matt asiata,RB,RB,MIN,2016,142.0
127,Chris Thompson,WAS,RB,26,16,0,0,0,0,0,0,68,356,5.24,3,62,49,349,7.12,2,2,1,5,,,99,147.5,154.5,123.0,,37,,Chris Thompson,chris thompson,RB,RB,WAS,2016,120.0
128,Jordan Matthews,PHI,WR,24,14,13,0,0,0,0,0,0,0,,0,117,73,804,11.01,3,1,0,3,,,98,171.4,174.4,134.9,,50,,Jordan Matthews,jordan matthews,WR,WR,PHI,2016,99.0
129,DeVante Parker,MIA,WR,23,15,8,0,0,0,0,0,0,0,,0,87,56,744,13.29,4,0,0,4,,,98,154.4,157.4,126.4,,51,,DeVante Parker,devante parker,WR,WR,MIA,2016,114.0
130,Brandon Marshall,NYJ,WR,32,15,15,0,0,0,0,0,0,0,,0,128,59,788,13.36,3,0,0,3,,,97,155.8,158.8,126.3,,52,,Brandon Marshall,brandon marshall,WR,WR,NYJ,2016,113.0
131,Ty Montgomery,GNB,RB,23,15,6,0,0,0,0,0,77,457,5.94,3,56,44,348,7.91,0,2,1,3,,,97,140.5,147.5,118.5,,38,,Ty Montgomery,ty montgomery,RB,RB,GNB,2016,130.0
132,Alshon Jeffery,CHI,WR,26,12,12,0,0,0,0,0,0,0,,0,94,52,821,15.79,2,0,0,2,,,94,146.1,149.1,120.1,,53,,Alshon Jeffery,alshon jeffery,WR,WR,CHI,2016,124.0
133,Derrick Henry,TEN,RB,22,15,2,0,0,0,0,0,110,490,4.45,5,15,13,137,10.54,0,0,0,5,,,93,105.7,111.7,99.2,,39,,Derrick Henry,derrick henry,RB,RB,TEN,2016,170.0
134,Chris Hogan,NWE,WR,29,15,14,0,0,0,0,0,3,9,3.0,0,58,38,680,17.89,4,1,1,4,,,91,128.9,132.9,109.9,,54,,Chris Hogan,chris hogan,WR,WR,NWE,2016,146.0
135,Duke Johnson,CLE,RB,23,16,1,0,1,0,0,0,73,358,4.9,1,74,53,514,9.7,0,2,1,1,,,91,144.2,151.2,117.7,,40,,Duke Johnson,duke johnson,RB,RB,CLE,2016,127.0
136,Mohamed Sanu,ATL,WR,27,15,15,0,0,0,0,0,1,5,5.0,0,81,59,653,11.07,4,1,1,4,1.0,,90,148.8,152.8,119.3,,55,,Mohamed Sanu,mohamed sanu,WR,WR,ATL,2016,116.0
137,Tavon Austin,LAR,WR,26,15,15,0,0,0,0,0,28,159,5.68,1,106,58,509,8.78,3,5,1,4,,,89,146.8,153.8,117.8,,56,,Tavon Austin,tavon austin,WR,WR,LAR,2016,121.0
138,Randall Cobb,GNB,WR,26,13,10,0,0,0,0,0,10,33,3.3,0,84,60,610,10.17,4,1,0,4,,,88,148.3,151.3,118.3,,57,,Randall Cobb,randall cobb,WR,WR,GNB,2016,118.0
139,T.J. Yeldon,JAX,RB,23,15,13,0,0,0,0,0,130,465,3.58,1,68,50,312,6.24,1,2,1,2,,,88,137.7,144.7,112.7,,41,,T.J. Yeldon,tj yeldon,RB,RB,JAX,2016,134.0
140,C.J. Anderson,DEN,RB,25,7,7,0,0,0,0,0,110,437,3.97,4,24,16,128,8.0,1,0,0,5,,,87,102.5,108.5,94.5,,42,,C.J. Anderson,cj anderson,RB,RB,DEN,2016,175.0
141,Coby Fleener,NOR,TE,28,16,8,0,0,0,0,0,1,2,2.0,1,81,50,631,12.62,3,2,0,4,,,87,137.3,140.3,112.3,,12,,Coby Fleener,coby fleener,TE,TE,NOR,2016,135.0
142,Jalen Richard,OAK,RB,23,16,0,0,0,0,0,0,83,491,5.92,1,39,29,194,6.69,2,0,0,3,,,87,115.5,121.5,101.0,,43,,Jalen Richard,jalen richard,RB,RB,OAK,2016,159.0
143,Jack Doyle,IND,TE,26,16,14,0,0,0,0,0,0,0,,0,75,59,584,9.9,5,1,1,5,,,86,145.4,149.4,115.9,,13,,Jack Doyle,jack doyle,TE,TE,IND,2016,125.0
144,Travis Benjamin,SDG,WR,27,14,8,0,1,0,0,0,2,-3,-1.5,0,75,47,677,14.4,4,5,3,4,,,85,132.4,138.4,108.9,,58,,Travis Benjamin,travis benjamin,WR,WR,SDG,2016,143.0
145,Giovani Bernard,CIN,RB,25,10,2,0,0,0,0,0,91,337,3.7,2,51,39,336,8.62,1,1,1,3,,,83,122.3,129.3,102.8,,44,,Giovani Bernard,giovani bernard,RB,RB,CIN,2016,154.0
146,Eric Ebron,DET,TE,23,13,13,0,0,0,0,0,1,1,1.0,1,85,61,711,11.66,1,0,0,2,,,83,144.2,147.2,113.7,,15,,Eric Ebron,eric ebron,TE,TE,DET,2016,127.0
147,Jeremy Kerley,SFO,WR,28,16,13,0,0,0,0,0,0,0,,0,115,64,667,10.42,3,4,1,3,,,83,146.7,150.7,114.7,,60,,Jeremy Kerley,jeremy kerley,WR,WR,SFO,2016,122.0
148,Tyler Lockett,SEA,WR,24,15,9,0,0,0,0,0,6,114,19.0,1,66,41,597,14.56,1,0,0,2,,,83,124.1,130.1,103.6,,59,,Tyler Lockett,tyler lockett,WR,WR,SEA,2016,152.0
149,Dennis Pitta,BAL,TE,31,16,12,0,0,0,0,0,0,0,,0,121,86,729,8.48,2,1,1,2,,,83,168.9,172.9,125.9,,16,,Dennis Pitta,dennis pitta,TE,TE,BAL,2016,103.0
150,Jason Witten,DAL,TE,34,16,16,0,0,0,0,0,0,0,,0,95,69,673,9.75,3,1,1,3,,,83,152.3,156.3,117.8,,14,,Jason Witten,jason witten,TE,TE,DAL,2016,115.0
151,Robert Turbin,IND,RB,27,15,0,0,0,0,0,0,47,164,3.49,7,35,26,179,6.88,1,0,0,8,,,82,108.3,114.3,95.3,,45,,Robert Turbin,robert turbin,RB,RB,IND,2016,169.0
152,DeAngelo Williams,PIT,RB,33,9,4,0,0,0,0,0,98,343,3.5,4,27,18,118,6.56,2,0,0,6,,,82,100.1,106.1,91.1,,46,,DeAngelo Williams,deangelo williams,RB,RB,PIT,2016,180.0
153,Will Fuller,HOU,WR,22,14,13,0,0,0,0,0,1,-3,-3.0,0,92,47,635,13.51,2,2,0,3,,,81,128.2,131.2,104.7,,62,,Will Fuller,will fuller,WR,WR,HOU,2016,147.0
154,Terrance Williams,DAL,WR,27,16,15,0,0,0,0,0,0,0,,0,61,44,594,13.5,4,1,1,4,,,81,125.4,129.4,103.4,,61,,Terrance Williams,terrance williams,WR,WR,DAL,2016,151.0
155,Shaun Draughn,SFO,RB,29,16,1,0,0,0,0,0,74,196,2.65,4,39,29,263,9.07,2,1,1,6,,,80,108.9,115.9,94.4,,47,,Shaun Draughn,shaun draughn,RB,RB,SFO,2016,168.0
156,C.J. Fiedorowicz,HOU,TE,25,15,15,0,0,0,0,0,0,0,,0,89,54,559,10.35,4,1,0,4,,,80,133.9,136.9,106.9,,17,,C.J. Fiedorowicz,cj fiedorowicz,TE,TE,HOU,2016,138.0
157,Brian Hoyer,CHI,QB,31,6,5,134,200,1445,6,0,7,-2,-0.29,0,0,0,0,,0,3,1,0,,,80,79.6,83.6,79.6,,31,,Brian Hoyer,brian hoyer,QB,QB,CHI,2016,212.0
158,Dwayne Allen,IND,TE,26,14,14,0,0,0,0,0,0,0,,0,52,35,406,11.6,6,1,0,6,1.0,,79,113.6,116.6,96.1,,19,,Dwayne Allen,dwayne allen,TE,TE,IND,2016,163.0
159,Charles Clay,BUF,TE,27,15,15,0,0,0,0,0,0,0,,0,87,57,552,9.68,4,0,0,4,,,79,136.2,139.2,107.7,,18,,Charles Clay,charles clay,TE,TE,BUF,2016,137.0
160,Michael Floyd,2TM,WR,27,15,8,0,0,0,0,0,0,0,,0,76,37,488,13.19,5,0,0,5,,,79,115.8,118.8,97.3,,63,,Michael Floyd,michael floyd,WR,WR,2TM,2016,158.0
161,Adam Humphries,TAM,WR,23,15,4,0,0,0,0,0,5,18,3.6,0,83,55,622,11.31,2,3,0,2,1.0,,78,133.0,136.0,105.5,,64,,Adam Humphries,adam humphries,WR,WR,TAM,2016,140.0
162,Jacquizz Rodgers,TAM,RB,26,10,5,0,0,0,0,0,129,560,4.34,2,16,13,98,7.54,0,0,0,2,,,78,90.8,93.8,84.3,,48,,Jacquizz Rodgers,jacquizz rodgers,RB,RB,TAM,2016,194.0
163,Eli Rogers,PIT,WR,24,13,8,0,0,0,0,0,1,6,6.0,0,66,48,594,12.38,3,2,0,3,,,78,126.0,129.0,102.0,,65,,Eli Rogers,eli rogers,WR,WR,PIT,2016,149.0
164,Cody Kessler,CLE,QB,23,9,8,128,195,1380,6,2,11,18,1.64,0,0,0,0,,0,4,1,0,,1.0,77,77.0,83.0,79.0,,32,,Cody Kessler,cody kessler,QB,QB,CLE,2016,215.0
165,Gary Barnidge,CLE,TE,31,16,16,0,0,0,0,0,0,0,,0,82,55,612,11.13,2,0,0,2,1.0,,75,130.2,133.2,102.7,,20,,Gary Barnidge,gary barnidge,TE,TE,CLE,2016,144.0
166,Chris Ivory,JAX,RB,28,11,1,0,0,0,0,0,117,439,3.75,3,28,20,186,9.3,0,5,3,3,,,75,94.5,103.5,84.5,,50,,Chris Ivory,chris ivory,RB,RB,JAX,2016,187.0
167,Zach Zenner,DET,RB,25,14,4,0,0,0,0,0,88,334,3.8,4,23,18,196,10.89,0,1,1,4,,,75,93.0,100.0,84.0,,49,,Zach Zenner,zach zenner,RB,RB,DET,2016,193.0
168,Brian Quick,LAR,WR,27,16,8,0,0,0,0,0,0,0,,0,77,41,564,13.76,3,0,0,3,,,74,115.4,118.4,94.9,,66,,Brian Quick,brian quick,WR,WR,LAR,2016,160.0
169,Seth Roberts,OAK,WR,25,16,6,0,0,0,0,0,0,0,,0,77,38,397,10.45,5,0,0,5,2.0,,74,111.7,114.7,92.7,,67,,Seth Roberts,seth roberts,WR,WR,OAK,2016,164.0
170,Robbie Chosen,NYJ,WR,23,16,8,0,0,0,0,0,3,42,14.0,0,78,42,587,13.98,2,1,1,2,,,73,114.9,118.9,93.9,,68,,Robbie Chosen,robbie chosen,WR,WR,NYJ,2016,161.0
171,Blaine Gabbert,SFO,QB,27,6,5,91,160,925,5,6,40,173,4.33,2,1,1,-16,-16.0,0,0,0,2,,,73,73.7,85.7,79.2,,33,,Blaine Gabbert,blaine gabbert,QB,QB,SFO,2016,223.0
172,Zach Miller,CHI,TE,32,10,8,0,0,0,0,0,0,0,,0,64,47,486,10.34,4,0,0,4,,,73,119.6,122.6,96.1,,21,,Zach Miller,zach miller,TE,TE,CHI,2016,155.0
173,Donte Moncrief,IND,WR,23,9,7,0,0,0,0,0,1,-1,-1.0,0,56,30,307,10.23,7,0,0,7,,,73,102.6,105.6,87.6,,69,,Donte Moncrief,donte moncrief,WR,WR,IND,2016,174.0
174,Kenneth Dixon,BAL,RB,22,12,0,0,0,0,0,0,88,382,4.34,2,41,30,162,5.4,1,1,0,3,,,72,102.4,108.4,87.4,,51,,Kenneth Dixon,kenneth dixon,RB,RB,BAL,2016,176.0
175,Rob Gronkowski,NWE,TE,27,8,6,0,0,0,0,0,0,0,,0,38,25,540,21.6,3,0,0,3,,,72,97.0,100.0,84.5,,22,,Rob Gronkowski,rob gronkowski,TE,TE,NWE,2016,184.0
176,Doug Martin,TAM,RB,27,8,8,0,0,0,0,0,144,421,2.92,3,16,14,134,9.57,0,1,1,3,,,72,85.5,92.5,78.5,,52,,Doug Martin,doug martin,RB,RB,TAM,2016,205.0
177,Matt Barkley,CHI,QB,26,7,6,129,216,1611,8,14,7,2,0.29,0,1,1,2,2.0,1,4,2,1,,,71,71.8,90.8,85.3,,34,,Matt Barkley,matt barkley,QB,QB,CHI,2016,227.0
178,Tyler Boyd,CIN,WR,22,16,2,0,0,0,0,0,4,58,14.5,0,81,54,603,11.17,1,1,1,1,,,70,124.1,128.1,97.1,,70,,Tyler Boyd,tyler boyd,WR,WR,CIN,2016,152.0
179,Vernon Davis,WAS,TE,32,16,14,0,0,0,0,0,0,0,,0,59,44,583,13.25,2,0,0,2,,,70,114.3,117.3,92.3,,23,,Vernon Davis,vernon davis,TE,TE,WAS,2016,162.0
180,Damien Williams,MIA,RB,24,15,0,0,0,0,0,0,35,115,3.29,3,32,23,249,10.83,3,1,1,6,,,70,93.4,100.4,81.9,,53,,Damien Williams,damien williams,RB,RB,MIA,2016,191.0
181,Tyler Eifert,CIN,TE,26,8,2,0,0,0,0,0,0,0,,0,47,29,394,13.59,5,0,0,5,,,69,98.4,101.4,83.9,,24,,Tyler Eifert,tyler eifert,TE,TE,CIN,2016,182.0
182,Cordarrelle Patterson*+,MIN,WR,25,16,8,0,0,0,0,0,7,43,6.14,0,70,52,453,8.71,2,2,0,3,,,68,119.6,122.6,93.6,,73,,Cordarrelle Patterson,cordarrelle patterson,WR,WR,MIN,2016,155.0
183,Breshad Perriman,BAL,WR,23,16,1,0,0,0,0,0,1,2,2.0,0,66,33,499,15.12,3,0,0,3,,,68,101.1,104.1,84.6,,71,,Breshad Perriman,breshad perriman,WR,WR,BAL,2016,178.0
184,DeAndre Washington,OAK,RB,23,14,2,0,0,0,0,0,87,467,5.37,2,23,17,115,6.76,0,1,1,2,,,68,85.2,92.2,76.7,,54,,DeAndre Washington,deandre washington,RB,RB,OAK,2016,206.0
185,Robert Woods,BUF,WR,24,13,10,0,0,0,0,0,1,6,6.0,0,76,51,613,12.02,1,0,0,1,,,68,118.9,121.9,93.4,,72,,Robert Woods,robert woods,WR,WR,BUF,2016,157.0
186,Matt Jones,WAS,RB,23,7,7,0,0,0,0,0,99,460,4.65,3,8,8,73,9.13,0,3,2,3,,,67,75.3,80.3,71.3,,55,,Matt Jones,matt jones,RB,RB,WAS,2016,221.0
187,Phillip Dorsett,IND,WR,23,15,7,0,0,0,0,0,2,10,5.0,0,59,33,528,16.0,2,1,0,2,,,66,98.8,101.8,82.3,,74,,Phillip Dorsett,phillip dorsett,WR,WR,IND,2016,181.0
188,Robert Griffin III,CLE,QB,26,5,5,87,147,886,2,3,31,190,6.13,2,0,0,0,,0,4,1,2,,,66,66.4,76.4,69.4,,35,,Robert Griffin III,robert griffin iii,QB,QB,CLE,2016,234.0
189,Allen Hurns,JAX,WR,25,11,11,0,0,0,0,0,0,0,,0,76,35,477,13.63,3,1,0,3,,,66,100.7,103.7,83.2,,75,,Allen Hurns,allen hurns,WR,WR,JAX,2016,179.0
190,Jeremy Maclin,KAN,WR,28,12,12,0,1,0,0,0,1,-1,-1.0,0,76,44,536,12.18,2,0,0,2,,,66,109.5,112.5,87.5,,76,,Jeremy Maclin,jeremy maclin,WR,WR,KAN,2016,167.0
191,Charcandrick West,KAN,RB,25,15,2,0,0,0,0,0,88,293,3.33,1,34,28,188,6.71,2,0,0,3,,,66,94.1,100.1,80.1,,56,,Charcandrick West,charcandrick west,RB,RB,KAN,2016,188.0
192,John Brown,ARI,WR,26,15,6,0,0,0,0,0,1,10,10.0,0,73,39,517,13.26,2,1,0,2,,,65,103.7,106.7,84.2,,77,,John Brown,john brown,WR,WR,ARI,2016,173.0
193,Malcolm Mitchell,NWE,WR,24,14,6,0,0,0,0,0,0,0,,0,48,32,401,12.53,4,0,0,4,,,64,96.1,99.1,80.1,,79,,Malcolm Mitchell,malcolm mitchell,WR,WR,NWE,2016,186.0
194,Tajae Sharpe,TEN,WR,22,16,10,0,0,0,0,0,1,1,1.0,0,83,41,522,12.73,2,0,0,2,,,64,105.3,108.3,84.8,,78,,Tajae Sharpe,tajae sharpe,WR,WR,TEN,2016,171.0
195,Victor Cruz,NYG,WR,30,15,12,0,0,0,0,0,0,0,,0,72,39,586,15.03,1,1,1,1,,,63,101.6,105.6,82.1,,82,,Victor Cruz,victor cruz,WR,WR,NYG,2016,177.0
196,Devin Funchess,CAR,WR,22,15,7,0,0,0,0,0,0,0,,0,58,23,371,16.13,4,0,0,4,1.0,,63,86.1,89.1,74.6,,80,,Devin Funchess,devin funchess,WR,WR,CAR,2016,204.0
197,Vance McDonald,SFO,WR,26,11,11,0,0,0,0,0,0,0,,0,45,24,391,16.29,4,0,0,4,,,63,87.1,90.1,75.1,,81,,Vance McDonald,vance mcdonald,WR,WR,SFO,2016,202.0
198,Thomas Rawls,SEA,RB,23,9,7,0,0,0,0,0,109,349,3.2,3,17,13,96,7.38,0,0,0,3,,,63,75.5,78.5,69.0,,57,,Thomas Rawls,thomas rawls,RB,RB,SEA,2016,220.0
199,Paul Perkins,NYG,RB,22,14,1,0,0,0,0,0,112,456,4.07,0,24,15,162,10.8,0,1,0,0,,,62,76.8,82.8,69.3,,58,,Paul Perkins,paul perkins,RB,RB,NYG,2016,216.0
200,Marquise Goodwin,BUF,WR,26,15,9,0,0,0,0,0,0,0,,0,68,29,431,14.86,3,0,0,3,,,61,90.1,93.1,75.6,,83,,Marquise Goodwin,marquise goodwin,WR,WR,BUF,2016,196.0
201,Kendall Wright,TEN,WR,27,11,4,0,0,0,0,0,1,15,15.0,0,42,29,416,14.34,3,0,0,3,,,61,90.1,93.1,75.6,,84,,Kendall Wright,kendall wright,WR,WR,TEN,2016,196.0
202,Corey Coleman,CLE,WR,22,10,10,0,0,0,0,0,2,10,5.0,0,73,33,413,12.52,3,0,0,3,,,60,93.3,96.3,76.8,,85,,Corey Coleman,corey coleman,WR,WR,CLE,2016,192.0
203,Lance Kendricks,LAR,TE,28,16,16,0,0,0,0,0,0,0,,0,87,50,499,9.98,2,1,1,2,,,60,109.9,113.9,84.9,,25,,Lance Kendricks,lance kendricks,TE,TE,LAR,2016,166.0
204,Rex Burkhead,CIN,RB,26,16,1,0,0,0,0,0,74,344,4.65,2,20,17,145,8.53,0,1,1,2,,,59,75.9,82.9,67.4,,59,,Rex Burkhead,rex burkhead,RB,RB,CIN,2016,217.0
205,Sammie Coates,PIT,WR,23,14,5,0,0,0,0,0,4,14,3.5,0,49,21,435,20.71,2,0,0,2,,,57,77.9,80.9,67.4,,87,,Sammie Coates,sammie coates,WR,WR,PIT,2016,213.0
206,Jermaine Kearse,SEA,WR,26,16,15,0,0,0,0,0,0,0,,0,89,41,510,12.44,1,0,0,1,,,57,98.0,101.0,77.5,,86,,Jermaine Kearse,jermaine kearse,WR,WR,SEA,2016,183.0
207,Matt Moore,MIA,QB,32,4,3,55,87,721,8,3,1,-1,-1.0,0,0,0,0,,0,1,0,0,,,55,54.7,60.7,57.7,,36,,Matt Moore,matt moore,QB,QB,MIA,2016,252.0
208,Eddie Royal,CHI,WR,30,9,1,0,0,0,0,0,0,0,,0,43,33,369,11.18,2,2,0,3,,,55,87.9,90.9,71.4,,89,,Eddie Royal,eddie royal,WR,WR,CHI,2016,199.0
209,Sammy Watkins,BUF,WR,23,8,8,0,0,0,0,0,0,0,,0,52,28,430,15.36,2,0,0,2,,,55,83.0,86.0,69.0,,88,,Sammy Watkins,sammy watkins,WR,WR,BUF,2016,208.0
210,Travaris Cadet,NOR,RB,27,15,1,0,0,0,0,0,4,19,4.75,0,54,40,281,7.03,4,0,0,4,,,54,94.0,97.0,74.0,,61,,Travaris Cadet,travaris cadet,RB,RB,NOR,2016,189.0
211,Ryan Griffin,HOU,TE,26,16,5,0,0,0,0,0,0,0,,0,74,50,442,8.84,2,1,1,2,,,54,104.2,108.2,79.2,,26,,Ryan Griffin,ryan griffin,TE,TE,HOU,2016,172.0
212,Jeremy Langford,CHI,RB,25,12,3,0,0,0,0,0,62,200,3.23,4,27,19,142,7.47,0,2,2,4,,,54,73.2,81.2,63.7,,60,,Jeremy Langford,jeremy langford,RB,RB,CHI,2016,224.0
213,Clive Walford,OAK,TE,25,15,8,0,0,0,0,0,0,0,,0,52,33,359,10.88,3,0,0,3,,,54,86.9,89.9,70.4,,27,,Clive Walford,clive walford,TE,TE,OAK,2016,203.0
214,Chris Conley,KAN,WR,24,16,11,0,0,0,0,0,0,0,,0,69,44,530,12.05,0,1,0,0,,,53,97.0,100.0,75.0,,90,,Chris Conley,chris conley,WR,WR,KAN,2016,184.0
215,Jared Goff,LAR,QB,22,7,7,112,205,1089,5,7,8,16,2.0,1,0,0,0,,0,5,2,1,,,53,53.2,65.2,60.2,,37,,Jared Goff,jared goff,QB,QB,LAR,2016,256.0
216,Nelson Agholor,PHI,WR,23,15,14,0,0,0,0,0,5,14,2.8,0,69,36,365,10.14,2,1,0,2,1.0,,52,87.9,90.9,69.9,,91,,Nelson Agholor,nelson agholor,WR,WR,PHI,2016,199.0
217,Jesse James,PIT,TE,22,16,13,0,0,0,0,0,0,0,,0,60,39,338,8.67,3,0,0,3,,,52,90.8,93.8,71.3,,29,,Jesse James,jesse james,TE,TE,PIT,2016,194.0
218,Josh McCown,CLE,QB,37,5,3,90,165,1100,6,6,7,21,3.0,0,0,0,0,,0,7,4,0,,1.0,52,52.1,65.1,58.1,,38,,Josh McCown,josh mccown,QB,QB,CLE,2016,260.0
219,Julius Thomas,JAX,TE,28,9,6,0,0,0,0,0,0,0,,0,51,30,281,9.37,4,0,0,4,,,52,82.1,85.1,67.1,,28,,Julius Thomas,julius thomas,TE,TE,JAX,2016,209.0
220,Garrett Celek,SFO,TE,28,16,6,0,0,0,0,0,0,0,,0,50,29,350,12.07,3,2,1,3,,,51,80.0,84.0,65.5,,31,,Garrett Celek,garrett celek,TE,TE,SFO,2016,211.0
221,Dorial Green-Beckham,PHI,WR,23,15,7,0,0,0,0,0,0,0,,0,74,36,392,10.89,2,0,0,2,,,51,87.2,90.2,69.2,,92,,Dorial Green-Beckham,dorial green-beckham,WR,WR,PHI,2016,201.0
222,Jermaine Gresham,ARI,TE,28,16,14,0,0,0,0,0,0,0,,0,61,37,391,10.57,2,1,0,2,,,51,88.1,91.1,69.6,,30,,Jermaine Gresham,jermaine gresham,TE,TE,ARI,2016,198.0
223,Albert Wilson,KAN,WR,24,16,5,0,0,0,0,0,2,50,25.0,1,51,31,279,9.0,2,0,0,3,,,51,81.9,84.9,66.4,,93,,Albert Wilson,albert wilson,WR,WR,KAN,2016,210.0
224,Alfred Blue,HOU,RB,25,14,2,0,0,0,0,0,100,420,4.2,1,16,12,40,3.33,0,2,1,1,,,50,62.0,66.0,56.0,,62,,Alfred Blue,alfred blue,RB,RB,HOU,2016,239.0
225,Andrew Hawkins,CLE,WR,30,16,5,0,0,0,0,0,2,0,0.0,0,54,33,324,9.82,3,0,0,3,,,50,83.4,86.4,66.9,,94,,Andrew Hawkins,andrew hawkins,WR,WR,CLE,2016,207.0
226,Dion Sims,MIA,TE,25,14,11,0,0,0,0,0,0,0,,0,35,26,256,9.85,4,0,0,4,,,50,75.6,78.6,62.6,,32,,Dion Sims,dion sims,TE,TE,MIA,2016,219.0
227,Jay Cutler,CHI,QB,33,5,5,81,137,1059,4,5,5,24,4.8,0,0,0,0,,0,6,2,0,,,47,46.8,56.8,51.8,,39,,Jay Cutler,jay cutler,QB,QB,CHI,2016,269.0
228,Russell Shepard,TAM,WR,26,14,4,0,0,0,0,0,1,9,9.0,0,40,23,341,14.83,2,0,0,2,,,47,70.0,73.0,58.5,,95,,Russell Shepard,russell shepard,WR,WR,TAM,2016,229.0
229,Wendell Smallwood,PHI,RB,22,13,3,0,0,0,0,0,77,312,4.05,1,13,6,55,9.17,0,1,1,2,,,47,52.7,56.7,49.7,,64,,Wendell Smallwood,wendell smallwood,RB,RB,PHI,2016,258.0
230,Fozzy Whittaker,CAR,RB,27,16,0,0,0,0,0,0,57,265,4.65,0,33,25,226,9.04,0,1,1,0,,,47,72.1,79.1,59.6,,63,,Fozzy Whittaker,fozzy whittaker,RB,RB,CAR,2016,225.0
231,Danny Amendola,NWE,WR,31,12,4,0,0,0,0,0,0,0,,0,29,23,243,10.57,4,3,1,4,,,46,69.3,73.3,57.8,,96,,Danny Amendola,danny amendola,WR,WR,NWE,2016,230.0
232,Brandon Coleman,NOR,WR,24,16,4,0,0,0,0,0,0,0,,0,38,26,281,10.81,3,0,0,3,,,46,72.1,75.1,59.1,,97,,Brandon Coleman,brandon coleman,WR,WR,NOR,2016,225.0
233,Will Tye,NYG,TE,25,16,10,0,0,0,0,0,0,0,,0,70,48,395,8.23,1,0,0,1,,,46,93.5,96.5,69.5,,33,,Will Tye,will tye,TE,TE,NYG,2016,190.0
234,Austin Hooper,ATL,TE,22,14,3,0,0,0,0,0,0,0,,0,27,19,271,14.26,3,0,0,3,,,45,64.1,67.1,54.6,,34,,Austin Hooper,austin hooper,TE,TE,ATL,2016,238.0
235,Jamize Olawale,OAK,RB,27,16,7,0,0,0,0,0,17,47,2.76,2,14,12,227,18.92,1,0,0,3,,,45,57.4,60.4,51.4,,65,,Jamize Olawale,jamize olawale,RB,RB,OAK,2016,246.0
236,Torrey Smith,SFO,WR,27,12,12,0,0,0,0,0,0,0,,0,49,20,267,13.35,3,0,0,3,,,45,64.7,67.7,54.7,,98,,Torrey Smith,torrey smith,WR,WR,SFO,2016,236.0
