Rk,Player,Tm,FantPos,Age,Games_G,Games_GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Fumbles_Fmb,Fumbles_FL,Scoring_TD,Scoring_2PM,Scoring_2PP,Fantasy_FantPt,Fantasy_PPR,Fantasy_DKPt,Fantasy_FDPt,Fantasy_VBD,Fantasy_PosRank,Fantasy_OvRank,Player_fixed,player_clean,POS,POS_group,team,year,PPR_rank_year,ppr_percentile_overall,ppr_percentile_pos
165,Jonas Gray,NWE,RB,24,8,3.0,0.0,0.0,0.0,0.0,0.0,89.0,412.0,4.63,5.0,3.0,1.0,7.0,7.0,0.0,0.0,0.0,5,,,72,72.9,75.9,72.4,,46,,Jonas Gray,jonas gray,RB,RB,NWE,2014,219.0,0.5595959595959596,0.8767676767676768
166,Zach Mettenberger,TEN,QB,23,7,6.0,107.0,179.0,1412.0,8.0,7.0,5.0,4.0,0.8,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,0,,,71,70.9,82.9,77.9,,38,,Zach Mettenberger,zach mettenberger,QB,QB,TEN,2014,225.0,0.5474747474747474,0.9249492900608519
167,Harry Douglas,ATL,WR,30,12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,74.0,51.0,556.0,10.9,2.0,0.0,0.0,2,1.0,,70,120.6,123.6,95.1,,64,,Harry Douglas,harry douglas,WR,WR,ATL,2014,143.0,0.7131313131313131,0.8752556237218814
168,Miles Austin,CLE,WR,30,12,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,73.0,47.0,568.0,12.09,2.0,0.0,0.0,2,,,69,115.8,118.8,92.3,,66,,Miles Austin,miles austin,WR,WR,CLE,2014,152.0,0.694949494949495,0.8650306748466258
169,Taylor Gabriel,CLE,WR,23,16,2.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,2.5,0.0,72.0,36.0,621.0,17.25,1.0,0.0,0.0,1,,,69,105.1,108.1,87.1,,65,,Taylor Gabriel,taylor gabriel,WR,WR,CLE,2014,162.0,0.6747474747474748,0.8588957055214724
170,Latavius Murray,OAK,RB,24,15,3.0,0.0,0.0,0.0,0.0,0.0,82.0,424.0,5.17,2.0,23.0,17.0,143.0,8.41,0.0,1.0,0.0,2,,,69,85.7,91.7,77.2,,47,,Latavius Murray,latavius murray,RB,RB,OAK,2014,197.0,0.604040404040404,0.901010101010101
171,Allen Robinson,JAX,WR,21,10,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,81.0,48.0,548.0,11.42,2.0,0.0,0.0,2,1.0,,69,116.8,119.8,92.8,,67,,Allen Robinson,allen robinson,WR,WR,JAX,2014,149.0,0.7010101010101011,0.869120654396728
172,Scott Chandler,BUF,TE,29,16,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,70.0,47.0,497.0,10.57,3.0,0.0,0.0,3,,,68,114.7,117.7,91.2,,20,,Scott Chandler,scott chandler,TE,TE,BUF,2014,154.0,0.6909090909090909,0.9615384615384616
173,Justin Hunter,TEN,WR,23,12,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,67.0,28.0,498.0,17.79,3.0,0.0,0.0,3,,,68,95.8,98.8,81.8,,68,,Justin Hunter,justin hunter,WR,WR,TEN,2014,176.0,0.6464646464646464,0.8404907975460123
174,Doug Martin,TAM,RB,25,11,11.0,0.0,0.0,0.0,0.0,0.0,134.0,494.0,3.69,2.0,20.0,13.0,64.0,4.92,0.0,0.0,0.0,2,,,68,80.8,83.8,74.3,,48,,Doug Martin,doug martin,RB,RB,TAM,2014,202.0,0.593939393939394,0.896969696969697
175,Reggie Bush,DET,RB,29,11,9.0,0.0,0.0,0.0,0.0,0.0,76.0,297.0,3.91,2.0,56.0,40.0,253.0,6.33,0.0,0.0,0.0,2,,,67,107.0,113.0,87.0,,51,,Reggie Bush,reggie bush,RB,RB,DET,2014,161.0,0.6767676767676767,0.9171717171717172
176,Jerick McKinnon,MIN,RB,22,11,6.0,0.0,0.0,0.0,0.0,0.0,113.0,538.0,4.76,0.0,41.0,27.0,135.0,5.0,0.0,0.0,0.0,0,,,67,94.3,100.3,80.8,,49,,Jerick McKinnon,jerick mckinnon,RB,RB,MIN,2014,181.0,0.6363636363636364,0.9050505050505051
177,Ben Tate,3TM,RB,26,11,6.0,0.0,0.0,0.0,0.0,0.0,119.0,371.0,3.12,4.0,12.0,9.0,60.0,6.67,0.0,0.0,0.0,4,,,67,76.1,79.1,71.6,,50,,Ben Tate,ben tate,RB,RB,3TM,2014,210.0,0.5777777777777777,0.8888888888888888
178,Ben Tate,PIT,RB,26,0,0.0,,,,,,,,,,,,,,,,,0,,,67,,,,,50,,Ben Tate,ben tate,RB,RB,PIT,2014,,,
179,Jerricho Cotchery,CAR,WR,32,15,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,78.0,48.0,580.0,12.08,1.0,0.0,0.0,1,1.0,,66,114.0,117.0,90.0,,69,,Jerricho Cotchery,jerricho cotchery,WR,WR,CAR,2014,155.0,0.6888888888888889,0.8629856850715747
180,Tavon Austin,STL,WR,24,15,8.0,0.0,0.0,0.0,0.0,0.0,36.0,224.0,6.22,2.0,44.0,31.0,242.0,7.81,0.0,5.0,0.0,3,,,65,95.6,101.6,80.1,,71,,Tavon Austin,tavon austin,WR,WR,STL,2014,177.0,0.6444444444444444,0.8384458077709611
181,Hakeem Nicks,IND,WR,26,16,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,68.0,38.0,405.0,10.66,4.0,0.0,0.0,4,,,65,102.5,105.5,83.5,,72,,Hakeem Nicks,hakeem nicks,WR,WR,IND,2014,165.0,0.6686868686868687,0.8548057259713702
182,Cecil Shorts,JAX,WR,27,13,12.0,2.0,2.0,32.0,1.0,0.0,0.0,0.0,,0.0,110.0,53.0,557.0,10.51,1.0,1.0,1.0,1,,,65,118.0,122.0,91.5,,70,,Cecil Shorts,cecil shorts,WR,WR,JAX,2014,147.0,0.705050505050505,0.8711656441717791
183,Antone Smith,ATL,RB,29,10,0.0,0.0,0.0,0.0,0.0,0.0,23.0,144.0,6.26,2.0,15.0,13.0,222.0,17.08,3.0,1.0,1.0,5,,,65,77.6,84.6,71.1,,52,,Antone Smith,antone smith,RB,RB,ATL,2014,207.0,0.5838383838383838,0.8929292929292929
184,Jake Locker,TEN,QB,26,7,5.0,86.0,146.0,993.0,5.0,7.0,22.0,142.0,6.45,1.0,0.0,0.0,0.0,,0.0,3.0,1.0,1,,,64,63.9,77.9,70.9,,39,,Jake Locker,jake locker,QB,QB,TEN,2014,239.0,0.5191919191919192,0.922920892494929
185,Donte Moncrief,IND,WR,21,16,2.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,4.25,0.0,49.0,32.0,444.0,13.88,3.0,0.0,0.0,3,,,64,96.1,99.1,80.1,,73,,Donte Moncrief,donte moncrief,WR,WR,IND,2014,175.0,0.6484848484848484,0.8425357873210634
186,Davante Adams,GNB,WR,22,16,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,66.0,38.0,446.0,11.74,3.0,0.0,0.0,3,,,63,100.6,103.6,81.6,,74,,Davante Adams,davante adams,WR,WR,GNB,2014,167.0,0.6646464646464647,0.852760736196319
187,Chris Hogan,BUF,WR,27,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,61.0,41.0,426.0,10.39,4.0,2.0,2.0,4,,,63,103.6,108.6,83.1,,75,,Chris Hogan,chris hogan,WR,WR,BUF,2014,163.0,0.6727272727272727,0.8568507157464212
188,Colt McCoy,WAS,QB,28,5,4.0,91.0,128.0,1057.0,4.0,3.0,16.0,66.0,4.13,1.0,0.0,0.0,0.0,,0.0,6.0,1.0,1,,,63,62.9,69.9,65.9,,40,,Colt McCoy,colt mccoy,QB,QB,WAS,2014,240.0,0.5171717171717172,0.920892494929006
189,Lorenzo Taliaferro,BAL,RB,23,13,0.0,0.0,0.0,0.0,0.0,0.0,68.0,292.0,4.29,4.0,10.0,8.0,114.0,14.25,0.0,1.0,1.0,4,,,63,70.6,77.6,66.6,,53,,Lorenzo Taliaferro,lorenzo taliaferro,RB,RB,BAL,2014,226.0,0.5454545454545454,0.8686868686868687
190,Cole Beasley,DAL,WR,25,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,49.0,37.0,420.0,11.35,4.0,2.0,2.0,4,,,62,99.0,104.0,80.5,,76,,Cole Beasley,cole beasley,WR,WR,DAL,2014,169.0,0.6606060606060606,0.8486707566462168
191,Carlos Hyde,SFO,RB,24,14,0.0,0.0,0.0,0.0,0.0,0.0,83.0,333.0,4.01,4.0,16.0,12.0,68.0,5.67,0.0,1.0,1.0,4,,,62,74.1,78.1,68.1,,54,,Carlos Hyde,carlos hyde,RB,RB,SFO,2014,218.0,0.5616161616161617,0.8787878787878788
192,Stevie Johnson,SFO,WR,28,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,50.0,35.0,435.0,12.43,3.0,0.0,0.0,3,,,62,96.5,99.5,79.0,,78,,Stevie Johnson,stevie johnson,WR,WR,SFO,2014,173.0,0.6525252525252525,0.8445807770961145
193,Jermaine Kearse,SEA,WR,24,15,14.0,1.0,1.0,17.0,0.0,0.0,2.0,15.0,7.5,0.0,69.0,38.0,537.0,14.13,1.0,0.0,0.0,1,,,62,99.9,102.9,80.9,,77,,Jermaine Kearse,jermaine kearse,WR,WR,SEA,2014,168.0,0.6626262626262627,0.8507157464212679
194,Tim Wright,NWE,TE,24,16,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,0.0,33.0,26.0,259.0,9.96,6.0,0.0,0.0,6,,,62,87.7,90.7,74.7,,21,,Tim Wright,tim wright,TE,TE,NWE,2014,191.0,0.6161616161616161,0.9554655870445344
195,Toby Gerhart,JAX,RB,27,14,7.0,0.0,0.0,0.0,0.0,0.0,101.0,326.0,3.23,2.0,24.0,20.0,186.0,9.3,0.0,1.0,1.0,2,,,61,81.2,88.2,71.2,,55,,Toby Gerhart,toby gerhart,RB,RB,JAX,2014,200.0,0.5979797979797981,0.898989898989899
196,Theo Riddick,DET,RB,23,14,2.0,0.0,0.0,0.0,0.0,0.0,20.0,51.0,2.55,0.0,50.0,34.0,316.0,9.29,4.0,0.0,0.0,4,,,61,94.7,97.7,77.7,,56,,Theo Riddick,theo riddick,RB,RB,DET,2014,178.0,0.6424242424242423,0.907070707070707
197,Anthony Dixon,BUF,RB,27,16,0.0,0.0,0.0,0.0,0.0,0.0,105.0,432.0,4.11,2.0,9.0,8.0,49.0,6.13,0.0,1.0,0.0,2,,,60,68.1,71.1,64.1,,57,,Anthony Dixon,anthony dixon,RB,RB,BUF,2014,230.0,0.5373737373737374,0.8666666666666667
198,Charles Johnson,MIN,WR,25,12,6.0,0.0,0.0,0.0,0.0,0.0,1.0,-11.0,-11.0,0.0,59.0,31.0,475.0,15.32,2.0,1.0,0.0,2,1.0,,60,91.4,94.4,75.9,,79,,Charles Johnson,charles johnson,WR,WR,MIN,2014,185.0,0.6282828282828283,0.8323108384458078
199,Cordarrelle Patterson,MIN,WR,23,16,7.0,0.0,0.0,0.0,0.0,0.0,10.0,117.0,11.7,1.0,67.0,33.0,384.0,11.64,1.0,1.0,1.0,2,,,60,93.1,100.1,76.6,,80,,Cordarrelle Patterson,cordarrelle patterson,WR,WR,MIN,2014,184.0,0.6303030303030304,0.834355828220859
200,Robert Turbin,SEA,RB,25,16,3.0,0.0,0.0,0.0,0.0,0.0,74.0,310.0,4.19,0.0,20.0,16.0,186.0,11.63,2.0,1.0,1.0,2,,,60,75.6,82.6,67.6,,58,,Robert Turbin,robert turbin,RB,RB,SEA,2014,214.0,0.5696969696969697,0.8848484848484849
201,Brian Hartline,MIA,WR,28,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,63.0,39.0,474.0,12.15,2.0,1.0,0.0,2,,,59,98.4,101.4,78.9,,81,,Brian Hartline,brian hartline,WR,WR,MIA,2014,170.0,0.6585858585858586,0.8466257668711656
202,EJ Manuel,BUF,QB,24,5,4.0,76.0,131.0,838.0,5.0,3.0,16.0,52.0,3.25,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1,,,59,58.7,64.7,61.7,,41,,EJ Manuel,ej manuel,QB,QB,BUF,2014,251.0,0.4949494949494949,0.9188640973630832
203,James Starks,GNB,RB,28,16,0.0,0.0,0.0,0.0,0.0,0.0,85.0,333.0,3.92,2.0,29.0,18.0,140.0,7.78,0.0,1.0,0.0,2,,,59,77.3,83.3,68.3,,59,,James Starks,james starks,RB,RB,GNB,2014,208.0,0.5818181818181818,0.8909090909090909
204,Ryan Mathews,SDG,RB,27,6,6.0,0.0,0.0,0.0,0.0,0.0,74.0,330.0,4.46,3.0,10.0,9.0,69.0,7.67,0.0,1.0,0.0,3,,,58,66.9,69.9,62.4,,60,,Ryan Mathews,ryan mathews,RB,RB,SDG,2014,231.0,0.5353535353535354,0.8646464646464647
205,Wes Welker,DEN,WR,33,14,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,64.0,49.0,464.0,9.47,2.0,0.0,0.0,2,,,58,107.4,110.4,82.9,,82,,Wes Welker,wes welker,WR,WR,DEN,2014,160.0,0.6787878787878787,0.8609406952965235
206,Stedman Bailey,STL,WR,24,14,3.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,0.0,46.0,30.0,435.0,14.5,1.0,0.0,0.0,2,,,57,86.8,89.8,71.8,,83,,Stedman Bailey,stedman bailey,WR,WR,STL,2014,195.0,0.608080808080808,0.8261758691206544
207,Devonta Freeman,ATL,RB,22,16,0.0,0.0,0.0,0.0,0.0,0.0,65.0,248.0,3.82,1.0,37.0,30.0,225.0,7.5,1.0,1.0,1.0,2,,,57,87.3,94.3,72.3,,61,,Devonta Freeman,devonta freeman,RB,RB,ATL,2014,193.0,0.6121212121212121,0.9030303030303031
208,Khiry Robinson,NOR,RB,25,10,3.0,0.0,0.0,0.0,0.0,0.0,76.0,362.0,4.76,3.0,11.0,8.0,63.0,7.88,0.0,2.0,2.0,3,,,57,64.5,69.5,60.5,,62,,Khiry Robinson,khiry robinson,RB,RB,NOR,2014,235.0,0.5272727272727273,0.8606060606060606
209,Lance Kendricks,STL,TE,26,16,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,38.0,27.0,259.0,9.59,5.0,0.0,0.0,5,,,56,82.9,85.9,69.4,,22,,Lance Kendricks,lance kendricks,TE,TE,STL,2014,199.0,0.6,0.951417004048583
210,Jeremy Kerley,NYJ,WR,26,16,7.0,0.0,1.0,0.0,0.0,0.0,4.0,86.0,21.5,0.0,75.0,38.0,409.0,10.76,1.0,1.0,0.0,1,,,56,93.5,96.5,74.5,,84,,Jeremy Kerley,jeremy kerley,WR,WR,NYJ,2014,183.0,0.6323232323232324,0.83640081799591
211,Brian Quick,STL,WR,25,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39.0,25.0,375.0,15.0,3.0,0.0,0.0,3,,,56,80.5,83.5,68.0,,85,,Brian Quick,brian quick,WR,WR,STL,2014,203.0,0.591919191919192,0.820040899795501
212,Corey Brown,CAR,WR,23,13,3.0,0.0,0.0,0.0,0.0,0.0,8.0,95.0,11.88,0.0,36.0,21.0,296.0,14.1,2.0,3.0,1.0,3,,,55,76.1,80.1,65.6,,87,,Corey Brown,corey brown,WR,WR,CAR,2014,210.0,0.5777777777777777,0.8179959100204499
213,Niles Paul,WAS,TE,25,16,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,52.0,39.0,507.0,13.0,1.0,1.0,1.0,1,,,55,93.7,97.7,74.2,,23,,Niles Paul,niles paul,TE,TE,WAS,2014,182.0,0.6343434343434343,0.9574898785425101
214,Andre Roberts,WAS,WR,26,16,4.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,10.5,0.0,73.0,36.0,453.0,12.58,2.0,4.0,2.0,2,,,55,91.4,96.4,73.4,,86,,Andre Roberts,andre roberts,WR,WR,WAS,2014,185.0,0.6282828282828283,0.8323108384458078
215,Stepfan Taylor,ARI,RB,23,14,4.0,0.0,0.0,0.0,0.0,0.0,63.0,208.0,3.3,1.0,15.0,11.0,79.0,7.18,3.0,0.0,0.0,4,1.0,,55,65.7,68.7,60.2,,63,,Stepfan Taylor,stepfan taylor,RB,RB,ARI,2014,232.0,0.5333333333333333,0.8626262626262626
216,Jordan Cameron,CLE,TE,26,10,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,48.0,24.0,424.0,17.67,2.0,0.0,0.0,2,,,54,78.4,81.4,66.4,,24,,Jordan Cameron,jordan cameron,TE,TE,CLE,2014,206.0,0.5858585858585859,0.9473684210526316
217,Dan Herron,IND,RB,25,16,3.0,0.0,0.0,0.0,0.0,0.0,78.0,351.0,4.5,1.0,26.0,21.0,173.0,8.24,0.0,2.0,2.0,1,,,54,75.4,83.4,64.9,,64,,Dan Herron,dan herron,RB,RB,IND,2014,215.0,0.5676767676767677,0.8828282828282829
218,Luke Willson,SEA,TE,24,15,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,40.0,22.0,362.0,16.45,3.0,0.0,0.0,3,,,54,76.2,79.2,65.2,,25,,Luke Willson,luke willson,TE,TE,SEA,2014,209.0,0.5797979797979798,0.9453441295546559
219,C.J. Spiller,BUF,RB,27,9,5.0,0.0,0.0,0.0,0.0,0.0,78.0,300.0,3.85,0.0,22.0,19.0,125.0,6.58,1.0,3.0,1.0,2,,,53,71.5,78.5,62.0,,65,,C.J. Spiller,cj spiller,RB,RB,BUF,2014,224.0,0.5494949494949495,0.8707070707070708
220,Preston Parker,NYG,WR,27,16,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,56.0,36.0,418.0,11.61,2.0,2.0,1.0,2,,,52,87.8,91.8,69.8,,88,,Preston Parker,preston parker,WR,WR,NYG,2014,190.0,0.6181818181818182,0.8282208588957055
221,Travis Benjamin,CLE,WR,25,16,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3.67,0.0,46.0,18.0,314.0,17.44,3.0,2.0,0.0,3,,,51,68.5,71.5,59.5,,89,,Travis Benjamin,travis benjamin,WR,WR,CLE,2014,229.0,0.5393939393939393,0.8098159509202454
222,Shonn Greene,TEN,RB,29,13,5.0,0.0,0.0,0.0,0.0,0.0,94.0,392.0,4.17,2.0,3.0,1.0,13.0,13.0,0.0,1.0,1.0,2,,,51,51.5,55.5,51.0,,68,,Shonn Greene,shonn greene,RB,RB,TEN,2014,267.0,0.4626262626262626,0.8404040404040404
223,Joseph Randle,DAL,RB,23,16,0.0,0.0,0.0,0.0,0.0,0.0,51.0,343.0,6.73,3.0,5.0,4.0,23.0,5.75,0.0,2.0,2.0,3,,,51,54.6,59.6,52.6,,67,,Joseph Randle,joseph randle,RB,RB,DAL,2014,258.0,0.4808080808080808,0.8505050505050505
224,Jacquizz Rodgers,ATL,RB,24,16,1.0,0.0,0.0,0.0,0.0,0.0,58.0,217.0,3.74,1.0,40.0,29.0,173.0,5.97,1.0,1.0,0.0,2,,,51,80.0,86.0,65.5,,66,,Jacquizz Rodgers,jacquizz rodgers,RB,RB,ATL,2014,204.0,0.5898989898989899,0.8949494949494949
225,Derek Anderson,CAR,QB,31,6,2.0,65.0,97.0,701.0,5.0,0.0,8.0,24.0,3.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0,,,50,50.4,53.4,50.4,,42,,Derek Anderson,derek anderson,QB,QB,CAR,2014,271.0,0.4545454545454546,0.9168356997971603
226,Louis Murphy,TAM,WR,27,11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,56.0,31.0,380.0,12.26,2.0,1.0,0.0,2,,,50,81.0,84.0,65.5,,90,,Louis Murphy,louis murphy,WR,WR,TAM,2014,201.0,0.595959595959596,0.8220858895705522
227,Andrew Quarless,GNB,TE,26,16,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,46.0,29.0,323.0,11.14,3.0,0.0,0.0,3,,,50,79.3,82.3,64.8,,26,,Andrew Quarless,andrew quarless,TE,TE,GNB,2014,205.0,0.5878787878787879,0.9493927125506073
228,Jordan Todman,JAX,RB,24,16,1.0,0.0,0.0,0.0,0.0,0.0,32.0,186.0,5.81,1.0,37.0,25.0,198.0,7.92,1.0,0.0,0.0,2,,,50,75.4,81.4,62.9,,69,,Jordan Todman,jordan todman,RB,RB,JAX,2014,215.0,0.5676767676767677,0.8828282828282829
229,Marqise Lee,JAX,WR,23,13,8.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,0.0,69.0,37.0,422.0,11.41,1.0,0.0,0.0,1,,,49,86.1,89.1,67.6,,91,,Marqise Lee,marqise lee,WR,WR,JAX,2014,196.0,0.6060606060606061,0.8241308793456033
230,Chris Polk,PHI,RB,25,14,0.0,0.0,0.0,0.0,0.0,0.0,46.0,172.0,3.74,4.0,3.0,2.0,16.0,8.0,0.0,1.0,0.0,5,,,49,50.8,53.8,49.8,,70,,Chris Polk,chris polk,RB,RB,PHI,2014,269.0,0.45858585858585854,0.8363636363636364
231,Josh Hill,NOR,TE,24,16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,14.0,176.0,12.57,5.0,0.0,0.0,5,,,48,61.6,64.6,54.6,,27,,Josh Hill,josh hill,TE,TE,NOR,2014,246.0,0.505050505050505,0.9311740890688259
232,Bernard Pierce,BAL,RB,23,13,2.0,0.0,0.0,0.0,0.0,0.0,93.0,366.0,3.94,2.0,6.0,2.0,13.0,6.5,0.0,1.0,1.0,2,,,48,49.9,53.9,48.9,,72,,Bernard Pierce,bernard pierce,RB,RB,BAL,2014,273.0,0.4505050505050505,0.8343434343434344
233,Stevan Ridley,NWE,RB,25,6,5.0,0.0,0.0,0.0,0.0,0.0,94.0,340.0,3.62,2.0,5.0,4.0,20.0,5.0,0.0,0.0,0.0,2,,,48,52.0,55.0,50.0,,71,,Stevan Ridley,stevan ridley,RB,RB,NWE,2014,265.0,0.4666666666666667,0.8444444444444444
234,Juwan Thompson,DEN,RB,22,15,0.0,0.0,0.0,0.0,0.0,0.0,54.0,272.0,5.04,3.0,7.0,4.0,25.0,6.25,0.0,1.0,0.0,3,,,48,51.7,54.7,49.7,,73,,Juwan Thompson,juwan thompson,RB,RB,DEN,2014,266.0,0.46464646464646464,0.8424242424242424
235,Jace Amaro,NYJ,TE,22,14,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,53.0,38.0,345.0,9.08,2.0,1.0,0.0,2,,,47,84.5,87.5,65.5,,29,,Jace Amaro,jace amaro,TE,TE,NYJ,2014,198.0,0.602020202020202,0.9534412955465587
236,Anthony Fasano,KAN,TE,30,15,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,36.0,25.0,226.0,9.04,4.0,0.0,0.0,4,,,47,71.6,74.6,59.1,,28,,Anthony Fasano,anthony fasano,TE,TE,KAN,2014,223.0,0.5515151515151515,0.9433198380566802
237,Zac Stacy,STL,RB,23,13,5.0,0.0,0.0,0.0,0.0,0.0,76.0,293.0,3.86,1.0,23.0,18.0,152.0,8.44,0.0,2.0,2.0,1,,,47,64.5,72.5,55.5,,74,,Zac Stacy,zac stacy,RB,RB,STL,2014,235.0,0.5272727272727273,0.8606060606060606
238,Kamar Aiken,BAL,WR,25,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,32.0,24.0,267.0,11.13,3.0,0.0,0.0,3,,,45,68.7,71.7,56.7,,92,,Kamar Aiken,kamar aiken,WR,WR,BAL,2014,228.0,0.5414141414141413,0.8118609406952966
239,Jordan Reed,WAS,TE,24,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,65.0,50.0,465.0,9.3,0.0,1.0,1.0,0,,,45,94.5,98.5,69.5,,30,,Jordan Reed,jordan reed,TE,TE,WAS,2014,180.0,0.6383838383838384,0.9595141700404858
240,Donald Brown,SDG,RB,27,13,3.0,0.0,0.0,0.0,0.0,0.0,85.0,223.0,2.62,0.0,41.0,29.0,211.0,7.28,0.0,1.0,0.0,0,,,43,72.4,78.4,57.9,,75,,Donald Brown,donald brown,RB,RB,SDG,2014,221.0,0.5555555555555556,0.8727272727272728
241,John Carlson,ARI,RB,30,16,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,55.0,33.0,350.0,10.61,1.0,0.0,0.0,1,1.0,,43,76.0,79.0,59.5,,76,,John Carlson,john carlson,RB,RB,ARI,2014,212.0,0.5737373737373737,0.8868686868686868
242,Jeff Cumberland,NYJ,TE,27,16,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,47.0,23.0,247.0,10.74,3.0,0.0,0.0,3,,,43,65.7,68.7,54.2,,31,,Jeff Cumberland,jeff cumberland,TE,TE,NYJ,2014,232.0,0.5333333333333333,0.9392712550607287
243,Michael Vick,NYJ,QB,34,10,3.0,64.0,121.0,604.0,3.0,2.0,26.0,153.0,5.88,0.0,0.0,0.0,0.0,,0.0,5.0,2.0,0,,,43,43.5,53.5,45.5,,43,,Michael Vick,michael vick,QB,QB,NYJ,2014,285.0,0.42626262626262623,0.9148073022312373
244,Charles Sims,TAM,RB,24,8,0.0,0.0,0.0,0.0,0.0,0.0,66.0,185.0,2.8,1.0,27.0,19.0,190.0,10.0,0.0,2.0,1.0,1,,,42,60.5,67.5,51.0,,77,,Charles Sims,charles sims,RB,RB,TAM,2014,249.0,0.498989898989899,0.8545454545454545
245,Jason Avant,2TM,WR,31,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,62.0,34.0,353.0,10.38,1.0,0.0,0.0,1,,,41,75.4,78.4,58.4,,93,,Jason Avant,jason avant,WR,WR,2TM,2014,215.0,0.5676767676767677,0.8159509202453987
246,Daniel Fells,NYG,TE,31,16,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,16.0,188.0,11.75,4.0,1.0,1.0,4,,,41,56.8,60.8,48.8,,32,,Daniel Fells,daniel fells,TE,TE,NYG,2014,255.0,0.4868686868686869,0.9251012145748988
247,Damaris Johnson,HOU,WR,25,16,8.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,3.8,0.0,49.0,31.0,331.0,10.68,1.0,2.0,0.0,1,,,41,72.0,75.0,56.5,,94,,Damaris Johnson,damaris johnson,WR,WR,HOU,2014,222.0,0.5535353535353535,0.8139059304703476
248,Daniel Thomas,MIA,RB,27,12,0.0,0.0,0.0,0.0,0.0,0.0,44.0,168.0,3.82,2.0,19.0,13.0,121.0,9.31,0.0,1.0,1.0,2,1.0,,41,53.9,60.9,47.4,,78,,Daniel Thomas,daniel thomas,RB,RB,MIA,2014,261.0,0.4747474747474747,0.8484848484848485
249,Brice Butler,OAK,WR,24,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,35.0,21.0,280.0,13.33,2.0,0.0,0.0,2,,,40,61.0,64.0,50.5,,95,,Brice Butler,brice butler,WR,WR,OAK,2014,247.0,0.503030303030303,0.7995910020449898
250,Victor Cruz,NYG,WR,28,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,41.0,23.0,337.0,14.65,1.0,0.0,0.0,1,,,40,62.7,65.7,51.2,,96,,Victor Cruz,victor cruz,WR,WR,NYG,2014,243.0,0.5111111111111111,0.803680981595092
