player,position,season,fumbles_FUM,fumbles_LOST,fumbles_REC,interceptions_AVG,interceptions_INT,interceptions_TD,interceptions_YDS,passing_ATT,passing_COMPLETIONS,passing_INT,passing_PCT,passing_TD,passing_YDS,passing_YPA,receiving_LONG,receiving_REC,receiving_TD,receiving_YDS,receiving_YPR,rushing_CAR,rushing_LONG,rushing_TD,rushing_YDS,rushing_YPC
A.J. Coons,WR,2022,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,19,1,0,19,19.0,0,0,0,0,0.0
A.J. Coons,WR,2023,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,43,23,1,293,12.7,0,0,0,0,0.0
A.J. Coons,WR,2024,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,37,5,1,121,24.2,0,0,0,0,0.0
A.J. Davis,RB,2017,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,1,0,0,0.0,16,12,1,40,2.5
A.J. Davis,RB,2018,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,16,3,0,17,5.7,32,22,0,148,4.6
A.J. Davis,RB,2019,3,2,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,59,23,0,269,11.7,127,22,4,530,4.2
A.J. Davis,RB,2020,0,0,1,0.0,0,0,0,0,0,0,0.0,0,0,0.0,22,10,0,45,4.5,61,31,1,266,4.4
A.J. Davis,RB,2021,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,11,4,0,23,5.8,2,18,1,21,10.5
A.J. Davis,RB,2022,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,23,9,2,97,10.8,66,17,0,262,4.0
A.J. Duffy,QB,2022,0,0,0,0.0,0,0,0,7,2,0,0.286,1,26,3.7,0,0,0,0,0.0,1,5,0,5,5.0
A.J. Duffy,QB,2023,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,3,9,0,5,1.7
A.J. Erdely,QB,2014,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0.0,0,0,0,0,0.0,7,11,1,29,4.1
A.J. Erdely,QB,2017,6,2,0,0.0,0,0,0,338,205,4,0.607,16,2331,6.9,3,1,0,3,3.0,122,41,13,320,2.6
A.J. Erdely,QB,2018,2,0,0,0.0,0,0,0,199,112,7,0.563,7,1530,7.7,0,0,0,0,0.0,84,38,5,257,3.1
